"employee_id","has_relevant_field","highest_edu","last_edu_year","degreeNumber"
"t_5159",1,"phd",2012,3
"t_516",0,"master",2005,2
"t_5160",1,"bachelor",2022,1
"t_5161",1,"master",2019,2
"t_5162",1,"master",2019,2
"t_5163",1,"bachelor",2020,1
"t_5164",1,"phd",2022,3
"t_5165",1,"master",1998,1
"t_5166",1,"bachelor",2022,1
"t_5167",1,"master",2020,2
"t_5168",1,"phd",2022,4
"t_5169",1,"master",2020,2
"t_517",1,"bachelor",2011,1
"t_5170",1,"master",2020,1
"t_5171",1,"master",2019,2
"t_5172",1,"master",2022,3
"t_5173",1,"master",2022,2
"t_5174",1,"master",2018,1
"t_5175",1,"master",2018,2
"t_5176",1,"master",2022,1
"t_5177",1,"master",2021,2
"t_5178",1,"bachelor",2017,1
"t_5179",1,"master",2016,2
"t_518",1,"master",2019,2
"t_5180",1,"master",2021,1
"t_5182",1,"master",2017,2
"t_5183",1,"master",2019,1
"t_5184",1,"phd",2020,4
"t_5185",1,"master",2022,3
"t_5186",1,"phd",2017,4
"t_5187",1,"master",2022,2
"t_5188",1,"phd",2016,5
"t_5189",0,"phd",2020,2
"t_519",1,"master",2022,2
"t_5190",1,"master",2020,2
"t_5191",1,"bachelor",2016,1
"t_5192",1,"master",2020,2
"t_5193",1,"bachelor",2019,2
"t_5194",1,"master",2016,2
"t_5195",1,"master",2019,2
"t_5196",1,"master",2022,2
"t_5197",1,"master",2022,1
"t_5198",0,"master",2016,2
"t_5199",1,"master",2022,2
"t_52",1,"master",2022,3
"t_520",1,"master",2017,2
"t_5200",0,"bachelor",2021,2
"t_5201",1,"master",2022,2
"t_5202",0,"master",2017,2
"t_5203",0,"master",2011,2
"t_5205",1,"bachelor",2022,1
"t_5206",1,"master",2017,2
"t_5207",1,"master",2013,2
"t_5208",1,"master",2016,2
"t_5209",1,"master",2020,2
"t_521",1,"phd",2015,3
"t_5210",0,"bachelor",2020,1
"t_5211",0,"bachelor",2011,1
"t_5212",1,"master",1990,1
"t_5213",0,"phd",2007,2
"t_5214",1,"master",2012,3
"t_5215",1,"master",2018,2
"t_5216",0,"master",2022,1
"t_5217",1,"master",2022,2
"t_5218",0,"master",2020,1
"t_5219",0,"phd",2020,3
"t_522",1,"master",2020,1
"t_5220",1,"bachelor",2022,1
"t_5221",1,"master",-1,2
"t_5223",1,"master",2020,2
"t_5224",0,"master",2003,2
"t_5225",1,"master",2021,2
"t_5226",0,"phd",2019,2
"t_5227",1,"master",2019,2
"t_5228",1,"master",2017,1
"t_5229",1,"master",2014,2
"t_523",1,"master",2013,1
"t_5230",1,"master",2014,1
"t_5231",1,"master",2015,2
"t_5232",0,"master",2017,1
"t_5233",0,"bachelor",2015,1
"t_5236",1,"phd",-1,3
"t_5237",1,"master",2021,2
"t_5238",1,"master",2020,3
"t_5239",1,"master",2010,2
"t_524",1,"phd",2011,3
"t_5240",1,"master",2022,2
"t_5241",1,"master",2022,2
"t_5242",0,"phd",2021,2
"t_5243",1,"master",2019,2
"t_5245",1,"phd",2020,3
"t_5246",0,"master",2016,2
"t_5247",0,"phd",2016,2
"t_5249",1,"master",2022,2
"t_525",0,"master",2021,2
"t_5251",0,"phd",2014,3
"t_5252",0,"bachelor",2018,2
"t_5253",1,"master",2014,2
"t_5254",1,"bachelor",2021,1
"t_5255",1,"master",2014,2
"t_5256",1,"master",2010,2
"t_5257",1,"bachelor",2021,1
"t_5258",1,"master",2015,2
"t_5259",1,"master",2018,2
"t_526",0,"master",1984,1
"t_5260",0,"master",2019,2
"t_5261",0,"master",2005,2
"t_5262",1,"phd",2015,1
"t_5263",1,"master",2022,3
"t_5264",0,"master",2020,2
"t_5265",1,"master",2019,2
"t_5266",0,"master",2020,2
"t_5267",1,"master",2022,2
"t_5268",1,"master",2019,2
"t_5269",0,"master",2016,2
"t_527",1,"master",2020,1
"t_5270",0,"master",2020,2
"t_5271",1,"master",2019,3
"t_5273",1,"master",2020,3
"t_5274",0,"phd",2020,4
"t_5275",1,"master",2011,2
"t_5276",1,"phd",2011,4
"t_5277",1,"master",2022,2
"t_5278",1,"master",2019,2
"t_5279",1,"master",2012,2
"t_528",0,"phd",2020,4
"t_5280",1,"master",-1,2
"t_5281",1,"phd",2020,3
"t_5282",1,"master",2022,2
"t_5284",1,"master",2021,2
"t_5285",1,"master",2017,2
"t_5287",0,"master",2018,2
"t_5288",1,"master",-1,3
"t_5289",1,"master",2019,2
"t_529",1,"phd",2015,4
"t_5290",1,"master",2022,2
"t_5291",0,"phd",2019,2
"t_5292",1,"master",2019,2
"t_5293",1,"master",2020,2
"t_5294",0,"bachelor",2016,1
"t_5295",0,"master",2016,2
"t_5296",1,"master",2020,2
"t_5297",1,"master",2021,2
"t_5298",1,"master",2017,2
"t_5299",1,"bachelor",2021,1
"t_53",1,"master",2020,1
"t_530",1,"master",2015,3
"t_5300",1,"master",-1,3
"t_5301",1,"master",2020,2
"t_5302",1,"master",2020,3
"t_5303",1,"master",-1,2
"t_5304",1,"master",2018,2
"t_5305",1,"phd",2016,3
"t_5306",1,"master",2018,1
"t_5307",0,"bachelor",2022,1
"t_5308",1,"bachelor",2021,2
"t_5309",0,"bachelor",2020,2
"t_531",1,"bachelor",2013,2
"t_5310",1,"master",2021,3
"t_5311",1,"master",2017,3
"t_5312",1,"phd",2011,3
"t_5313",1,"master",2019,2
"t_5314",1,"bachelor",2020,1
"t_5316",1,"master",2022,2
"t_5317",1,"master",2014,1
"t_5318",1,"phd",2012,3
"t_5319",1,"master",2018,3
"t_532",0,"phd",-1,2
"t_5320",1,"phd",2012,2
"t_5321",0,"master",2018,1
"t_5322",0,"master",2017,2
"t_5323",1,"master",2016,2
"t_5324",1,"master",2022,2
"t_5325",1,"master",2020,3
"t_5326",1,"master",2021,2
"t_5327",1,"master",2017,2
"t_5328",0,"master",2017,2
"t_5329",0,"master",-1,2
"t_533",1,"bachelor",2019,2
"t_5330",1,"bachelor",2007,1
"t_5331",1,"master",2020,3
"t_5332",1,"master",2018,2
"t_5333",1,"master",2019,2
"t_5334",1,"master",2021,2
"t_5335",1,"phd",2022,3
"t_5336",0,"bachelor",2022,1
"t_5337",1,"master",2000,1
"t_5338",1,"master",2021,2
"t_5339",1,"master",2020,3
"t_534",1,"phd",2018,4
"t_5340",1,"master",2018,2
"t_5341",1,"master",2020,2
"t_5342",1,"master",2020,1
"t_5343",1,"phd",2012,2
"t_5344",1,"master",2019,2
"t_5345",1,"master",2020,2
"t_5346",1,"bachelor",2021,2
"t_5347",1,"master",2022,2
"t_5348",0,"master",2018,3
"t_5349",1,"master",2019,2
"t_535",1,"phd",2010,3
"t_5350",1,"master",-1,2
"t_5351",0,"bachelor",2018,1
"t_5352",1,"master",2021,3
"t_5353",0,"master",2021,2
"t_5354",0,"master",2012,2
"t_5355",1,"phd",2019,3
"t_5356",1,"master",2021,2
"t_5357",0,"master",2021,1
"t_5358",1,"master",2022,1
"t_5359",1,"master",2019,2
"t_536",0,"master",2022,2
"t_5360",1,"phd",2021,2
"t_5361",0,"bachelor",2020,1
"t_5362",0,"master",2021,2
"t_5363",1,"master",2020,2
"t_5364",0,"master",2019,2
"t_5365",1,"master",2020,2
"t_5366",1,"master",2016,3
"t_5367",1,"bachelor",2021,1
"t_5368",0,"master",-1,1
"t_5369",1,"phd",2017,4
"t_537",0,"phd",2020,3
"t_5370",0,"phd",2022,3
"t_5371",1,"phd",2007,3
"t_5372",1,"master",2020,2
"t_5373",1,"master",2017,2
"t_5374",1,"master",2020,3
"t_5375",0,"bachelor",2021,1
"t_5376",1,"master",2021,2
"t_5377",0,"master",2016,2
"t_5378",1,"master",2022,2
"t_5379",1,"phd",2021,3
"t_538",1,"master",2019,2
"t_5380",1,"master",2019,2
"t_5381",1,"master",2022,3
"t_5382",0,"bachelor",2021,1
"t_5383",1,"master",2021,2
"t_5384",1,"master",2021,2
"t_5385",1,"master",2011,3
"t_5386",1,"bachelor",2011,1
"t_5387",0,"phd",2018,2
"t_5388",1,"phd",2018,4
"t_5389",1,"phd",2011,1
"t_5390",0,"bachelor",2019,2
"t_5391",1,"master",2018,2
"t_5392",1,"master",2019,2
"t_5393",1,"master",2016,3
"t_5394",1,"phd",2016,4
"t_5395",0,"master",2019,2
"t_5396",0,"master",2018,1
"t_5397",1,"master",2017,2
"t_5398",0,"phd",2018,4
"t_5399",1,"master",2022,3
"t_54",1,"phd",2020,4
"t_540",1,"phd",2019,2
"t_5400",1,"master",2019,3
"t_5402",1,"master",2021,2
"t_5403",1,"bachelor",2021,1
"t_5405",1,"master",-1,3
"t_5406",0,"master",2012,2
"t_5407",1,"master",2018,2
"t_5408",1,"master",2018,3
"t_5409",0,"bachelor",2011,1
"t_541",1,"master",2017,2
"t_5410",0,"phd",2013,3
"t_5411",1,"master",2022,2
"t_5413",1,"master",2015,2
"t_5414",0,"master",2022,2
"t_5415",1,"master",2022,3
"t_5416",1,"phd",2014,3
"t_5417",1,"master",2010,1
"t_5418",0,"master",2016,2
"t_5419",0,"phd",2017,3
"t_542",1,"phd",2013,4
"t_5420",1,"phd",2022,2
"t_5421",1,"phd",2012,1
"t_5422",0,"master",2020,1
"t_5423",0,"phd",2011,4
"t_5424",0,"phd",2016,4
"t_5425",0,"master",2010,2
"t_5427",0,"master",2022,1
"t_5428",1,"bachelor",2021,2
"t_5429",1,"phd",1993,3
"t_543",1,"master",2016,2
"t_5430",0,"phd",2020,5
"t_5431",0,"bachelor",2016,1
"t_5432",1,"master",2022,3
"t_5433",1,"phd",2006,3
"t_5434",0,"bachelor",2022,1
"t_5435",1,"bachelor",-1,1
"t_5436",0,"phd",2016,3
"t_5437",1,"master",2016,2
"t_5438",1,"master",2014,2
"t_5439",0,"master",2015,2
"t_544",1,"bachelor",2021,2
"t_5440",1,"master",2015,2
"t_5441",1,"phd",2012,1
"t_5442",1,"bachelor",2018,1
"t_5443",0,"master",2018,2
"t_5444",0,"phd",2017,1
"t_5445",1,"master",2019,2
"t_5446",0,"master",2013,1
"t_5447",1,"bachelor",2017,1
"t_5448",0,"master",2016,2
"t_5449",0,"master",2013,2
"t_545",1,"master",2016,1
"t_5450",0,"master",2017,2
"t_5451",0,"master",2018,2
"t_5452",1,"master",2017,2
"t_5453",1,"master",2017,3
"t_5454",1,"master",2016,2
"t_5455",1,"master",2019,2
"t_5456",0,"phd",2017,3
"t_5457",1,"master",2021,1
"t_5458",0,"master",2013,3
"t_5459",0,"master",2018,2
"t_546",1,"master",2020,3
"t_5460",1,"master",2014,2
"t_5461",1,"bachelor",1997,1
"t_5462",0,"master",2000,1
"t_5463",0,"bachelor",2017,2
"t_5464",0,"phd",2018,4
"t_5465",0,"master",2016,2
"t_5467",0,"master",2022,2
"t_5468",0,"master",2013,1
"t_5469",0,"master",2014,3
"t_547",0,"master",2018,2
"t_5470",0,"bachelor",2017,1
"t_5471",1,"master",2022,2
"t_5472",1,"phd",1991,1
"t_5473",1,"phd",2015,4
"t_5474",1,"master",-1,1
"t_5475",0,"master",2010,3
"t_5477",0,"master",2012,2
"t_5478",0,"master",2022,2
"t_5479",0,"master",2017,3
"t_548",1,"master",2019,3
"t_5480",0,"master",2016,2
"t_5481",1,"master",2018,2
"t_5482",1,"master",2003,2
"t_5483",0,"master",2017,2
"t_5484",0,"master",2022,1
"t_5485",1,"master",2020,2
"t_5486",1,"master",2016,1
"t_5487",0,"master",2014,2
"t_5488",0,"master",2014,1
"t_5489",1,"bachelor",2015,2
"t_549",1,"master",2018,3
"t_5490",0,"master",1995,1
"t_5491",0,"master",2005,1
"t_5493",0,"bachelor",2019,1
"t_5494",0,"bachelor",2017,2
"t_5495",1,"phd",2016,4
"t_5497",1,"phd",2007,4
"t_5498",0,"bachelor",2015,2
"t_5499",1,"phd",2020,3
"t_55",1,"master",2022,2
"t_550",0,"phd",2012,4
"t_5500",1,"master",2018,2
"t_5501",0,"bachelor",2016,3
"t_5502",0,"phd",2017,4
"t_5503",0,"master",2019,3
"t_5505",0,"master",2020,2
"t_5506",1,"bachelor",2016,1
"t_5507",0,"phd",2022,2
"t_5508",0,"master",2016,2
"t_551",0,"master",-1,1
"t_5510",0,"master",2013,1
"t_5511",1,"master",2020,2
"t_5512",0,"master",2007,1
"t_5514",0,"phd",2015,4
"t_5515",0,"master",2020,2
"t_5516",0,"master",2017,1
"t_5517",0,"master",2014,1
"t_5518",1,"bachelor",2012,1
"t_5519",0,"bachelor",1984,1
"t_552",0,"phd",2015,4
"t_5520",1,"phd",2004,3
"t_5521",0,"master",2016,2
"t_5522",1,"phd",2021,4
"t_5523",1,"master",2017,2
"t_5524",0,"bachelor",2019,3
"t_5525",1,"master",2022,2
"t_5526",1,"phd",2010,4
"t_5527",0,"master",2014,1
"t_5528",0,"master",2021,2
"t_5529",1,"phd",1982,2
"t_553",0,"bachelor",2020,1
"t_5530",1,"master",2021,2
"t_5531",0,"bachelor",1997,1
"t_5532",1,"bachelor",2016,1
"t_5533",0,"phd",2016,4
"t_5534",1,"phd",2014,4
"t_5535",0,"master",2020,2
"t_5536",0,"master",2022,2
"t_5537",1,"master",2013,1
"t_5539",1,"bachelor",2011,1
"t_554",1,"master",2020,2
"t_5540",0,"bachelor",-1,1
"t_5541",0,"phd",2017,3
"t_5543",0,"master",2021,2
"t_5544",0,"bachelor",2022,1
"t_5545",1,"phd",2005,1
"t_5547",0,"bachelor",2017,1
"t_5548",0,"master",2022,1
"t_5549",0,"phd",2018,3
"t_555",1,"phd",2020,3
"t_5550",0,"master",2015,1
"t_5551",0,"phd",2020,3
"t_5552",0,"phd",2021,3
"t_5553",1,"bachelor",2018,1
"t_5554",1,"bachelor",2022,1
"t_5555",0,"bachelor",2021,1
"t_5556",1,"bachelor",2018,2
"t_5557",0,"master",2019,3
"t_5558",0,"master",2020,2
"t_5559",0,"master",1995,1
"t_556",1,"phd",2013,5
"t_5560",0,"master",2018,1
"t_5561",0,"bachelor",2019,1
"t_5562",0,"master",1995,2
"t_5563",1,"bachelor",2022,2
"t_5564",1,"master",2022,1
"t_5565",1,"phd",2016,3
"t_5566",1,"master",2013,1
"t_5567",0,"master",2018,2
"t_5568",1,"master",2008,3
"t_5569",1,"master",2009,3
"t_557",1,"phd",2015,4
"t_5570",1,"master",2011,2
"t_5571",1,"master",2016,2
"t_5572",1,"master",2014,2
"t_5573",1,"master",2020,2
"t_5574",0,"master",2021,2
"t_5575",0,"master",2015,3
"t_5576",0,"phd",2011,5
"t_5577",0,"master",1994,2
"t_5578",1,"master",2013,2
"t_5579",0,"master",2018,2
"t_558",1,"bachelor",2019,3
"t_5580",0,"master",2008,3
"t_5581",0,"master",2014,2
"t_5582",1,"phd",2021,4
"t_5584",0,"bachelor",2001,2
"t_5586",0,"phd",2014,4
"t_5587",0,"master",2019,2
"t_5588",0,"master",2019,1
"t_5590",0,"bachelor",2004,1
"t_5591",0,"phd",2015,4
"t_5592",0,"phd",2010,1
"t_5593",1,"master",2022,3
"t_5594",0,"master",2018,2
"t_5595",1,"bachelor",2022,2
"t_5596",0,"master",2020,2
"t_5597",1,"master",2001,2
"t_5598",1,"bachelor",2018,2
"t_5599",1,"phd",2012,2
"t_56",0,"bachelor",2021,1
"t_560",0,"phd",2005,2
"t_5600",0,"master",2022,2
"t_5601",1,"master",2012,2
"t_5602",1,"master",2020,1
"t_5603",0,"master",2022,2
"t_5604",0,"master",2022,3
"t_5605",0,"master",2022,1
"t_5607",1,"master",2014,2
"t_5608",1,"master",2018,2
"t_5609",0,"phd",2021,2
"t_561",0,"master",2022,1
"t_5610",0,"master",2012,3
"t_5611",0,"master",2010,2
"t_5612",0,"master",2022,2
"t_5613",0,"master",2014,2
"t_5614",1,"master",2012,2
"t_5615",0,"phd",2010,1
"t_5616",0,"phd",2021,3
"t_5617",1,"master",1997,1
"t_5618",0,"master",2012,2
"t_5619",0,"phd",2016,4
"t_562",1,"phd",2020,3
"t_5620",0,"phd",2020,4
"t_5621",1,"master",2020,3
"t_5622",1,"master",2019,2
"t_5623",0,"master",2021,2
"t_5624",0,"master",2017,2
"t_5625",1,"master",1999,1
"t_5626",0,"phd",2005,2
"t_5627",1,"master",2019,1
"t_5628",0,"phd",2021,1
"t_5629",0,"phd",2006,3
"t_563",1,"master",2014,3
"t_5630",1,"master",2015,1
"t_5631",0,"phd",2000,2
"t_5632",0,"master",2021,3
"t_5633",1,"phd",2019,4
"t_5635",1,"master",2021,3
"t_5636",1,"master",2016,2
"t_5637",1,"master",2020,2
"t_5638",0,"master",2014,2
"t_5639",1,"phd",-1,3
"t_564",1,"master",2018,2
"t_5640",0,"master",2019,3
"t_5641",0,"phd",2014,3
"t_5642",1,"bachelor",2021,1
"t_5643",0,"master",2022,2
"t_5644",1,"master",2022,1
"t_5645",0,"master",2017,2
"t_5646",1,"master",2021,2
"t_5647",1,"master",2019,2
"t_5648",1,"phd",2015,3
"t_5649",1,"master",2020,3
"t_565",1,"bachelor",2022,2
"t_5650",1,"phd",2020,3
"t_5651",0,"master",2021,2
"t_5652",0,"master",2020,1
"t_5653",1,"master",2016,3
"t_5654",1,"phd",1983,1
"t_5655",1,"phd",2010,5
"t_5656",1,"master",2019,2
"t_5657",1,"master",2016,2
"t_5658",0,"phd",2015,4
"t_5659",0,"master",2005,1
"t_566",1,"master",2019,2
"t_5660",1,"master",2020,2
"t_5661",0,"bachelor",2022,1
"t_5663",0,"master",2020,1
"t_5664",0,"master",-1,2
"t_5665",1,"master",2018,2
"t_5666",1,"master",2021,2
"t_5667",1,"master",2012,2
"t_5668",1,"master",2019,2
"t_5669",1,"phd",2010,3
"t_567",1,"master",2017,1
"t_5670",1,"phd",2019,4
"t_5671",1,"master",2021,2
"t_5672",1,"master",2021,3
"t_5673",0,"bachelor",2017,1
"t_5674",1,"master",2017,3
"t_5675",1,"master",2007,1
"t_5676",1,"master",2022,3
"t_5677",1,"master",2021,3
"t_5678",0,"phd",2012,4
"t_5679",0,"master",2021,2
"t_568",1,"phd",2014,3
"t_5680",0,"master",2015,2
"t_5681",1,"phd",2010,2
"t_5682",1,"master",2017,2
"t_5683",1,"master",2020,2
"t_5684",1,"master",2021,3
"t_5685",0,"master",2019,1
"t_5686",0,"bachelor",1990,1
"t_5687",1,"master",2018,2
"t_5688",0,"master",2018,2
"t_5689",0,"master",2008,2
"t_569",1,"master",2022,3
"t_5690",0,"master",2021,1
"t_5691",1,"master",2017,1
"t_5692",1,"phd",2022,2
"t_5693",1,"bachelor",2022,2
"t_5694",1,"master",2016,1
"t_5695",1,"master",2020,2
"t_5696",1,"master",2020,1
"t_5697",0,"phd",1997,2
"t_5698",1,"bachelor",2020,1
"t_5699",1,"master",-1,2
"t_57",1,"master",2021,3
"t_570",0,"master",2005,2
"t_5700",1,"master",2018,2
"t_5701",0,"bachelor",2019,1
"t_5702",0,"phd",2019,2
"t_5703",1,"master",2016,3
"t_5704",0,"bachelor",2019,1
"t_5705",0,"phd",2010,2
"t_5706",0,"master",2009,2
"t_5707",0,"master",2021,2
"t_5708",0,"master",-1,3
"t_5709",1,"master",2018,2
"t_571",1,"master",2014,3
"t_5710",1,"master",2019,3
"t_5711",1,"master",2021,2
"t_5712",1,"master",2021,3
"t_5713",1,"master",2018,3
"t_5714",0,"master",2014,1
"t_5715",1,"master",2020,3
"t_5716",1,"master",2020,2
"t_5717",0,"master",2021,2
"t_5718",1,"master",2021,2
"t_5719",0,"master",2020,2
"t_572",0,"master",2011,2
"t_5720",1,"master",2019,2
"t_5721",0,"master",2019,2
"t_5722",1,"phd",-1,4
"t_5723",1,"master",2020,2
"t_5724",0,"phd",2022,3
"t_5725",0,"phd",2018,3
"t_5726",1,"phd",2016,3
"t_5728",0,"phd",2014,3
"t_5729",0,"master",2016,3
"t_573",1,"master",2022,3
"t_5730",1,"master",2019,2
"t_5731",1,"master",2015,2
"t_5732",0,"phd",2010,2
"t_5733",0,"bachelor",2017,1
"t_5734",1,"master",2021,2
"t_5735",0,"master",2014,2
"t_5736",0,"master",2015,2
"t_5737",0,"phd",2016,3
"t_5738",1,"phd",2016,4
"t_574",0,"bachelor",2004,1
"t_5740",1,"master",2018,2
"t_5741",0,"phd",2007,2
"t_5742",1,"master",2022,2
"t_5743",1,"master",2022,2
"t_5744",0,"phd",2009,2
"t_5745",0,"master",2018,2
"t_5746",1,"master",2018,3
"t_5747",1,"master",2013,2
"t_5748",1,"master",2019,2
"t_5749",0,"master",2016,2
"t_575",0,"master",2021,2
"t_5750",1,"master",2020,1
"t_5751",1,"master",2013,1
"t_5752",1,"master",2022,1
"t_5753",0,"phd",2016,3
"t_5754",0,"master",2019,2
"t_5755",1,"master",2021,2
"t_5756",1,"phd",-1,3
"t_5757",0,"master",2011,1
"t_5758",1,"master",2021,2
"t_5759",1,"master",2018,2
"t_5760",1,"master",2013,3
"t_5761",1,"master",2021,2
"t_5762",1,"master",2022,2
"t_5763",0,"master",1996,1
"t_5764",1,"master",2017,1
"t_5765",0,"phd",2015,3
"t_5766",1,"master",2017,2
"t_5767",1,"master",2021,2
"t_5768",0,"phd",2016,3
"t_5769",1,"master",2008,1
"t_577",1,"phd",2016,3
"t_5770",0,"master",2013,2
"t_5771",1,"master",2022,3
"t_5772",0,"phd",2022,3
"t_5774",1,"phd",2015,3
"t_5775",0,"master",2016,2
"t_5776",0,"bachelor",2011,1
"t_5777",1,"phd",2020,2
"t_5778",0,"phd",2016,3
"t_5779",1,"master",2022,3
"t_578",0,"phd",2018,5
"t_5780",0,"phd",2012,2
"t_5781",0,"phd",2015,1
"t_5782",0,"master",2018,2
"t_5783",0,"master",2021,2
"t_5785",1,"bachelor",2018,2
"t_5786",1,"master",2020,2
"t_5787",0,"bachelor",2022,1
"t_5788",1,"phd",2021,2
"t_5789",1,"master",2017,2
"t_5790",0,"master",2018,2
"t_5791",1,"master",2017,3
"t_5792",0,"master",2021,2
"t_5793",1,"phd",2009,2
"t_5794",1,"master",2022,2
"t_5795",1,"phd",2012,4
"t_5796",0,"phd",2016,4
"t_5798",0,"phd",2019,3
"t_5799",1,"master",2019,2
"t_58",1,"master",2019,2
"t_580",0,"master",2022,1
"t_5800",1,"phd",2016,4
"t_5801",0,"master",2021,2
"t_5802",1,"master",2016,2
"t_5803",1,"master",2021,2
"t_5805",1,"master",2016,2
"t_5806",1,"master",2009,2
"t_5807",1,"master",2014,2
"t_5808",0,"master",2013,2
"t_5809",1,"bachelor",2020,1
"t_581",0,"master",2016,2
"t_5810",1,"master",2022,3
"t_5812",0,"phd",2020,4
"t_5813",1,"master",2020,3
"t_5814",0,"master",2019,1
"t_5815",1,"phd",2017,3
"t_5816",1,"master",2022,2
"t_5817",0,"phd",2018,4
"t_5818",1,"phd",2018,3
"t_5819",1,"master",2010,2
"t_582",1,"master",2022,2
"t_5821",0,"master",2014,3
"t_5822",1,"master",2019,2
"t_5823",0,"phd",2022,4
"t_5824",1,"master",2019,2
"t_5825",1,"master",2010,1
"t_5826",0,"phd",2011,2
"t_5827",1,"master",2017,2
"t_5828",1,"bachelor",2022,1
"t_5829",0,"master",2016,2
"t_583",0,"phd",2016,2
"t_5830",1,"phd",2015,2
"t_5831",0,"bachelor",2021,1
"t_5832",1,"master",2017,3
"t_5833",1,"bachelor",2020,1
"t_5834",0,"master",2014,3
"t_5835",1,"phd",1995,3
"t_5836",0,"master",2008,3
"t_5837",0,"master",2022,2
"t_5838",1,"master",2022,3
"t_5839",0,"phd",2018,5
"t_584",0,"phd",2010,4
"t_5840",1,"master",2012,2
"t_5841",0,"bachelor",2012,1
"t_5842",1,"master",2010,2
"t_5843",0,"master",2015,2
"t_5844",1,"phd",2021,2
"t_5846",1,"master",2021,2
"t_5847",1,"master",2019,2
"t_5848",1,"bachelor",2020,1
"t_5849",0,"master",2022,2
"t_585",1,"phd",2015,4
"t_5850",0,"master",2022,2
"t_5851",0,"phd",2013,3
"t_5852",1,"phd",2017,4
"t_5854",0,"master",2021,1
"t_5855",1,"master",2021,2
"t_5856",1,"phd",2021,3
"t_5858",1,"master",2019,2
"t_5859",0,"master",2017,2
"t_586",1,"master",2014,2
"t_5860",0,"master",2016,2
"t_5861",0,"master",2014,2
"t_5862",1,"master",2020,2
"t_5863",0,"master",2007,2
"t_5864",1,"phd",2019,3
"t_5865",1,"phd",2012,3
"t_5866",1,"bachelor",2016,1
"t_5867",1,"master",2020,2
"t_5868",1,"phd",2019,3
"t_5869",1,"master",2021,1
"t_587",0,"master",2021,1
"t_5870",1,"master",2017,3
"t_5871",0,"master",2018,2
"t_5873",1,"master",2017,2
"t_5874",1,"master",2021,2
"t_5875",1,"master",2022,2
"t_5876",1,"master",2010,1
"t_5877",1,"master",2022,3
"t_5878",0,"master",2018,2
"t_5879",0,"master",2020,2
"t_5880",1,"phd",2018,3
"t_5881",0,"master",2018,3
"t_5882",0,"master",2021,3
"t_5883",1,"phd",2020,4
"t_5884",1,"master",2021,3
"t_5885",1,"master",-1,2
"t_5886",0,"master",2001,1
"t_5887",1,"master",2021,2
"t_5888",1,"phd",2022,4
"t_5889",0,"bachelor",2020,1
"t_589",1,"master",2018,3
"t_5890",1,"master",2013,3
"t_5892",1,"master",2022,3
"t_5893",1,"master",2022,2
"t_5894",1,"master",2021,1
"t_5895",0,"master",2020,1
"t_5896",0,"phd",2018,3
"t_5897",1,"bachelor",2015,1
"t_5898",0,"master",2018,2
"t_5899",1,"master",2018,2
"t_59",1,"master",2022,3
"t_590",1,"master",2020,1
"t_5900",1,"master",2017,2
"t_5902",1,"master",2022,2
"t_5903",1,"master",2016,2
"t_5904",1,"master",2019,2
"t_5905",0,"master",2021,3
"t_5906",1,"master",2006,2
"t_5907",0,"master",2021,2
"t_5908",1,"master",2022,2
"t_5909",1,"master",2021,2
"t_591",1,"master",2012,1
"t_5910",1,"master",2022,2
"t_5911",1,"master",2021,3
"t_5912",1,"master",2018,2
"t_5913",1,"phd",2015,4
"t_5914",0,"master",2017,2
"t_5915",0,"master",2016,2
"t_5916",1,"master",2020,1
"t_5917",1,"master",2016,2
"t_5918",0,"master",2015,2
"t_5919",0,"phd",2014,2
"t_592",1,"bachelor",2015,2
"t_5920",1,"phd",2022,3
"t_5921",1,"master",2016,2
"t_5923",0,"master",2020,1
"t_5924",0,"master",2012,2
"t_5925",0,"phd",2007,3
"t_5926",0,"master",2013,2
"t_5927",1,"master",2016,2
"t_5928",1,"master",2021,3
"t_5929",1,"master",2019,2
"t_593",1,"phd",2022,3
"t_5930",0,"master",2018,1
"t_5931",1,"master",2016,3
"t_5932",1,"master",2003,1
"t_5933",1,"master",2019,2
"t_5934",1,"master",2017,1
"t_5935",1,"master",2021,3
"t_5936",0,"master",2017,2
"t_5937",1,"master",2015,3
"t_5938",1,"phd",2021,3
"t_5939",1,"master",2020,2
"t_594",0,"master",2014,3
"t_5940",1,"master",2022,2
"t_5941",0,"phd",2014,3
"t_5942",1,"phd",-1,3
"t_5943",0,"master",2017,3
"t_5944",1,"master",2017,3
"t_5945",1,"master",2019,2
"t_5946",1,"master",2022,2
"t_5947",1,"bachelor",2018,2
"t_5948",0,"master",2014,2
"t_5949",1,"master",2019,2
"t_595",0,"phd",2019,3
"t_5950",1,"master",2020,3
"t_5951",0,"phd",2021,3
"t_5952",0,"master",2022,2
"t_5953",1,"master",2021,2
"t_5955",1,"phd",2009,5
"t_5956",1,"master",2019,2
"t_5957",1,"master",2022,2
"t_5958",1,"master",2015,2
"t_5959",1,"master",2013,3
"t_596",1,"phd",2019,1
"t_5960",1,"phd",2015,3
"t_5961",1,"master",2021,3
"t_5962",0,"phd",2014,2
"t_5963",0,"bachelor",2021,1
"t_5964",1,"master",2012,3
"t_5965",1,"master",2020,2
"t_5966",0,"master",2018,2
"t_5967",1,"master",2019,1
"t_5968",1,"master",2022,2
"t_5969",1,"master",2018,1
