"employee_id","has_relevant_field","highest_edu","last_edu_year","degreeNumber"
"t_2169",0,"phd",2013,3
"t_217",1,"phd",2018,4
"t_2170",0,"master",2018,1
"t_2171",0,"bachelor",2018,1
"t_2172",1,"master",2016,2
"t_2173",1,"master",2022,3
"t_2174",0,"master",2018,3
"t_2175",1,"master",2015,2
"t_2176",1,"master",2020,3
"t_2177",1,"master",2008,3
"t_2178",0,"master",2016,2
"t_2179",1,"phd",2018,4
"t_218",1,"master",2016,2
"t_2180",1,"master",2021,3
"t_2181",1,"master",2022,2
"t_2182",1,"master",2010,2
"t_2183",1,"master",2014,1
"t_2184",0,"master",2022,2
"t_2185",1,"master",2017,3
"t_2186",1,"master",2018,2
"t_2187",1,"bachelor",2020,2
"t_2188",1,"master",2008,3
"t_2189",0,"phd",2022,2
"t_219",1,"master",2014,2
"t_2190",0,"master",1999,1
"t_2192",0,"phd",2016,2
"t_2193",1,"master",2017,3
"t_2194",1,"master",2020,2
"t_2196",0,"master",2008,2
"t_2197",1,"master",2022,1
"t_2198",0,"master",2021,2
"t_2199",1,"master",2020,2
"t_22",0,"master",2018,2
"t_220",1,"master",2021,2
"t_2200",1,"master",2016,2
"t_2201",0,"master",2019,2
"t_2202",0,"master",2022,1
"t_2205",1,"master",2018,3
"t_2206",1,"phd",2022,4
"t_2207",0,"master",2018,1
"t_2208",0,"master",2001,1
"t_2209",1,"bachelor",2010,1
"t_221",1,"master",2019,2
"t_2210",0,"master",2020,3
"t_2212",0,"phd",2016,2
"t_2213",0,"master",2011,3
"t_2214",1,"master",2020,2
"t_2215",1,"master",2021,3
"t_2216",0,"master",2016,1
"t_2217",0,"master",2019,2
"t_2218",0,"phd",2018,5
"t_2219",1,"phd",2021,3
"t_222",1,"master",2022,2
"t_2220",1,"master",2022,3
"t_2221",1,"master",2017,1
"t_2222",0,"master",2019,3
"t_2223",0,"master",2012,2
"t_2224",1,"phd",2017,3
"t_2225",0,"phd",2011,3
"t_2226",1,"phd",2020,4
"t_2227",1,"phd",2021,5
"t_2228",0,"master",2022,2
"t_2229",1,"bachelor",2022,3
"t_223",0,"bachelor",2022,2
"t_2231",0,"phd",2004,3
"t_2232",0,"master",2013,3
"t_2233",1,"master",2020,2
"t_2234",1,"master",2020,2
"t_2235",0,"phd",2013,3
"t_2236",0,"phd",2021,2
"t_2237",1,"master",2019,1
"t_2238",0,"master",2021,1
"t_2239",0,"phd",2010,2
"t_224",1,"master",2020,2
"t_2240",0,"phd",2016,3
"t_2242",0,"master",2017,1
"t_2243",1,"master",2020,3
"t_2244",1,"master",2022,3
"t_2245",1,"bachelor",2018,3
"t_2247",1,"master",2022,2
"t_2248",0,"master",2012,2
"t_2249",1,"master",2006,3
"t_225",1,"master",2015,3
"t_2250",0,"master",2018,1
"t_2251",1,"master",2021,2
"t_2252",1,"master",2020,1
"t_2253",0,"master",2019,2
"t_2254",0,"master",2021,2
"t_2256",1,"master",2020,3
"t_2257",1,"phd",2022,4
"t_2258",1,"master",2016,2
"t_2259",1,"phd",2005,3
"t_226",1,"phd",2006,4
"t_2260",0,"master",2022,3
"t_2261",1,"phd",2009,3
"t_2262",0,"phd",2020,5
"t_2264",0,"phd",2005,2
"t_2265",0,"phd",2019,3
"t_2266",1,"phd",2020,4
"t_2267",0,"master",2014,2
"t_2268",1,"bachelor",2021,1
"t_2269",1,"master",2020,3
"t_227",1,"master",2020,1
"t_2270",0,"master",2022,2
"t_2271",1,"master",2020,2
"t_2272",0,"phd",2018,1
"t_2273",0,"phd",2015,3
"t_2274",0,"phd",2010,5
"t_2275",0,"master",2020,3
"t_2276",0,"phd",2012,3
"t_2277",1,"master",1992,3
"t_2278",0,"bachelor",2018,2
"t_2279",1,"master",2013,2
"t_228",1,"bachelor",2020,1
"t_2280",0,"master",2022,3
"t_2281",1,"master",2019,3
"t_2282",0,"master",2018,3
"t_2283",0,"phd",-1,1
"t_2284",1,"master",2016,2
"t_2285",0,"phd",2017,4
"t_2286",1,"master",2005,1
"t_2287",0,"master",-1,1
"t_2288",1,"bachelor",2014,2
"t_2289",0,"master",2020,2
"t_229",1,"master",2020,2
"t_2290",1,"bachelor",2018,1
"t_2291",0,"master",2010,2
"t_2292",1,"master",2016,2
"t_2293",0,"master",2022,3
"t_2294",1,"phd",2018,3
"t_2295",1,"master",2022,2
"t_2296",0,"master",2021,2
"t_2297",1,"master",2010,2
"t_2298",1,"master",2012,2
"t_2299",0,"phd",2008,2
"t_23",0,"master",2021,2
"t_230",1,"phd",2021,3
"t_2300",0,"master",2011,2
"t_2301",1,"master",2014,2
"t_2302",0,"phd",2019,4
"t_2303",1,"master",2017,2
"t_2305",1,"phd",2009,2
"t_2306",0,"phd",2015,3
"t_2307",1,"phd",2021,2
"t_2308",1,"master",2020,2
"t_2309",0,"master",2015,2
"t_231",1,"master",2017,1
"t_2310",0,"master",2019,2
"t_2311",0,"master",2021,3
"t_2312",1,"master",2020,3
"t_2313",0,"master",2016,2
"t_2314",0,"master",2022,2
"t_2315",0,"phd",2020,4
"t_2316",1,"master",2021,2
"t_2317",1,"master",2002,3
"t_2318",0,"master",2015,2
"t_2319",1,"master",2018,2
"t_232",1,"master",2020,2
"t_2320",0,"master",2013,1
"t_2321",0,"master",2012,2
"t_2322",0,"phd",2021,2
"t_2323",1,"master",2018,1
"t_2324",1,"master",2020,2
"t_2325",0,"phd",2013,3
"t_2326",1,"master",2016,2
"t_2327",1,"phd",2012,2
"t_2329",1,"master",2017,2
"t_233",0,"master",2016,1
"t_2330",0,"master",-1,2
"t_2331",1,"master",2022,2
"t_2332",1,"master",2017,2
"t_2333",1,"master",2013,2
"t_2334",1,"master",2017,2
"t_2335",1,"master",2016,3
"t_2337",0,"bachelor",2016,1
"t_2338",1,"phd",2019,3
"t_2339",1,"bachelor",2019,2
"t_234",1,"master",2014,3
"t_2340",0,"phd",2020,2
"t_2341",0,"bachelor",2003,1
"t_2342",0,"phd",1996,2
"t_2343",1,"bachelor",2020,2
"t_2345",1,"master",2021,2
"t_2346",1,"master",2006,3
"t_2348",0,"bachelor",2004,2
"t_2349",0,"master",2020,2
"t_235",1,"master",2019,3
"t_2350",0,"master",2019,2
"t_2351",0,"master",2008,2
"t_2352",0,"master",2017,2
"t_2353",0,"master",2019,2
"t_2354",1,"master",2016,2
"t_2355",1,"phd",2013,3
"t_2356",1,"master",2020,1
"t_2357",0,"phd",2017,2
"t_2358",0,"phd",2017,2
"t_2359",0,"phd",2021,4
"t_236",0,"master",2019,1
"t_2360",1,"master",2020,2
"t_2361",1,"master",2017,1
"t_2362",0,"bachelor",2022,1
"t_2363",1,"master",2020,3
"t_2364",1,"phd",2018,3
"t_2365",1,"master",2020,2
"t_2366",1,"master",2022,2
"t_2367",1,"master",2020,2
"t_2368",0,"bachelor",2022,1
"t_2369",1,"master",-1,1
"t_237",1,"master",2022,2
"t_2370",0,"master",2017,2
"t_2371",0,"phd",2019,3
"t_2372",1,"master",2021,2
"t_2373",1,"master",2022,2
"t_2374",1,"bachelor",2017,1
"t_2375",0,"master",2004,1
"t_2376",0,"master",2019,1
"t_2377",0,"master",2003,2
"t_2378",1,"master",2022,2
"t_2379",1,"master",2021,2
"t_238",1,"master",2020,2
"t_2380",1,"master",2016,1
"t_2381",1,"master",2020,2
"t_2382",1,"phd",1997,2
"t_2383",1,"master",2022,2
"t_2384",0,"master",2013,3
"t_2385",1,"phd",2006,3
"t_2386",0,"master",2019,3
"t_2387",1,"master",2015,3
"t_2388",0,"master",2007,1
"t_2389",0,"master",2018,1
"t_239",1,"master",2020,3
"t_2390",0,"master",2012,3
"t_2391",1,"master",2020,2
"t_2392",0,"master",2021,3
"t_2393",0,"master",2016,2
"t_2394",0,"master",2018,2
"t_2395",1,"master",2004,2
"t_2396",0,"bachelor",2021,1
"t_2397",0,"phd",2014,3
"t_2398",1,"phd",2020,1
"t_2399",1,"bachelor",2013,2
"t_24",0,"phd",2022,3
"t_240",0,"bachelor",2022,2
"t_2400",1,"master",2019,2
"t_2402",0,"master",1995,1
"t_2403",1,"master",2020,2
"t_2404",1,"master",2018,3
"t_2405",1,"master",1999,1
"t_2406",1,"master",2020,3
"t_2407",0,"phd",2020,4
"t_2408",1,"master",2022,2
"t_2409",0,"bachelor",2022,2
"t_241",1,"master",2015,2
"t_2410",1,"bachelor",2022,2
"t_2411",1,"phd",2022,3
"t_2412",0,"master",2014,3
"t_2413",1,"master",2019,2
"t_2414",1,"master",2019,3
"t_2415",1,"master",2021,3
"t_2416",1,"phd",2020,3
"t_2417",0,"master",2019,3
"t_2418",0,"master",2019,3
"t_2419",1,"phd",2008,3
"t_242",1,"master",2020,3
"t_2420",0,"bachelor",2021,1
"t_2421",1,"phd",2017,4
"t_2422",0,"phd",2012,4
"t_2424",0,"phd",2020,5
"t_2425",0,"master",2009,2
"t_2426",0,"master",2021,3
"t_2427",0,"bachelor",2021,2
"t_2428",0,"master",2020,2
"t_2429",0,"master",2019,2
"t_243",1,"master",2022,2
"t_2431",0,"bachelor",2018,2
"t_2432",0,"master",2015,1
"t_2433",0,"master",2022,2
"t_2434",1,"master",2018,2
"t_2436",1,"phd",2010,2
"t_2437",1,"bachelor",2016,2
"t_2438",0,"master",2012,1
"t_2439",0,"bachelor",2016,1
"t_244",1,"master",2022,2
"t_2440",0,"bachelor",2021,1
"t_2441",1,"master",2018,3
"t_2442",0,"master",1997,1
"t_2443",1,"master",2019,3
"t_2445",0,"master",2005,1
"t_2446",1,"master",2004,3
"t_2447",0,"phd",2012,4
"t_2448",1,"master",2022,2
"t_2449",1,"master",-1,2
"t_245",1,"master",2014,3
"t_2450",0,"master",2010,2
"t_2451",1,"master",2009,2
"t_2452",1,"bachelor",2021,1
"t_2453",1,"phd",2019,5
"t_2454",1,"bachelor",2016,2
"t_2455",0,"phd",2021,4
"t_2456",0,"master",2008,2
"t_2457",1,"bachelor",2020,1
"t_2458",0,"master",2022,3
"t_2459",1,"phd",2021,2
"t_246",1,"phd",2017,3
"t_2460",1,"bachelor",2020,1
"t_2461",0,"master",2013,1
"t_2462",0,"master",2015,2
"t_2463",1,"phd",2015,2
"t_2464",1,"master",2016,2
"t_2465",0,"phd",2018,5
"t_2466",1,"phd",2018,3
"t_2467",1,"bachelor",2022,1
"t_2468",0,"bachelor",2021,1
"t_2469",0,"master",2019,3
"t_247",0,"master",2016,2
"t_2470",1,"master",2022,3
"t_2471",0,"master",2016,2
"t_2472",1,"master",2018,3
"t_2474",0,"master",2021,2
"t_2475",0,"master",2019,3
"t_2476",0,"master",2013,2
"t_2477",0,"master",2019,2
"t_2478",0,"master",2014,3
"t_2479",1,"bachelor",2007,2
"t_248",1,"master",2022,2
"t_2480",1,"bachelor",2019,2
"t_2481",0,"bachelor",2017,2
"t_2483",1,"master",2014,3
"t_2484",0,"bachelor",2018,3
"t_2485",1,"master",2016,3
"t_2486",0,"master",2022,2
"t_2487",0,"phd",2019,4
"t_2488",0,"master",2013,1
"t_2489",0,"master",2017,2
"t_249",1,"master",2020,2
"t_2490",1,"phd",1993,3
"t_2491",0,"bachelor",2015,1
"t_2492",1,"phd",2020,3
"t_2493",1,"master",2021,2
"t_2494",1,"master",2015,2
"t_2495",0,"master",2012,3
"t_2496",1,"bachelor",2021,2
"t_2497",0,"phd",2020,4
"t_2498",1,"phd",2014,4
"t_2499",1,"phd",2011,3
"t_25",1,"master",2021,3
"t_250",1,"master",2019,3
"t_2500",0,"phd",2018,4
"t_2501",1,"master",2022,2
"t_2502",1,"bachelor",2021,2
"t_2503",1,"master",2010,1
"t_2504",1,"master",2014,2
"t_2505",1,"phd",2016,3
"t_2506",0,"master",2021,2
"t_2507",0,"master",2015,2
"t_2508",0,"master",2018,2
"t_2509",0,"master",2013,1
"t_251",1,"master",2021,3
"t_2510",0,"bachelor",2020,1
"t_2511",1,"master",2021,2
"t_2512",0,"phd",1997,2
"t_2513",1,"bachelor",2018,2
"t_2514",1,"master",2015,3
"t_2515",1,"master",2011,3
"t_2516",1,"bachelor",2011,1
"t_2517",0,"phd",2016,3
"t_2518",0,"master",2019,2
"t_2519",1,"phd",2014,3
"t_252",1,"master",2013,2
"t_2520",0,"master",2022,2
"t_2521",0,"phd",2008,2
"t_2522",0,"master",2021,1
"t_2523",0,"master",2022,2
"t_2524",1,"master",2012,2
"t_2525",1,"phd",2019,4
"t_2526",0,"master",2018,1
"t_2527",1,"master",2016,1
"t_2528",1,"phd",2020,4
"t_2529",1,"master",2018,2
"t_253",1,"master",2019,3
"t_2530",0,"phd",2019,2
"t_2531",0,"phd",2018,2
"t_2532",0,"phd",2010,2
"t_2533",0,"phd",2020,2
"t_2534",0,"bachelor",2006,1
"t_2535",1,"master",2013,2
"t_2536",0,"phd",2012,2
"t_2537",0,"master",2022,2
"t_2538",0,"bachelor",2015,2
"t_2539",0,"master",2010,2
"t_254",1,"bachelor",2020,1
"t_2540",0,"bachelor",2013,1
"t_2541",1,"master",2020,1
"t_2543",0,"bachelor",2020,1
"t_2544",0,"master",2022,3
"t_2545",1,"master",2020,2
"t_2546",1,"master",2016,2
"t_2547",0,"bachelor",2004,3
"t_2548",1,"master",2019,3
"t_2549",0,"master",2020,3
"t_255",1,"master",2020,2
"t_2550",1,"master",2020,3
"t_2551",1,"master",2016,3
"t_2552",0,"master",2020,2
"t_2553",1,"bachelor",-1,1
"t_2555",1,"phd",2013,3
"t_2556",1,"phd",2017,5
"t_2557",1,"phd",2008,3
"t_2558",1,"bachelor",2016,2
"t_2559",0,"phd",2013,3
"t_256",1,"master",2016,2
"t_2560",1,"master",2021,1
"t_2561",0,"master",2020,3
"t_2562",0,"master",2019,3
"t_2563",0,"phd",2016,3
"t_2564",1,"master",2021,1
"t_2565",1,"phd",2019,3
"t_2566",1,"master",2018,2
"t_2567",0,"master",2019,1
"t_2568",0,"phd",-1,3
"t_2569",0,"master",2012,3
"t_257",1,"master",2021,3
"t_2571",0,"phd",2018,4
"t_2573",0,"phd",2016,2
"t_2574",1,"master",2021,3
"t_2575",1,"master",2021,3
"t_2576",0,"phd",2020,3
"t_2577",1,"phd",2022,2
"t_2578",0,"master",2019,2
"t_2579",0,"bachelor",2019,2
"t_258",1,"bachelor",2021,1
"t_2580",0,"master",2015,2
"t_2581",1,"master",2019,3
"t_2582",1,"master",2018,2
"t_2583",0,"phd",2015,3
"t_2584",1,"master",2017,2
"t_2585",0,"master",2017,1
"t_2586",1,"master",2021,2
"t_2587",0,"master",2021,1
"t_2588",1,"master",2004,2
"t_2589",1,"master",2020,1
"t_259",1,"master",2018,2
"t_2590",0,"master",2022,1
"t_2592",0,"phd",2010,3
"t_2593",0,"master",2021,3
"t_2594",1,"bachelor",2020,1
"t_2595",0,"master",2020,1
"t_2596",1,"master",2021,2
"t_2597",0,"phd",2022,3
"t_2598",1,"phd",2022,4
"t_2599",0,"master",2022,3
"t_26",1,"phd",2021,4
"t_260",1,"phd",2015,2
"t_2600",0,"master",2000,1
"t_2601",1,"master",2020,2
"t_2602",1,"master",2021,2
"t_2603",1,"master",2019,3
"t_2604",1,"master",2019,2
"t_2605",0,"master",2019,3
"t_2606",1,"master",2022,2
"t_2607",1,"bachelor",-1,1
"t_2608",1,"master",2019,3
"t_2609",1,"master",2019,2
"t_261",1,"bachelor",2022,1
"t_2610",1,"master",2019,3
"t_2611",1,"master",2019,2
"t_2612",1,"master",2020,3
"t_2613",1,"phd",2006,3
"t_2614",1,"master",2021,2
"t_2615",1,"bachelor",2006,1
"t_2616",1,"master",2006,1
"t_2617",0,"phd",2020,3
"t_2618",0,"master",2021,2
"t_2619",0,"phd",2018,1
"t_262",1,"master",2020,2
"t_2620",0,"bachelor",2021,2
"t_2621",0,"phd",2020,2
"t_2622",0,"master",2020,1
"t_2623",0,"master",2014,1
"t_2624",0,"master",2014,1
"t_2625",0,"master",2004,1
"t_2626",0,"bachelor",2012,1
"t_2627",0,"master",2008,2
"t_2628",1,"master",2021,3
"t_2629",0,"master",2020,1
"t_263",1,"master",2021,1
"t_2630",0,"master",2015,2
"t_2631",1,"bachelor",2020,1
"t_2632",0,"bachelor",2018,1
"t_2633",0,"phd",2012,3
"t_2634",1,"master",2021,3
"t_2635",0,"master",2012,2
"t_2636",1,"bachelor",2018,1
"t_2637",1,"bachelor",2021,1
"t_2638",0,"phd",2012,2
"t_2639",1,"master",2020,2
"t_264",1,"master",2021,2
"t_2640",0,"master",2022,2
"t_2641",0,"master",2013,2
"t_2642",1,"master",2020,2
"t_2643",1,"phd",2018,3
"t_2644",0,"phd",2018,3
"t_2645",0,"master",1999,3
"t_2646",1,"phd",2009,3
"t_2647",0,"master",2022,2
"t_2648",1,"master",2016,1
"t_2649",0,"master",2022,3
"t_265",1,"master",2020,2
"t_2650",0,"master",2017,2
"t_2651",1,"master",2018,2
"t_2652",0,"phd",2014,3
"t_2653",0,"master",2022,3
"t_2654",0,"master",2022,3
"t_2655",1,"master",2021,2
"t_2657",1,"phd",2013,3
"t_2658",0,"master",2018,1
"t_2659",0,"master",2022,2
"t_266",1,"master",2014,2
"t_2660",1,"master",2020,2
"t_2661",0,"master",2020,2
"t_2662",1,"phd",2020,3
"t_2664",0,"phd",2015,3
"t_2665",0,"phd",2021,4
"t_2666",1,"bachelor",2022,1
"t_2667",0,"master",2022,2
"t_2668",0,"master",2021,3
"t_267",1,"master",2021,3
"t_2670",1,"phd",2012,2
"t_2672",0,"bachelor",-1,2
"t_2673",1,"master",2020,3
"t_2674",1,"master",2020,2
"t_2675",1,"master",1995,1
"t_2676",1,"master",2022,2
"t_2677",0,"master",2015,2
"t_2679",0,"master",2016,2
"t_268",1,"phd",2022,3
"t_2680",0,"master",2022,1
"t_2681",1,"phd",2017,4
"t_2682",1,"master",2005,2
"t_2683",0,"bachelor",2022,1
"t_2684",0,"master",2022,2
"t_2685",0,"master",2005,1
"t_2686",1,"phd",2022,3
"t_2687",0,"master",2017,2
"t_2688",1,"master",2020,1
"t_2689",1,"master",2018,3
"t_269",1,"master",2016,2
"t_2690",1,"master",2021,2
"t_2691",0,"master",2018,2
"t_2692",1,"bachelor",2015,2
"t_2693",0,"master",2018,2
"t_2694",0,"master",2022,2
"t_2695",0,"bachelor",2019,1
"t_2696",1,"bachelor",2019,1
"t_2697",0,"master",2019,3
"t_2698",1,"master",2014,2
"t_2699",0,"master",2018,1
"t_27",1,"master",2017,2
"t_270",1,"master",2021,3
"t_2700",0,"master",2021,2
"t_2701",0,"bachelor",2017,1
"t_2702",1,"master",2018,2
"t_2703",1,"master",2018,2
"t_2704",0,"phd",2018,4
"t_2705",1,"bachelor",2022,3
"t_2706",1,"master",2020,2
"t_2707",1,"phd",2021,4
"t_2708",1,"bachelor",2021,1
"t_2709",1,"master",2017,1
"t_271",1,"master",2019,2
"t_2710",1,"phd",2010,3
"t_2711",0,"master",2014,2
"t_2712",0,"master",2020,2
"t_2713",0,"master",2019,2
"t_2714",1,"master",2021,2
"t_2715",0,"phd",2005,2
"t_2716",1,"phd",2020,6
"t_2717",0,"phd",2014,2
"t_2718",0,"master",2019,1
"t_2719",0,"phd",2005,2
"t_272",0,"master",2020,2
"t_2720",0,"phd",2019,5
"t_2721",0,"master",2000,1
"t_2722",0,"master",2016,2
"t_2723",1,"master",-1,3
"t_2724",0,"master",2015,3
"t_2725",1,"master",2014,2
"t_2726",0,"master",2021,1
"t_2728",0,"master",2020,2
"t_273",1,"master",2020,3
"t_2730",1,"phd",2008,4
"t_2731",1,"master",2006,1
"t_2732",0,"master",2018,2
"t_2733",0,"phd",2006,3
"t_2735",1,"phd",2005,2
"t_2736",1,"phd",2020,5
"t_2737",0,"master",2015,2
"t_2738",1,"master",2006,2
"t_2739",1,"master",2019,1
"t_274",1,"master",2019,3
"t_2740",0,"bachelor",2020,1
"t_2741",1,"master",2021,2
"t_2742",1,"phd",2014,3
"t_2743",0,"master",1982,2
"t_2744",0,"master",-1,2
"t_2745",1,"phd",2018,3
"t_2746",1,"master",2019,2
"t_2747",1,"master",2022,2
"t_2748",1,"master",2019,2
"t_2749",1,"phd",2016,3
"t_275",0,"phd",2017,3
"t_2750",0,"phd",2005,2
"t_2751",1,"bachelor",2017,2
"t_2752",1,"master",2017,2
"t_2754",0,"master",2019,2
"t_2756",0,"master",2018,2
"t_2757",1,"master",2016,2
"t_2758",1,"master",2016,1
"t_2759",0,"master",1983,1
"t_276",0,"master",1997,1
"t_2760",0,"master",2014,3
"t_2761",1,"master",2015,3
"t_2762",1,"master",-1,2
"t_2763",0,"phd",2021,2
"t_2764",1,"master",2017,2
"t_2765",1,"phd",2011,3
"t_2766",1,"phd",2008,2
"t_2767",1,"master",2022,2
"t_2768",0,"phd",2018,6
"t_2769",0,"master",2003,2
"t_277",1,"master",2021,3
"t_2770",1,"master",1998,2
"t_2771",1,"master",2020,2
"t_2772",1,"master",2019,2
"t_2773",0,"phd",2018,3
"t_2775",1,"master",1988,2
"t_2776",1,"master",1990,1
"t_2777",1,"master",2001,1
"t_2778",0,"master",2010,1
"t_2779",1,"master",2019,1
"t_278",0,"master",1995,1
"t_2780",0,"master",2009,3
"t_2781",1,"master",2014,2
"t_2783",1,"bachelor",2018,1
"t_2784",1,"phd",2011,3
"t_2785",0,"master",2010,1
"t_2786",1,"master",2019,2
"t_2787",1,"master",2019,3
"t_2788",1,"master",2017,2
"t_2789",0,"master",2022,3
"t_279",1,"master",2019,2
"t_2790",0,"master",2012,1
"t_2791",1,"master",2022,1
"t_2792",1,"master",2021,3
"t_2793",0,"master",2016,2
"t_2794",1,"master",2013,2
"t_2795",1,"master",2022,2
"t_2796",0,"master",2015,3
"t_2797",0,"master",2020,1
"t_2798",1,"phd",2015,4
"t_2799",1,"master",2013,2
"t_28",1,"phd",2017,5
"t_280",1,"master",2018,3
"t_2800",1,"phd",2019,5
"t_2801",1,"phd",2018,3
"t_2802",0,"master",2017,2
"t_2803",0,"master",2013,2
"t_2804",1,"master",2020,2
"t_2805",1,"phd",2015,3
"t_2806",1,"master",2020,2
"t_2807",1,"master",2020,2
"t_2808",1,"phd",2016,3
"t_2809",0,"master",2022,2
"t_281",1,"master",2022,2
"t_2810",1,"master",1999,1
"t_2811",1,"bachelor",2020,1
"t_2812",1,"master",2018,1
"t_2813",0,"phd",2010,1
"t_2814",1,"master",2018,2
"t_2815",1,"master",2014,2
"t_2816",0,"master",2019,2
"t_2817",0,"master",2016,2
"t_2818",1,"master",2018,1
"t_2819",1,"master",2022,3
"t_282",0,"phd",2018,3
"t_2821",1,"master",2022,2
"t_2822",1,"master",2017,2
"t_2823",1,"master",1992,2
"t_2824",1,"master",2021,3
"t_2825",1,"bachelor",2022,2
"t_2826",0,"master",2016,2
"t_2827",1,"bachelor",2021,3
"t_2828",1,"bachelor",2016,1
"t_2829",1,"master",2022,2
"t_283",1,"master",2021,2
"t_2830",1,"master",2020,2
"t_2831",1,"phd",2018,3
"t_2832",1,"master",2013,3
"t_2833",0,"phd",2014,2
"t_2834",1,"master",2021,2
"t_2835",0,"master",-1,2
"t_2836",1,"master",2013,2
"t_2837",0,"master",2022,2
"t_2838",1,"phd",2017,4
"t_2839",1,"master",2010,2
"t_284",1,"master",2020,3
"t_2840",1,"master",2022,2
"t_2841",0,"bachelor",2012,1
"t_2843",0,"bachelor",1985,1
"t_2844",1,"master",2014,2
"t_2845",1,"master",2021,2
"t_2846",1,"phd",2010,2
"t_2847",0,"phd",2019,5
"t_2848",0,"phd",2016,3
"t_2849",0,"master",2018,1
"t_285",1,"phd",2010,3
"t_2850",0,"phd",2016,3
"t_2851",0,"master",2013,2
"t_2853",1,"master",2020,2
"t_2854",1,"master",2018,3
"t_2855",0,"master",2019,2
"t_2856",1,"phd",2021,2
"t_2857",0,"bachelor",2022,2
"t_2858",1,"bachelor",2022,1
"t_2859",1,"master",2015,2
"t_286",0,"phd",2017,1
"t_2860",1,"master",2000,2
"t_2861",0,"master",2020,2
"t_2862",1,"master",2007,2
"t_2863",0,"master",2018,2
"t_2864",0,"bachelor",2018,1
"t_2865",0,"master",2014,2
"t_2866",0,"master",2018,2
"t_2867",1,"master",2021,2
"t_2868",1,"phd",2008,4
"t_2869",0,"master",2015,2
"t_287",0,"master",2017,2
"t_2870",1,"master",2020,3
"t_2871",0,"bachelor",2021,1
"t_2872",1,"bachelor",-1,1
"t_2873",0,"master",2015,2
"t_2874",0,"phd",2014,4
"t_2875",0,"bachelor",2022,1
"t_2876",0,"phd",2016,6
"t_2877",1,"master",1990,2
"t_2878",0,"master",2022,3
"t_288",1,"master",2007,1
"t_2880",1,"bachelor",2022,3
"t_2881",1,"master",2018,2
"t_2882",0,"bachelor",2016,1
"t_2883",1,"phd",2020,5
"t_2884",1,"phd",2018,2
"t_2885",0,"master",2015,2
"t_2886",1,"phd",2005,3
"t_2887",0,"master",2013,2
"t_2888",1,"master",2021,2
"t_289",1,"master",2021,2
"t_2890",1,"master",2014,3
"t_2891",0,"master",2011,1
"t_2892",0,"master",2017,2
"t_2893",1,"master",2016,3
"t_2894",1,"bachelor",-1,1
"t_2895",1,"phd",2021,3
"t_2896",1,"master",2018,2
"t_2897",0,"phd",2016,3
"t_2898",0,"master",2011,2
"t_2899",0,"master",2018,3
"t_29",1,"phd",2018,2
"t_290",0,"phd",2020,4
"t_2900",1,"bachelor",2019,2
"t_2901",1,"phd",2020,5
"t_2902",0,"bachelor",2019,1
"t_2903",0,"master",2011,1
"t_2904",1,"master",2022,1
"t_2905",1,"phd",1992,3
"t_2906",1,"phd",2004,3
"t_2907",0,"master",2017,2
"t_2908",1,"master",2020,2
"t_2909",0,"phd",2017,4
"t_291",1,"master",2018,3
"t_2910",1,"master",2020,3
"t_2911",1,"bachelor",2021,1
"t_2913",1,"master",2022,3
"t_2914",0,"phd",2013,2
"t_2915",0,"bachelor",2022,1
"t_2916",0,"master",2018,2
"t_2917",1,"bachelor",2014,2
"t_2918",0,"master",2022,3
"t_2919",1,"master",2017,2
"t_292",1,"master",2014,2
"t_2920",0,"bachelor",2022,2
"t_2921",0,"master",2020,2
"t_2922",0,"master",2022,2
"t_2923",1,"master",2018,2
"t_2924",0,"phd",2020,3
"t_2925",0,"master",2006,2
"t_2926",0,"master",2017,1
"t_2927",1,"phd",2021,4
"t_2928",0,"master",2019,1
"t_2929",1,"phd",2020,3
"t_293",0,"master",2021,2
"t_2930",1,"phd",2003,2
"t_2931",1,"phd",2016,4
"t_2932",0,"master",2019,2
"t_2933",0,"master",2014,2
"t_2934",0,"phd",2022,3
"t_2936",1,"bachelor",2020,2
"t_2937",0,"master",2022,3
"t_2938",1,"master",2017,3
"t_2939",1,"master",-1,1
"t_294",0,"master",1987,1
"t_2940",0,"master",2014,2
"t_2941",1,"master",2019,2
"t_2943",0,"master",2020,2
"t_2944",1,"phd",2018,3
"t_2945",0,"master",2013,1
"t_2946",0,"master",2012,3
"t_2947",0,"master",2015,2
"t_2948",0,"phd",2005,1
"t_2949",1,"bachelor",2020,3
"t_295",1,"master",2022,2
"t_2950",1,"master",2001,2
"t_2951",0,"phd",-1,5
"t_2952",0,"master",2022,2
"t_2953",0,"master",2021,2
"t_2954",1,"phd",2017,4
"t_2955",0,"master",2011,2
"t_2956",0,"master",2018,2
"t_2957",1,"master",2022,1
"t_2958",1,"master",-1,3
"t_2959",0,"phd",2001,3
"t_296",1,"phd",2020,3
"t_2960",1,"phd",2017,4
"t_2961",1,"phd",2018,2
"t_2962",1,"master",2015,2
"t_2963",1,"phd",2009,3
"t_2964",0,"phd",2004,1
"t_2965",1,"master",2020,2
"t_2966",1,"master",2019,3
"t_2967",0,"master",2022,2
"t_2969",1,"bachelor",2020,1
"t_297",1,"master",2006,3
"t_2970",1,"master",2019,2
"t_2971",0,"phd",-1,2
"t_2972",1,"master",2017,2
"t_2973",0,"bachelor",2017,1
