,company
4451,2200820
4452,166740
4453,6901
4454,166740
4455,200346
4456,9385243
4457,16903
4458,36782
4459,641117
4460,10464253
4461,3149
4462,522308
4463,28179760
4464,264020
4465,264020
4466,166740
4467,166529
4468,14200
4469,2637508
4470,76486839
4471,7939905
4472,611672
4473,166740
4474,9363355
4475,11935
4476,8095
4477,397468
4478,397468
4479,19950
4480,6417704
4481,12427
4482,17906018
4483,166761
4484,3220521
4485,18513523
4486,9015575
4487,5945299
4488,13584
4489,22688
4490,19457887
4491,1964935
4492,166740
4493,63753
4494,46332
4495,202872
4496,10013748
4497,10288730
4498,8586
4499,8586
4500,166740
4501,205758
4502,75756699
4503,65217784
4504,18095778
4505,11193683
4506,2952572
4507,4815
4508,15516
4509,499703
4510,9385243
4511,9385243
4512,3030694
4513,43757
4514,374065
4515,18823914
4516,11880
4517,3486
4518,166740
4519,166740
4520,14802787
4521,1958809
4522,351770
4523,351770
4524,18004425
4525,13923
4526,10586981
4527,18823914
4528,22688
4529,22688
4530,1499113
4531,299081
4532,28615613
4533,1474709
4534,5078634
4535,27658
4536,5382086
4537,42490
4538,2553408
4539,554349
4540,234458
4541,234458
4542,1008104
4543,133083
4544,18196973
4545,1045164
4546,1045164
4547,11741402
4548,11741402
4549,639264
4550,27013819
4551,166740
4552,21302
4553,14407059
4554,166740
4555,166740
4556,130532
4557,3237134
4558,3237134
4559,3237134
4560,2684737
4561,981457
4562,18739
4563,18114859
4564,14202
4565,1162260
4566,17044
4567,17044
4568,166740
4569,77542963
4570,213992
4571,23354
4572,165574
4573,22952
4574,10436583
4575,10436583
4576,6901
4577,6901
4578,166740
4579,5296442
4580,5296442
4581,5296442
4582,2213238
4583,293828
4584,11469826
4585,22404
4586,63592
4587,8586
4588,9498338
4589,1357469
4590,9790
4591,2340783
4592,675376
4593,2196524
4594,9363355
4595,71538011
4596,1045164
4597,1045164
4598,10932
4599,11493060
4600,5197550
4601,817693
4602,1474709
4603,53296
4604,48463
4605,17999639
4606,215142
4607,38412
4608,19919758
4609,113711
4610,166529
4611,11537059
4612,13342181
4613,1092452
4614,1092452
4615,222035
4616,68322271
4617,2408664
4618,38165498
4619,15142661
4620,229287
4621,229287
4622,229287
4623,229287
4624,229287
4625,3048220
4626,402687
4627,162797
4628,349970
4629,349970
4630,17906018
4631,436351
4632,6382995
4633,6382995
4634,760610
4635,938181
4636,2563298
4637,9154204
4638,166740
4639,166740
4640,108571
4641,108571
4642,108571
4643,166529
4644,28105
4645,114191
4646,28105
4647,328103
4648,19336
4649,166529
4650,8033866
4651,45868
4652,166740
4653,9359057
4654,9359057
4655,9359057
4656,565177
4657,11399980
4658,28978742
4659,68776384
4660,10372270
4661,21302
4662,2876448
4663,10886807
4664,9385243
4665,3030694
4666,205867
4667,19013
4668,6451760
4669,6451760
4670,6451760
4671,1314652
4672,166529
4673,750547
4674,18526157
4675,10372270
4676,10372270
4677,209268
4678,439511
4679,636200
4680,17914952
4681,10496291
4682,10496291
4683,13674964
4684,69716947
4685,5589025
4686,5589025
4687,3149790
4688,15093447
4689,43353
4690,9318347
4691,9318347
4692,9318347
4693,2312583
4694,2312583
4695,2312583
4696,2312583
4697,243693
4698,96020
4699,596185
4700,11182935
4701,6865
4702,6865
4703,64251
4704,37068170
4705,37068170
4706,5242358
4707,17968664
4708,8590353
4709,13016
4710,11794476
4711,11794476
4712,13024544
4713,9142629
4714,7507047
4715,11168218
4716,18698136
4717,3653845
4718,240569
4719,3653845
4720,3653845
4721,3653845
4722,3653845
4723,163473
4724,11707377
4725,1594050
4726,3725991
4727,10407733
4728,7507047
4729,166283
4730,166283
4731,10407733
4732,166164
4733,596185
4734,596185
4735,31266841
4736,31266841
4737,2680095
4738,3851425
4739,18635996
4740,7550820
4741,2286027
4742,2286027
4743,2286027
4744,2286027
4745,293964
4746,240569
4747,12448959
4748,15091826
4749,211206
4750,596185
4751,9829
4752,4836263
4753,15463
4754,11842346
4755,596185
4756,214462
4757,596185
4758,615994
4759,18326534
4760,2574959
4761,5046700
4762,5046700
4763,600272
4764,18663133
4765,4923
4766,2821100
4767,63846
4768,2036542
4769,2036542
4770,596185
4771,596185
4772,162499
4773,10198954
4774,4983058
4775,4983058
4776,596185
4777,596185
4778,10023541
4779,10023541
4780,2620735
4781,2620735
4782,3845358
4783,5008708
4784,864640
4785,5337149
4786,5337149
4787,37068170
4788,10044138
4789,45188
4790,18447236
4791,18447236
4792,784507
4793,13299
4794,596185
4795,2073870
4796,596185
4797,5013627
4798,35654365
4799,35654365
4800,11570029
4801,14294
4802,2457620
4803,27222819
4804,27222819
4805,27222819
4806,17120
4807,596185
4808,596185
4809,596185
4810,2486880
4811,2633739
4812,18509538
4813,18509538
4814,596185
4815,33506
4816,12577073
4817,3346331
4818,6647260
4819,43175377
4820,796126
4821,12771
4822,18088675
4823,2835002
4824,6865
4825,11873089
4826,738617
4827,738617
4828,41306912
4829,41306912
4830,41306912
4831,2654788
4832,17169
4833,7582344
4834,596185
4835,2221681
4836,71261
4837,15776
4838,15776
4839,2883077
4840,27174449
4841,14059168
4842,11504814
4843,101401
4844,101401
4845,37068170
4846,479690
4847,3954
4848,17966213
4849,51723809
4850,166283
4851,5626876
4852,1418841
4853,1418841
4854,458015
4855,24994
4856,7244
4857,289891
4858,9357249
4859,9357249
4860,9357249
4861,10162610
4862,10020933
4863,268456
4864,9357249
4865,596185
4866,10508119
4867,955604
4868,596185
4869,96622
4870,35747
4871,35747
4872,5395621
4873,3297892
4874,74089555
4875,596185
4876,49107960
4877,18016269
4878,49107960
4879,49107960
4880,596185
4881,1561316
4882,25165726
4883,11762081
4884,5376560
4885,10106702
4886,5257651
4887,10454699
4888,14803350
4889,15092578
4890,13038229
4891,258692
4892,596185
4893,596185
4894,61937
4895,15092578
4896,20489638
4897,163473
4898,596185
4899,596185
4900,15100911
4901,71719093
4902,71719093
4903,18254738
4904,4827017
4905,27101727
4906,1194036
4907,1194036
4908,1194036
4909,1194036
4910,596185
4911,6603
4912,596185
4913,86883821
4914,5374485
4915,2187618
4916,439511
4917,2957562
4918,14165
4919,7485220
4920,5257651
4921,10865639
4922,5042814
4923,10911306
4924,10911306
4925,3140123
4926,3140123
4927,3140123
4928,5242358
4929,2228860
4930,4160
4931,402048
4932,596185
4933,596185
4934,91573069
4935,596185
4936,596185
4937,4923
4938,4923
4939,5013627
4940,1713456
4941,12738708
4942,12738708
4943,54182
4944,5300212
4945,596185
4946,24983600
4947,9297507
4948,840709
4949,596185
4950,36194208
4951,163473
4952,1763186
4953,293964
4954,6506130
4955,5042814
4956,166283
4957,1494
4958,579716
4959,3852162
4960,3852162
4961,93119
4962,655310
4963,596185
4964,431282
4965,431282
4966,596185
4967,3117
4968,596185
4969,93407
4970,376625
4971,100799
4972,124523
4973,215128
4974,166529
4975,276104
4976,276104
4977,3052321
4978,9357249
4979,37068170
4980,37068170
4981,594111
4982,750445
4983,72886345
4984,72886345
4985,682987
4986,682987
4987,682987
4988,682987
4989,10552918
4990,28423178
4991,240569
4992,18143038
4993,166283
4994,15248508
4995,166283
4996,1025177
4997,13053190
4998,13053190
4999,240569
5000,11707157
5001,3374032
5002,6359284
5003,6359284
5004,6359284
5005,4827017
5006,50274
5007,51023
5008,27154866
5009,2804781
5010,83010
5011,83010
5012,9359057
5013,920043
5014,920043
5015,10911306
5016,10911306
5017,2244935
5018,64543299
5019,14064608
5020,10106702
5021,3845358
5022,3622912
5023,12199525
5024,1410019
5025,8600132
5026,114191
5027,10383433
5028,3258518
5029,3795851
5030,3795851
5031,166283
5032,2286027
5033,2286027
5034,2286027
5035,2286027
5036,71509
5037,71509
5038,27174449
5039,5015490
5040,3766239
5041,3766239
5042,154551
5043,596185
5044,20344029
5045,51772436
5046,596185
5047,5242358
5048,5242358
5049,11503106
5050,5257651
5051,4983058
5052,9357249
5053,66240759
5054,27174449
5055,41629
5056,68834416
5057,41629
5058,41629
5059,1131043
5060,651712
5061,4868441
5062,69075
5063,596185
5064,72886345
5065,72886345
5066,404429
5067,3297032
5068,400528
5069,18045548
5070,18045548
5071,18045548
5072,18045548
5073,1194036
5074,1194036
5075,1194036
5076,12977817
5077,433175
5078,596185
5079,166283
5080,18413810
5081,5209291
5082,11409753
5083,400528
5084,400528
5085,5738
5086,820258
5087,596185
5088,27133976
5089,18509538
5090,15252815
5091,2552442
5092,7317106
5093,27174449
5094,167445
5095,3147
5096,3149790
5097,594111
5098,36786073
5099,36786073
5100,36786073
5101,1463513
5102,596185
5103,163562
5104,166283
5105,14739
5106,166283
5107,27174449
5108,18080292
5109,3654240
5110,19059899
5111,1194036
5112,1194036
5113,1194036
5114,1194036
5115,2470839
5116,19143575
5117,30083643
5118,3540
5119,17120
5120,596185
5121,596185
5122,596185
5123,13488
5124,8738045
5125,8738045
5126,8738045
5127,8738045
5128,2896832
5129,17044
5130,5104740
5131,700188
5132,9369016
5133,4923
5134,9462082
5135,11369083
5136,11369083
5137,420808
5138,101401
5139,101401
5140,1349
5141,20480535
5142,20480535
5143,529122
5144,596185
5145,596185
5146,1725554
5147,5907569
5148,18088675
5149,37068170
5150,10044138
5151,45188
5152,596185
5153,941397
5154,28647537
5155,6653389
5156,28193
5157,28193
5158,28193
5159,166283
5160,596185
5161,596185
5162,240569
5163,596185
5164,24771139
5165,24771139
5166,770320
5167,78710987
5168,596185
5169,41411210
5170,2633739
5171,167012
5172,4827017
5173,40808217
5174,66719
5175,66719
5176,17120
5177,17120
5178,17120
5179,17120
5180,15210950
5181,5297589
5182,2004
5183,163279
5184,5677
5185,596185
5186,795123
5187,69716947
5188,5589025
5189,5589025
5190,18114542
5191,9540426
5192,594111
5193,596185
5194,27174449
5195,11059328
5196,27020835
5197,1289265
5198,596185
5199,4994
5200,37154443
5201,4835523
5202,18264661
5203,17982385
5204,166870
5205,355664
5206,418095
5207,418095
5208,2754986
5209,9445285
5210,1401510
5211,84108547
5212,967396
5213,967396
5214,10586981
5215,10586981
5216,56463646
5217,1871401
5218,51994
5219,51994
5220,51994
5221,2134040
5222,2561541
5223,2498391
5224,11308
5225,165116
5226,3200474
5227,18177970
5228,3030694
5229,164700
5230,9483183
5231,9483183
5232,9483183
5233,2336
5234,10037458
5235,9790
5236,67719194
5237,67719194
5238,67719194
5239,165743
5240,165743
5241,3624032
5242,5334859
5243,4160
5244,18125769
5245,2919540
5246,2919540
5247,166529
5248,2919540
5249,2919540
5250,2919540
5251,2919540
5252,3027
5253,3027
5254,49075
5255,76551398
5256,18140111
5257,3039001
5258,166859
5259,2408664
5260,239150
5261,239150
5262,7513
5263,10417288
5264,67121459
5265,20338442
5266,11373576
5267,6901
5268,6901
5269,1479622
5270,2710591
5271,8289
5272,8289
5273,60955646
5274,453535
5275,589283
5276,215142
5277,913449
5278,163211
5279,262695
5280,10280968
5281,769706
5282,769706
5283,39914
5284,39914
5285,96622
5286,55267
5287,23585
5288,2710591
5289,495271
5290,164738
5291,1020686
5292,10478705
5293,42385
5294,11935
5295,5367429
5296,23585
5297,20106
5298,18118192
5299,2040873
5300,329006
5301,2220078
5302,10037458
5303,10037458
5304,53969
5305,10112186
5306,9705039
5307,25083101
5308,903758
5309,67255216
5310,10436583
5311,403671
5312,17914958
5313,23324
5314,28864992
5315,66634724
5316,10357467
5317,12627432
5318,2143278
5319,52077
5320,40790507
5321,28122
5322,204914
5323,10356369
5324,20106
5325,40712
5326,498046
5327,14407059
5328,3027
5329,11375802
5330,13450195
5331,10191458
5332,10436583
5333,3652908
5334,45140
5335,28462
5336,1710460
5337,5374485
5338,541796
5339,1067786
5340,1299363
5341,10999325
5342,10999325
5343,215142
5344,3027
5345,28417651
5346,2239540
5347,242620
5348,242620
5349,5382
5350,166859
5351,5044
5352,29299690
5353,16903
5354,18196973
5355,18196973
5356,3007
5357,27221633
5358,10191458
5359,13488
5360,213992
5361,1099732
5362,10690
5363,17914958
5364,8267764
5365,20338442
5366,411784
5367,101305
5368,101305
5369,4201
5370,2919540
5371,28534466
5372,1446874
5373,1314652
5374,21302
5375,7823684
5376,5245470
5377,2919540
5378,117394
5379,10436583
5380,10436583
5381,10436583
5382,2919540
5383,258890
5384,2234640
5385,14042239
5386,16250737
5387,21166
5388,8586
5389,45140
5390,10436583
5391,13981593
5392,81558
5393,227351
5394,227351
5395,215142
5396,9486736
5397,165852
5398,17996900
5399,23585
5400,18481618
5401,456459
5402,2763819
5403,100637
5404,502470
5405,5009
5406,207470
5407,2372346
5408,215142
5409,2248680
5410,164700
5411,9363355
5412,11308
5413,2503845
5414,3027
5415,3027
5416,18815132
5417,164700
5418,164700
5419,28417651
5420,64268227
5421,322423
5422,15240122
5423,15240122
5424,15240122
5425,97161
5426,97161
5427,340452
5428,208727
5429,1296531
5430,2333330
5431,4043
5432,4043
5433,11409753
5434,18122552
5435,5115125
5436,11167813
5437,64869573
5438,64869573
5439,64869573
5440,5076002
5441,10191458
5442,3027
5443,3027
5444,15239494
5445,5044
5446,3291689
5447,288152
5448,27314
5449,18071119
5450,207470
5451,10175143
5452,10175143
5453,1569596
5454,6609672
5455,6609672
5456,1569596
5457,17941928
5458,166766
5459,36761
5460,221726
5461,10279009
5462,114191
5463,769679
5464,983487
5465,15114231
5466,28417651
5467,407741
5468,11053496
5469,4827017
5470,596185
5471,1413434
5472,18196973
5473,18054516
5474,18054516
5475,18054516
5476,8986
5477,8986
5478,1870253
5479,29014416
5480,242368
5481,11533591
5482,623919
5483,2688962
5484,45868
5485,45868
5486,10191458
5487,10191458
5488,5524
5489,166698
5490,18665404
5491,2848456
5492,72661102
5493,76161035
5494,77485228
5495,28615613
5496,208727
5497,208727
5498,208727
5499,208727
5500,17996900
5501,769679
5502,1167363
5503,1641807
5504,2963806
5505,451120
5506,35922
5507,6901
5508,2919540
5509,18481618
5510,78412350
5511,1710460
5512,25137369
5513,1987766
5514,274185
5515,44341449
5516,22952
5517,10152049
5518,215142
5519,29014416
5520,3027
5521,46332
5522,1705869
5523,5738
5524,18243154
5525,20338442
5526,18258136
5527,3319435
5528,32540252
5529,243693
5530,243693
5531,50100
5532,7167466
5533,14042239
5534,43175377
5535,7606183
5536,967396
5537,967396
5538,2919540
5539,2919540
5540,2919540
5541,2414012
5542,2414012
5543,70588
5544,70588
5545,2919540
5546,13360353
5547,13360353
5548,3027
5549,5334859
5550,18933937
5551,1390295
5552,1390295
5553,2427738
5554,3027
5555,4030
5556,85516
5557,34300
5558,23585
5559,70973496
5560,32271
5561,18805999
5562,20106
5563,589283
5564,589283
5565,589283
5566,1194036
5567,1194036
5568,29870
5569,2919540
5570,11444339
5571,3716484
5572,10038123
5573,18273703
5574,18273703
5575,1127847
5576,6141997
5577,20338442
5578,10417288
5579,230955
5580,5365772
5581,436351
5582,215142
5583,164700
5584,164700
5585,1871401
5586,1871401
5587,3030694
5588,244581
5589,36076
5590,29026140
5591,2682149
5592,10828936
5593,2498391
5594,3022881
5595,3022881
5596,3022881
5597,72240
5598,13981593
5599,13981593
5600,3027
5601,3027
5602,5111062
5603,3073371
5604,5293007
5605,355664
5606,29024531
5607,27314
5608,25317
5609,25317
5610,8148
5611,35526164
5612,10417288
5613,785072
5614,370150
5615,206511
5616,2073870
5617,18196973
5618,20338442
5619,1940236
5620,18026274
5621,16797
5622,2527455
5623,2527455
5624,92892823
5625,2919540
5626,18075581
5627,464241
5628,2919540
5629,18075581
5630,18075581
5631,18075581
5632,2270996
5633,4849350
5634,28534466
5635,351308
5636,202872
5637,18481618
5638,302068
5639,9246
5640,9246
5641,268425
5642,12213
5643,20338442
5644,18131073
5645,18933937
5646,166637
5647,147120
5648,4728
5649,1078467
5650,64268227
5651,18481618
5652,75756699
5653,36076
5654,5001597
5655,75756699
5656,29026140
5657,2682149
5658,10828936
5659,2498391
5660,5374485
5661,2783482
5662,10561941
5663,493461
5664,14702
5665,1503
5666,21237
5667,7601234
5668,796126
5669,1949701
5670,3522
5671,512945
5672,18739
5673,40326
5674,40326
5675,18624736
5676,429212
5677,11373576
5678,17996900
5679,29026140
5680,29026140
5681,1834353
5682,2919540
5683,2919540
5684,21302
5685,2919540
5686,163348
5687,163348
5688,14643
5689,11855237
5690,516340
5691,14975
5692,5374485
5693,306678
5694,6376
5695,4843525
5696,51969598
5697,10226527
5698,10191458
5699,22161
5700,15141415
5701,166529
5702,2536505
5703,3799691
5704,9363355
5705,5070632
5706,20326778
5707,20326778
5708,36762
5709,18481618
5710,583343
5711,583343
5712,207470
5713,2372346
5714,1594050
5715,14975
5716,18155498
5717,24024765
5718,15240122
5719,15240122
5720,15240122
5721,97161
5722,97161
5723,267712
5724,3201557
5725,3297892
5726,79156
5727,104533
5728,2611869
5729,222344
5730,222344
5731,11855237
5732,3044897
5733,3027
5734,3027
5735,2919540
5736,6615751
5737,3027
5738,18806867
5739,2647099
5740,69716947
5741,414478
5742,2914164
5743,2515651
5744,2515651
5745,9490530
5746,4160
5747,207470
5748,18075581
5749,18075581
5750,967396
5751,10191458
5752,10191458
5753,9408181
5754,162590
5755,1594050
5756,2559165
5757,5106
5758,3540
5759,30078135
5760,166870
5761,5000036
5762,205917
5763,157313
5764,15212970
5765,13028635
5766,10453129
5767,24024765
5768,10262617
5769,887896
5770,10358783
5771,2584324
5772,2584324
5773,234543
5774,234543
5775,10191458
5776,18200789
5777,37043
5778,18200789
5779,799013
5780,9178211
5781,12415
5782,71111977
5783,99254
5784,251726
5785,27314
5786,14033848
5787,14033848
5788,2240
5789,3027
5790,3027
5791,17966213
5792,2451
5793,2920036
5794,20338442
5795,1940236
5796,13028635
5797,13028635
5798,27986963
5799,3030694
5800,3030694
5801,5272565
5802,14205
5803,14205
5804,109600
5805,17981854
5806,2633739
5807,2919540
5808,2919540
5809,2919540
5810,1123117
5811,369001
5812,2920036
5813,18018677
5814,9445285
5815,769679
5816,67546114
5817,9450387
5818,3030694
5819,16903
5820,13362
5821,18481618
5822,39969
5823,82180004
5824,28462
5825,3027
5826,29287596
5827,28700002
5828,82235
5829,13066204
5830,3027
5831,2919540
5832,9408181
5833,3297892
5834,10191458
5835,10191458
5836,28159805
5837,4291276
5838,494462
5839,10356369
5840,89723153
5841,2084325
5842,14205
5843,86670
5844,18862394
5845,40662386
5846,8387277
5847,3027
5848,37068170
5849,37068170
5850,10475608
5851,166283
5852,5742
5853,22952
5854,35480664
5855,164986
5856,28534466
5857,10214909
5858,6451760
5859,30691792
5860,14042239
5861,100983
5862,8825112
5863,4794
5864,592578
5865,1196166
5866,28654309
5867,3240052
5868,3240052
5869,1499113
5870,67173
5871,51724
5872,10503
5873,2201377
5874,2201377
5875,748731
5876,36989216
5877,18273703
5878,28534466
5879,27347
5880,441548
5881,730179
5882,12629981
5883,67476599
5884,35929231
5885,35929231
5886,340452
5887,207470
5888,20338442
5889,20338442
5890,20338442
5891,20338442
5892,207470
5893,20338442
5894,213992
5895,15076523
5896,10372974
5897,17883253
5898,2919540
5899,115792
5900,80757518
5901,23585
5902,23585
5903,1678390
5904,233308
5905,1315729
5906,49610
5907,165774
5908,165774
5909,4751
5910,165774
5911,3222399
5912,166870
5913,21594
5914,3027
5915,1940236
5916,1940236
5917,10356369
5918,164363
5919,18092469
5920,25994
5921,89723153
5922,9361631
5923,611059
5924,79523976
5925,1203520
5926,9336598
5927,9336598
5928,9336598
5929,3027
5930,7320915
5931,18007736
5932,18007736
5933,88402381
5934,7320915
5935,93116
5936,2637508
5937,71623953
5938,71623953
5939,12982775
5940,9247832
5941,20338442
5942,5106
5943,3603608
5944,17972626
5945,17972626
5946,340452
5947,208727
5948,3524791
5949,3049699
5950,12982374
5951,14702
5952,38578
5953,164505
5954,473341
5955,10248774
5956,11023744
5957,1705237
5958,3027
5959,10262617
5960,10262617
5961,28616318
5962,404429
5963,1475521
5964,210447
5965,210447
5966,210447
5967,7283
5968,79516872
5969,25096198
5970,68132361
5971,5334859
5972,3147
5973,14840190
5974,3250236
5975,29287596
5976,28700002
5977,82235
5978,53780
5979,53780
5980,53780
5981,24205
5982,4160
5983,3289923
5984,18243154
5985,18273703
5986,164462
5987,502470
5988,2919540
5989,2498391
5990,165116
5991,9253041
5992,29400374
5993,4568
5994,4568
5995,5907569
5996,5907569
5997,5907569
5998,22952
5999,5015134
6000,167557
6001,27378
6002,568047
6003,3030694
6004,2229392
6005,2229392
6006,2229392
6007,2229392
6008,6376
6009,80943071
6010,28165218
6011,3027
6012,3027
6013,3027
6014,13188832
6015,1594050
6016,583343
6017,17952272
6018,17952272
6019,2340783
6020,18481618
6021,56546
6022,18706976
6023,2919540
6024,2919540
6025,12731
6026,2914164
6027,2849579
6028,8586
6029,1245394
6030,2498391
6031,5046700
6032,3297892
6033,10191458
6034,27378
6035,27378
6036,671362
6037,14033848
6038,15961
6039,11308
6040,36536
6041,2848456
6042,10262617
6043,583343
6044,211564
6045,2919540
6046,2919540
6047,494629
6048,494629
6049,20541
6050,2220078
6051,10106955
6052,166639
6053,8082
6054,8082
6055,8082
6056,1940236
6057,467907
6058,215142
6059,5280848
6060,5280848
6061,8148
6062,2449847
6063,2449847
6064,10417288
6065,18363575
6066,4160
6067,10586981
6068,2498391
6069,1094364
6070,9178211
6071,207470
6072,207470
6073,16797
6074,10854260
6075,13134
6076,6862492
6077,10380823
6078,207470
6079,207470
6080,3319435
6081,10226527
6082,2919540
6083,55375
6084,3030694
6085,17933144
6086,17933144
6087,5738
6088,11193683
6089,25033
6090,165426
6091,162590
6092,1311906
6093,6449187
6094,2919540
6095,1104977
6096,560127
6097,18243154
6098,18243154
6099,18481618
6100,15093461
6101,52363
6102,36076
6103,440500
6104,2132520
6105,9363355
6106,5738
6107,2919540
6108,2919540
6109,27956
6110,945869
6111,11055314
6112,11055314
6113,11055314
6114,149987
6115,6615751
6116,18481618
6117,568047
6118,568047
6119,10766466
6120,18054516
6121,18054516
6122,18054516
6123,8986
6124,8986
6125,27314
6126,2449847
6127,2919540
6128,2919540
6129,2919540
6130,2919540
6131,743470
6132,99254
6133,2318476
6134,1594050
6135,71623953
6136,2498391
6137,18273703
6138,1135196
6139,15463
6140,9665
6141,626751
6142,3273282
6143,202872
6144,215142
6145,215142
6146,10598396
6147,166766
6148,226245
6149,5084329
6150,5084329
6151,1192098
6152,118131
6153,466481
6154,6442522
6155,9363355
6156,17941928
6157,23585
6158,521052
6159,521052
6160,403671
6161,418095
6162,418095
6163,1036196
6164,24994
6165,2498391
6166,28463505
6167,46117
6168,11257500
6169,3311067
6170,157295
6171,245052
6172,245052
6173,245052
6174,7594562
6175,2633739
6176,821029
6177,8023892
6178,28394141
6179,14407059
6180,1137204
6181,15080091
6182,166529
6183,166859
6184,10545512
6185,18933937
6186,164700
6187,21302
6188,13488
6189,13377659
6190,18934
6191,23585
6192,82984
6193,82984
6194,27057748
6195,25156178
6196,10955499
6197,10955499
6198,435435
6199,21302
6200,21302
6201,21302
6202,109515
6203,2638766
6204,18143663
6205,8095
6206,29014416
6207,5009
6208,11724771
6209,3292117
6210,1762860
6211,27348
6212,66995
6213,162761
6214,162761
6215,162761
6216,5954
6217,166626
6218,86613674
6219,774811
6220,774811
6221,774811
6222,24249391
6223,163164
6224,144720
6225,166626
6226,27450766
6227,2392232
6228,533410
6229,18400536
6230,30885396
6231,8193
6232,8193
6233,8193
6234,3981
6235,11807563
6236,162368
6237,166626
6238,79717
6239,579716
6240,5050421
6241,4371
6242,10753
6243,7250
6244,7250
6245,41835
6246,3073028
6247,1182116
6248,9363355
6249,52363
6250,3027
6251,815371
6252,166626
6253,5014611
6254,67040
6255,67040
6256,163536
6257,291490
6258,1044784
6259,31459867
6260,261182
6261,261182
6262,22820452
6263,1636521
6264,166704
6265,137332
6266,157321
6267,65315971
6268,4850770
6269,102860
6270,102860
6271,102860
6272,102860
6273,649176
6274,1476735
6275,166626
6276,12533
6277,554233
6278,286485
6279,24799510
6280,74183
6281,79740773
6282,1900907
6283,202008
6284,7962646
6285,7962646
6286,6577903
6287,166626
6288,166626
6289,2015593
6290,1523089
6291,9202885
6292,5036984
6293,965597
6294,965597
6295,529912
6296,166626
6297,4536708
6298,42117624
6299,5046700
6300,73334451
6301,726679
6302,24412029
6303,1069814
6304,822997
6305,17828
6306,164416
6307,164416
6308,2816303
6309,2816303
6310,2816303
6311,26135
6312,10435398
6313,10216489
6314,2586546
6315,4815
6316,166626
6317,166626
6318,366951
6319,166626
6320,111120
6321,28165823
6322,28165823
6323,349970
6324,15337390
6325,166825
6326,1523089
6327,1523089
6328,1523089
6329,1523089
6330,15173616
6331,19360
6332,14165
6333,14165
6334,166626
6335,166626
6336,166626
6337,1962972
6338,1962972
6339,1962972
6340,29118753
6341,29118753
6342,22432
6343,931513
6344,11486158
6345,239891
6346,23942741
6347,1434937
6348,507526
6349,2515234
6350,5050421
6351,5050421
6352,8586
6353,166626
6354,39214606
6355,285447
6356,166626
6357,166626
6358,4160
6359,10508
6360,27103919
6361,27103919
6362,15137301
6363,12631761
6364,68576182
6365,111120
6366,1589941
6367,1589941
6368,1069814
6369,2392568
6370,1219346
6371,22617319
6372,675376
6373,166626
6374,166626
6375,675376
6376,19531
6377,166626
6378,6806263
6379,6806263
6380,86358963
6381,1188172
6382,5536
6383,5536
6384,166626
6385,4371
6386,4371
6387,4371
6388,166626
6389,464241
6390,7054455
6391,6959
6392,207470
6393,207470
6394,1434937
6395,1434937
6396,18119622
6397,2620735
6398,2620735
6399,3496630
6400,2049723
6401,13336
6402,2923561
6403,7310
6404,8311
6405,89723153
6406,8586
6407,10006019
6408,8586
6409,8586
6410,2725478
6411,23585
6412,592565
6413,730004
6414,730004
6415,48307
6416,20338442
6417,8586
6418,8586
6419,554384
6420,5272314
6421,10058218
6422,166859
6423,10436583
6424,25054697
6425,73407357
6426,3329666
6427,5260811
6428,2633739
6429,2897547
6430,82684
6431,2177396
6432,8586
6433,3118688
6434,388762
6435,388762
6436,1044937
6437,2792371
6438,15093754
6439,37214761
6440,2716085
6441,879628
6442,165116
6443,239150
6444,239150
6445,239150
6446,15094947
6447,247719
6448,53296
6449,166529
6450,15230
6451,8586
6452,9426088
6453,4160
6454,4160
6455,217430
6456,13981593
6457,15203607
6458,166740
6459,71623953
6460,71623953
6461,2919540
6462,23585
6463,1307375
6464,3030694
6465,13797
6466,13797
6467,18307256
6468,18307256
6469,9363355
6470,122225
6471,3158651
6472,3158651
6473,15715
6474,15715
6475,5009
6476,10806989
6477,18373677
6478,27022174
6479,2919540
6480,1499113
6481,1336735
6482,163627
6483,86613674
6484,10460659
6485,276573
6486,165790
6487,143707
6488,519960
6489,643119
6490,643119
6491,643119
6492,10082016
6493,10082016
6494,14066022
6495,10349856
6496,10349856
6497,675714
6498,11172732
6499,2919540
6500,2919540
6501,5009
6502,1273043
6503,26639
6504,5006249
6505,164700
6506,2229392
6507,15093608
6508,246832
6509,1069836
6510,1069836
6511,351770
6512,107435
6513,2839823
6514,18993988
6515,10932
6516,226967
6517,1615750
6518,11784903
6519,23585
6520,65173
6521,613697
6522,2196971
6523,23585
6524,360686
6525,26111
6526,8586
6527,8586
6528,8586
6529,27148342
6530,741728
6531,12651103
6532,1093015
6533,11260023
6534,11260023
6535,3147
6536,3147
6537,1503
6538,166740
6539,3185839
6540,3185839
6541,454521
6542,3253035
6543,18141370
6544,2627310
6545,16260673
6546,31328532
6547,5106
6548,5106
6549,18933937
6550,164700
6551,266872
6552,16438
6553,46332
6554,23988
6555,166529
6556,166529
6557,130434
6558,45868
6559,18054516
6560,3027
6561,3027
6562,41993
6563,6376
6564,11091274
6565,1503
6566,13584
6567,21302
6568,217430
6569,5104905
6570,2731271
6571,2731271
6572,2731271
6573,2467006
6574,9238095
6575,76208847
6576,18149348
6577,282741
6578,8586
6579,5201545
6580,17914958
6581,19810
6582,282741
6583,71623953
6584,53969
6585,967396
6586,75870161
6587,21302
