,company
2282,5033260
2283,18045548
2284,26195
2285,165233
2286,18196973
2287,624105
2288,30347
2289,9038
2290,19225151
2291,9038
2292,11361
2293,207470
2294,14803666
2295,214442
2296,4815
2297,37977
2298,343905
2299,42023
2300,18196973
2301,4815
2302,114013
2303,1438423
2304,1438423
2305,4815
2306,285447
2307,12670
2308,15197310
2309,15197310
2310,65234
2311,65234
2312,2124233
2313,2113
2314,2113
2315,6287957
2316,6754
2317,9298356
2318,3153
2319,7609
2320,2893217
2321,2893217
2322,2893217
2323,2446860
2324,3217582
2325,111120
2326,18196973
2327,1120810
2328,11550894
2329,1255172
2330,77363
2331,24315605
2332,39604
2333,24062456
2334,64836659
2335,5012731
2336,4802185
2337,4802185
2338,11486158
2339,19040779
2340,17999377
2341,4815
2342,73071546
2343,13031309
2344,20448
2345,44227
2346,12902794
2347,18196973
2348,2446860
2349,4815
2350,16488
2351,10552918
2352,1594050
2353,10552918
2354,994635
2355,1594050
2356,4815
2357,4815
2358,4815
2359,1789673
2360,1789673
2361,994635
2362,994635
2363,994635
2364,4815
2365,2962632
2366,18324710
2367,2525119
2368,2525119
2369,20078326
2370,2423755
2371,285447
2372,15094435
2373,37692
2374,65773104
2375,4815
2376,9484417
2377,649176
2378,4815
2379,23090519
2380,4815
2381,153167
2382,4815
2383,214442
2384,3497329
2385,1299267
2386,17947
2387,4815
2388,9484417
2389,111120
2390,111120
2391,37958
2392,3039
2393,3039
2394,5457541
2395,9418940
2396,545733
2397,4815
2398,1523089
2399,1523089
2400,4815
2401,4815
2402,4815
2403,3039
2404,619777
2405,3039
2406,63756
2407,760603
2408,1048358
2409,3167442
2410,17908204
2411,16488
2412,23492637
2413,2470193
2414,2470193
2415,4815
2416,18301340
2417,39604
2418,4815
2419,1255172
2420,81715715
2421,1523089
2422,356786
2423,17908204
2424,214442
2425,214442
2426,22596663
2427,17947
2428,1165797
2429,1165797
2430,3352291
2431,3352291
2432,769706
2433,7650
2434,9304100
2435,4815
2436,2515234
2437,9471055
2438,4827017
2439,448431
2440,2638889
2441,2247376
2442,27300895
2443,27300895
2444,9484417
2445,12577073
2446,48518
2447,166626
2448,10317549
2449,4815
2450,1549694
2451,2183066
2452,4815
2453,9506075
2454,4815
2455,4815
2456,71480249
2457,4371
2458,14829209
2459,9790
2460,2391597
2461,69157
2462,942859
2463,47885
2464,214442
2465,7939905
2466,18196973
2467,18196973
2468,4815
2469,18196973
2470,698163
2471,4815
2472,2515234
2473,10773624
2474,4815
2475,28615613
2476,1069814
2477,990386
2478,85249
2479,18196973
2480,2889281
2481,15097138
2482,4815
2483,2281131
2484,55824
2485,1863366
2486,19170043
2487,4815
2488,1120810
2489,3243759
2490,5310442
2491,570870
2492,4815
2493,126888
2494,226216
2495,4815
2496,141605
2497,12647
2498,12647
2499,18393171
2500,11356811
2501,4815
2502,4815
2503,19225151
2504,4815
2505,294635
2506,5247085
2507,5247085
2508,3187653
2509,15097173
2510,10884299
2511,8988
2512,71849573
2513,40958961
2514,24393462
2515,4923
2516,4815
2517,4815
2518,4815
2519,89870816
2520,27528
2521,27528
2522,4873746
2523,1816
2524,166743
2525,18196973
2526,18196973
2527,18196973
2528,18196973
2529,4815
2530,166626
2531,15097950
2532,15097950
2533,4815
2534,4815
2535,13267625
2536,2423303
2537,994635
2538,4815
2539,27528
2540,2515234
2541,3140397
2542,1680600
2543,17908204
2544,994635
2545,994635
2546,4815
2547,1582080
2548,1582080
2549,166567
2550,638984
2551,638984
2552,19225151
2553,1069814
2554,1569435
2555,12514
2556,1072175
2557,19225151
2558,18196973
2559,335332
2560,4815
2561,4815
2562,53142821
2563,6865
2564,3316450
2565,318420
2566,27528
2567,27528
2568,27528
2569,15683
2570,15683
2571,321038
2572,39604
2573,166704
2574,533410
2575,35495509
2576,4815
2577,114473
2578,114473
2579,2454
2580,2454
2581,2454
2582,2454
2583,2454
2584,1214187
2585,18007189
2586,6577903
2587,4815
2588,202008
2589,2449847
2590,597717
2591,9277885
2592,4815
2593,17947
2594,740659
2595,271455
2596,162589
2597,4815
2598,15091575
2599,4815
2600,28438291
2601,75391078
2602,75391078
2603,10529410
2604,10529410
2605,4815
2606,30631144
2607,30631144
2608,166743
2609,15076902
2610,9443030
2611,3295995
2612,35547237
2613,1309388
2614,2011563
2615,2889281
2616,15097138
2617,10898921
2618,7036062
2619,4815
2620,39604
2621,27528
2622,27528
2623,27528
2624,15503
2625,4815
2626,960859
2627,33598
2628,1069814
2629,10983986
2630,4923
2631,2446860
2632,2446860
2633,3498276
2634,2743599
2635,4815
2636,29299690
2637,1069814
2638,4815
2639,11486158
2640,11486158
2641,4815
2642,5738
2643,4815
2644,1069814
2645,65014
2646,70941856
2647,70941856
2648,5050421
2649,6865
2650,10890311
2651,166743
2652,4815
2653,4815
2654,90700
2655,90700
2656,4371
2657,10883965
2658,1069814
2659,1891117
2660,24331016
2661,15786
2662,15786
2663,2515234
2664,4815
2665,4526
2666,4526
2667,742706
2668,8989058
2669,18088675
2670,69723161
2671,18196973
2672,1400925
2673,35624
2674,208558
2675,4815
2676,80148044
2677,2294348
2678,4815
2679,200512
2680,27170269
2681,33206227
2682,4815
2683,23323882
2684,64803480
2685,70504383
2686,17908204
2687,30666904
2688,18103034
2689,554182
2690,554182
2691,4815
2692,994635
2693,4815
2694,3140397
2695,3140397
2696,4815
2697,4815
2698,18209852
2699,931513
2700,22432
2701,4824191
2702,546317
2703,4824191
2704,4815
2705,10099976
2706,27095543
2707,24080811
2708,111120
2709,14464148
2710,14702
2711,14702
2712,10275909
2713,2449847
2714,2449847
2715,2926515
2716,499222
2717,4815
2718,4815
2719,10398706
2720,2861232
2721,822997
2722,2515234
2723,24767219
2724,11388601
2725,11334382
2726,2635377
2727,2635377
2728,11486158
2729,11486158
2730,2498507
2731,4838118
2732,70963561
2733,70963561
2734,70963561
2735,4815
2736,1105412
2737,15248522
2738,4160
2739,2274
2740,642422
2741,642422
2742,18322720
2743,4815
2744,25077642
2745,25077642
2746,4815
2747,4815
2748,4815
2749,37211716
2750,5208953
2751,469421
2752,21853
2753,783951
2754,164520
2755,86729
2756,4815
2757,23430643
2758,228628
2759,815549
2760,656088
2761,55375
2762,1594050
2763,11486158
2764,4815
2765,4815
2766,4815
2767,111259
2768,134188
2769,438851
2770,4815
2771,134444
2772,2613916
2773,4815
2774,1568814
2775,14548456
2776,1818915
2777,10139129
2778,4815
2779,3105355
2780,3105355
2781,25854406
2782,1721826
2783,4815
2784,11194354
2785,13069814
2786,18892058
2787,1523089
2788,24101299
2789,7939905
2790,28615613
2791,19225151
2792,19225151
2793,9443030
2794,228628
2795,86607777
2796,4815
2797,4815
2798,165742
2799,11510568
2800,9207337
2801,2515234
2802,18196973
2803,79700253
2804,2136136
2805,820956
2806,1069814
2807,18119622
2808,4815
2809,163284
2810,4815
2811,54547
2812,5140013
2813,438851
2814,19062176
2815,5050421
2816,1141554
2817,1255172
2818,165437
2819,76328595
2820,29299690
2821,9200631
2822,284361
2823,156522
2824,4815
2825,4815
2826,10182107
2827,10182107
2828,7114295
2829,7114295
2830,4815
2831,10099976
2832,27095543
2833,33598
2834,15141415
2835,7198
2836,15141415
2837,4815
2838,4815
2839,124001
2840,4815
2841,11134
2842,343905
2843,343905
2844,2613916
2845,18083
2846,18083
2847,163395
2848,166743
2849,9038
2850,271455
2851,4815
2852,18196973
2853,4815
2854,696118
2855,15786
2856,2725478
2857,1128150
2858,4815
2859,4815
2860,4815
2861,4815
2862,1069814
2863,166626
2864,4815
2865,1397593
2866,394293
2867,394293
2868,2272667
2869,2515234
2870,4815
2871,4815
2872,545733
2873,2499619
2874,6602070
2875,6395111
2876,6395111
2877,20783
2878,20783
2879,20783
2880,20783
2881,166626
2882,38347
2883,89994103
2884,9309291
2885,417139
2886,17908204
2887,17908204
2888,4815
2889,10898921
2890,27528
2891,4815
2892,1944174
2893,1275259
2894,1275259
2895,16202254
2896,2217653
2897,1648184
2898,4815
2899,18083
2900,610087
2901,54547
2902,54547
2903,54547
2904,1721826
2905,6128
2906,1069814
2907,201235
2908,21364358
2909,1721826
2910,271455
2911,11692
2912,1446369
2913,4815
2914,1069814
2915,1069814
2916,4815
2917,4815
2918,40958961
2919,4815
2920,4815
2921,166984
2922,14411622
2923,14401739
2924,4815
2925,1069814
2926,1069814
2927,4815
2928,1594050
2929,13594159
2930,4815
2931,1225398
2932,10815157
2933,1434937
2934,1434937
2935,11486158
2936,12994266
2937,13166
2938,1914214
2939,26195
2940,166743
2941,4997
2942,2816402
2943,343905
2944,343905
2945,157340
2946,4815
2947,450657
2948,2415394
2949,4981994
2950,4815
2951,4815
2952,4997
2953,18076938
2954,9277885
2955,9453
2956,4815
2957,2295430
2958,4827017
2959,18518140
2960,4815
2961,11521185
2962,54547
2963,15786
2964,15786
2965,15786
2966,1354100
2967,3795
2968,162718
2969,4815
2970,4815
2971,2515234
2972,7308
2973,5229519
2974,1166909
2975,1107036
2976,1107036
2977,13715509
2978,906687
2979,277459
2980,4815
2981,12977345
2982,90792
2983,533410
2984,15786
2985,9433416
2986,1595546
2987,4815
2988,4815
2989,18048419
2990,3521203
2991,11486158
2992,2193442
2993,4815
2994,167557
2995,214442
2996,4815
2997,214442
2998,47985
2999,166626
3000,86348273
3001,81715715
3002,166626
3003,81715715
3004,81715715
3005,909530
3006,2236981
3007,10458700
3008,166626
3009,25168
3010,166626
3011,154551
3012,2257901
3013,727387
3014,727387
3015,166626
3016,12673199
3017,65062936
3018,1816
3019,746145
3020,13981593
3021,9366248
3022,212608
3023,234979
3024,3295995
3025,164505
3026,164505
3027,1316137
3028,2564330
3029,165742
3030,166626
3031,927628
3032,165742
3033,13603344
3034,2710591
3035,23164834
3036,27139
3037,27054
3038,3558
3039,166626
3040,166626
3041,166626
3042,1038611
3043,76775912
3044,24417330
3045,166626
3046,166626
3047,391665
3048,391665
3049,391665
3050,5320918
3051,37211716
3052,5036984
3053,9959
3054,2804915
3055,11913561
3056,26324
3057,166698
3058,4160
3059,58994
3060,6901
3061,4815
3062,285447
3063,166626
3064,166626
3065,3027
3066,3027
3067,43392
3068,43392
3069,43392
3070,9416441
3071,19360
3072,2775843
3073,166626
3074,1569435
3075,17983222
3076,5176
3077,6923662
3078,2600928
3079,1708375
3080,203570
3081,10940611
3082,579716
3083,24379
3084,330796
3085,5050421
3086,10635097
3087,10403314
3088,974353
3089,18169744
3090,122507
3091,122507
3092,122507
3093,166626
3094,330796
3095,5208953
3096,5036984
3097,5036984
3098,166626
3099,1569435
3100,1569435
3101,1569435
3102,13260788
3103,166626
3104,166475
3105,5677
3106,3605
3107,17933144
3108,27226226
3109,1709172
3110,26195
3111,26195
3112,676764
3113,676764
3114,676764
3115,3625182
3116,167034
3117,790529
3118,77363
3119,9253290
3120,9253290
3121,162761
3122,3601607
3123,166626
3124,166626
3125,17908204
3126,1358598
3127,5257778
3128,10331945
3129,10331945
3130,10304452
3131,62642
3132,2388
3133,13134
3134,90359
3135,1484
3136,64828061
3137,4641
3138,2515234
3139,5334859
3140,9277885
3141,166626
3142,5050421
3143,17971229
3144,16809
3145,32548
3146,1116612
3147,1569435
3148,16831
3149,3140397
3150,149992
3151,3316450
3152,3316450
3153,94167
3154,330796
3155,32150
3156,11487069
3157,2406371
3158,82022
3159,1976
3160,676167
3161,813697
3162,813697
3163,3512592
3164,167034
3165,167034
3166,3223447
3167,43589
3168,11742165
3169,240833
3170,240833
3171,1884851
3172,166626
3173,77922535
3174,9182091
3175,1866442
3176,126214
3177,13584
3178,136109
3179,10956
3180,3523814
3181,166626
3182,17947
3183,166626
3184,166626
3185,50100
3186,4815
3187,457504
3188,1641889
3189,10228337
3190,10228337
3191,11027303
3192,2147449
3193,13166
3194,11194090
3195,2448314
3196,17441
3197,2920299
3198,45266926
3199,41758
3200,2515234
3201,2240
3202,9420783
3203,22363089
3204,9420783
3205,1929421
3206,166626
3207,2073870
3208,2698765
3209,2698765
3210,4815
3211,217738
3212,3572850
3213,22728343
3214,4815
3215,3316450
3216,4815
3217,129002
3218,3037049
3219,64832112
3220,79053198
3221,5536
3222,20790
3223,1523089
3224,25133282
3225,81715715
3226,81715715
3227,1039050
3228,2836881
3229,1883983
3230,1883983
3231,9484417
3232,211148
3233,166626
3234,1523089
3235,67124661
3236,166626
3237,166626
3238,16809
3239,16809
3240,478953
3241,16809
3242,478953
3243,25133282
3244,2904254
3245,23213889
3246,23213889
3247,33178332
3248,10914690
3249,2951559
3250,2951559
3251,164365
3252,285254
3253,166626
3254,166626
3255,760298
3256,2791376
3257,167034
3258,167034
3259,10907182
3260,25446
3261,166626
3262,1721826
3263,563015
3264,16164069
3265,28615613
3266,2449847
3267,20790
3268,166626
3269,633973
3270,491800
3271,2033884
3272,68576182
3273,166626
3274,15516
3275,827837
3276,2564330
3277,64268227
3278,166626
3279,3027
3280,166626
3281,166626
3282,4815
3283,166283
3284,1523089
3285,165742
3286,285447
3287,166626
3288,1883983
3289,1883983
3290,166626
3291,1721826
3292,1434937
3293,966590
3294,4160
3295,166698
3296,1754922
3297,156296
3298,24417330
3299,304697
3300,313933
3301,9280353
3302,166626
3303,166626
3304,166626
3305,9477330
3306,5509
3307,166626
3308,629219
3309,629219
3310,22900
3311,166626
3312,87125
3313,2712
3314,12955816
3315,6865
3316,11134009
3317,6865
3318,43589
3319,166626
3320,166626
3321,285447
3322,306019
3323,3631
3324,206365
3325,166626
3326,12791880
3327,10582911
3328,166626
3329,18209945
3330,166626
3331,871111
3332,5025358
3333,69675866
3334,5050421
3335,166626
3336,546377
3337,6449
3338,6449
3339,2515234
3340,2515234
3341,2515234
3342,258639
3343,166626
3344,166626
3345,4815
3346,70941856
3347,18449
3348,166626
3349,4371
3350,16809
3351,23483906
3352,166626
3353,166626
3354,9477330
3355,26195
3356,202872
3357,1072693
3358,3878592
3359,16809
3360,166626
3361,624074
3362,624074
3363,217544
3364,166626
3365,166626
3366,12663900
3367,16809
3368,16809
3369,22811455
3370,167034
3371,45868
3372,167034
3373,22811455
3374,163164
3375,166626
3376,5046700
3377,5046700
3378,1884851
3379,1884851
3380,1884851
3381,1884851
3382,13622
3383,13622
3384,3039001
3385,351770
3386,166626
3387,813697
3388,166529
3389,166626
3390,12666116
3391,727387
3392,103159
3393,23860951
3394,18460421
3395,16488
3396,4815
3397,15786
3398,166626
3399,18196973
3400,18196973
3401,166740
3402,18526157
3403,35493164
3404,51529
3405,51529
3406,295651
3407,42905924
3408,15203607
3409,16706
3410,20078917
3411,43918
3412,9444808
3413,2399911
3414,166740
3415,125048
3416,1377702
3417,1377702
3418,1377702
3419,6432696
3420,202872
3421,21302
3422,21302
3423,35443926
3424,4994
3425,4994
3426,4994
3427,114191
3428,2290240
3429,813612
3430,9304
3431,166740
3432,14827406
3433,613697
3434,2340783
3435,166639
3436,2486636
3437,164480
3438,166740
3439,49589
3440,2919540
3441,166740
3442,5334859
3443,5175
3444,5175
3445,1165891
3446,166740
3447,10338320
3448,2870147
3449,25141342
3450,166740
3451,625800
3452,165743
3453,387938
3454,166740
3455,166740
3456,166740
3457,214002
3458,13584
3459,267868
3460,267868
3461,33230931
3462,166740
3463,14757
3464,223715
3465,28428558
3466,215142
3467,5374485
3468,5374485
3469,4160
3470,723191
3471,723191
3472,3027
3473,48275
3474,46332
3475,2158269
3476,89893
3477,89893
3478,15177443
3479,2688588
3480,266872
3481,3307101
3482,3307101
3483,33230931
3484,33230931
3485,832255
3486,1642745
3487,1539025
3488,72666896
3489,18624736
3490,21302
3491,166529
3492,166740
3493,29766
3494,3534875
3495,24205
3496,26071
3497,2428290
3498,165155
3499,165155
3500,165155
3501,538299
3502,538299
3503,281297
3504,2498391
3505,14776851
3506,166859
3507,165046
3508,165046
3509,1605706
3510,164700
3511,164700
3512,164700
3513,164700
3514,18514484
3515,11280635
3516,166740
3517,77776368
3518,2919540
3519,925095
3520,2421471
3521,166740
3522,166740
3523,166740
3524,166740
3525,166740
3526,164130
3527,4074
3528,166740
3529,3578198
3530,23585
3531,2763819
3532,166740
3533,166740
3534,2220078
3535,2220078
3536,166626
3537,1414157
3538,30834
3539,10660662
3540,166740
3541,166740
3542,166740
3543,166740
3544,611788
3545,611788
3546,365526
3547,568376
3548,23585
3549,166626
3550,166740
3551,5382086
3552,5382086
3553,2728144
3554,2982502
3555,66724384
3556,30691792
3557,215407
3558,1314652
3559,1314652
3560,1314652
3561,1314652
3562,3365362
3563,625189
3564,10508
3565,166740
3566,34300
3567,1079665
3568,109515
3569,49589
3570,211564
3571,165743
3572,32664
3573,166740
3574,166740
3575,2608715
3576,75097263
3577,166740
3578,3505724
3579,10436583
3580,166740
3581,166740
3582,30111334
3583,29036343
3584,10915539
3585,10298228
3586,10298228
3587,3078527
3588,47449
3589,14975
3590,14975
3591,13027500
3592,166740
3593,24772
3594,33267
3595,1921661
3596,1921661
3597,3030694
3598,3030694
3599,23585
3600,166740
3601,166740
3602,3007
3603,6376
3604,6376
3605,1982726
3606,166529
3607,14975
3608,166682
3609,166682
3610,125519
3611,379522
3612,17941928
3613,17941928
3614,17933144
3615,893524
3616,370150
3617,370150
3618,206511
3619,26639
3620,10838990
3621,166740
3622,10152049
3623,10152049
3624,626751
3625,11748993
3626,11748993
3627,11748993
3628,3030694
3629,2661357
3630,1008104
3631,162363
3632,1413434
3633,166740
3634,33255483
3635,64139
3636,16280273
3637,2429005
3638,5383387
3639,166740
3640,772056
3641,772056
3642,1314830
3643,5050482
3644,5050482
3645,166740
3646,10122572
3647,166740
3648,166740
3649,15080424
3650,1394824
3651,142295
3652,166740
3653,73071546
3654,80917606
3655,12297
3656,10583799
3657,80965
3658,80965
3659,12525216
3660,27644
3661,2639873
3662,2639873
3663,23585
3664,23585
3665,23585
3666,3027
3667,3027
3668,3027
3669,14407059
3670,6326760
3671,11196517
3672,23585
3673,17048
3674,165742
3675,166740
3676,1816
3677,35747
3678,18088675
3679,166740
3680,166740
3681,166766
3682,401971
3683,166889
3684,46332
3685,2919540
3686,202276
3687,166740
3688,165426
3689,165426
3690,165426
3691,165426
3692,164994
3693,46332
3694,46332
3695,11880
3696,166164
3697,166164
3698,1099328
3699,166740
3700,166740
3701,1231515
3702,229118
3703,18498000
3704,2244050
3705,166740
3706,166740
3707,166740
3708,166740
3709,10818848
3710,8586
3711,748731
3712,748731
3713,1037816
3714,11784903
3715,407741
3716,10080368
3717,18526157
3718,18526157
3719,5272565
3720,5058380
3721,1120810
3722,1120810
3723,7198
3724,35661
3725,115507
3726,29313
3727,166740
3728,166529
3729,166740
3730,166740
3731,1414157
3732,29766
3733,18687116
3734,2365518
3735,2365518
3736,5245470
3737,308346
3738,394263
3739,143707
3740,5140685
3741,740718
3742,5140685
3743,5140685
3744,15210777
3745,22952
3746,3653845
3747,5017909
3748,166766
3749,917601
3750,166740
3751,2763819
3752,1377702
3753,2919540
3754,1139317
3755,166740
3756,207470
3757,4836263
3758,20338442
3759,20338442
3760,5275652
3761,245070
3762,648996
3763,315201
3764,692417
3765,5104905
3766,19360
3767,166740
3768,166740
3769,165743
3770,21898
3771,21898
3772,21898
3773,165743
3774,2634944
3775,2829810
3776,2829810
3777,11509838
3778,166740
3779,10191458
3780,9444808
3781,2399911
3782,18309030
3783,10359629
3784,1505431
3785,912170
3786,2939905
3787,3155005
3788,14042239
3789,9297969
3790,3030694
3791,3030694
3792,2296407
3793,166740
3794,166740
3795,14504518
3796,14504518
3797,2250169
3798,166740
3799,28105
3800,24205
3801,10080368
3802,2248680
3803,2248680
3804,2637508
3805,166740
3806,4043
3807,1174353
3808,1174353
3809,53391911
3810,10932
3811,1576431
3812,166740
3813,2559165
3814,2559165
3815,25521
3816,25521
3817,25521
3818,63592
3819,166740
3820,166740
3821,166740
3822,162590
3823,28602507
3824,19265885
3825,166740
3826,10436583
3827,166740
3828,3140123
3829,3140123
3830,18143038
3831,1120810
3832,8721
3833,18823490
3834,15797235
3835,5157682
3836,17908006
3837,166740
3838,166740
3839,157311
3840,166740
3841,166740
3842,1742834
3843,166529
3844,307719
3845,24705
3846,1982726
3847,11802552
3848,28800
3849,166740
3850,471700
3851,945135
3852,166740
3853,1860082
3854,1860082
3855,215142
3856,15203607
3857,1479354
3858,166740
3859,487538
3860,945869
3861,945869
3862,13981593
3863,1477703
3864,167231
3865,167231
3866,3027
3867,18071119
3868,166740
3869,3027
3870,2498391
3871,33599
3872,49116
3873,69936
3874,1008104
3875,1008104
3876,166740
3877,1008104
3878,15790
3879,114191
3880,166740
3881,468648
3882,71623953
3883,71623953
3884,1048172
3885,1048172
3886,1048172
3887,5374485
3888,18847205
3889,18847205
3890,18847205
3891,23585
3892,23585
3893,23585
3894,40430
3895,65224
3896,165116
3897,165116
3898,3540
3899,2637508
3900,76531610
3901,2290240
3902,27218
3903,27218
3904,1370286
3905,166529
3906,37474284
3907,13133
3908,13133
3909,15094841
3910,74747732
3911,4728
3912,166740
3913,557760
3914,166740
3915,2783482
3916,1691499
3917,1266216
3918,1266216
3919,10508
3920,9484
3921,308346
3922,166740
3923,41629
3924,41629
3925,2388
3926,290940
3927,10191458
3928,10191458
3929,16797
3930,16797
3931,320369
3932,11784903
3933,4987991
3934,4987991
3935,1245338
3936,772089
3937,207301
3938,2198
3939,165742
3940,5319681
3941,17958552
3942,166740
3943,166740
3944,166740
3945,3027
3946,166740
3947,5046700
3948,166740
3949,667056
3950,166740
3951,166740
3952,5003120
3953,5003120
3954,5003120
3955,26639
3956,46332
3957,9408181
3958,21302
3959,21302
3960,2479609
3961,2479609
3962,166740
3963,108571
3964,166740
3965,10586981
3966,10362869
3967,10191458
3968,10191458
3969,521052
3970,521052
3971,2919540
3972,2919540
3973,2919540
3974,346840
3975,346840
3976,346840
3977,2354722
3978,2354722
3979,226245
3980,945869
3981,945869
3982,18196973
3983,362624
3984,362624
3985,290940
3986,202872
3987,245341
3988,2763819
3989,166740
3990,165790
3991,165790
3992,2239540
3993,132282
3994,9225216
3995,62183
3996,548185
3997,17914958
3998,14817081
3999,285254
4000,285254
4001,10503
4002,166740
4003,6376
4004,7442
4005,2735919
4006,713090
4007,121786
4008,7609
4009,19000581
4010,240461
4011,20338442
4012,35526164
4013,71623953
4014,71623953
4015,18933937
4016,227760
4017,376006
4018,72327
4019,11855237
4020,166740
4021,2498391
4022,2498391
4023,399098
4024,876300
4025,15463
4026,36011769
4027,82900
4028,37422
4029,104533
4030,523960
4031,73954
4032,73954
4033,1144496
4034,215142
4035,967868
4036,2498391
4037,2498391
4038,2498391
4039,88070203
4040,165742
4041,165742
4042,2919540
4043,1982726
4044,28625553
4045,213992
4046,166740
4047,2688962
4048,251147
4049,17914958
4050,1940236
4051,710214
4052,710214
4053,710214
4054,364480
4055,13992782
4056,7219959
4057,213992
4058,26639
4059,1574
4060,166740
4061,166740
4062,8586
4063,2638766
4064,213992
4065,346840
4066,14793
4067,76334424
4068,5340944
4069,166740
4070,1991889
4071,2919540
4072,18057427
4073,1148386
4074,166740
4075,166740
4076,557760
4077,166740
4078,3030694
4079,29899732
4080,27057748
4081,5103411
4082,5103411
4083,24916
4084,24916
4085,24916
4086,166740
4087,3518871
4088,6110909
4089,596185
4090,772056
4091,21166
4092,211564
4093,2919540
4094,166529
4095,631471
4096,537520
4097,10191458
4098,15094947
4099,29014416
4100,5275652
4101,78001
4102,3052989
4103,15106364
4104,46332
4105,61218
4106,165116
4107,226967
4108,166637
4109,166637
4110,557760
4111,10530471
4112,1421983
4113,166740
4114,282741
4115,166740
4116,1582315
4117,18191773
4118,3027
4119,3027
4120,2919540
4121,38418
4122,38418
4123,23585
4124,35237
4125,166859
4126,456459
4127,14784439
4128,165742
4129,165742
4130,166740
4131,9271687
4132,40430
4133,1398542
4134,51994
4135,6333
4136,165743
4137,5197550
4138,5197550
4139,5062537
4140,42963268
4141,42963268
4142,805339
4143,805339
4144,805339
4145,2843393
4146,72665320
4147,213992
4148,6432696
4149,6432696
4150,9266905
4151,8744548
4152,6708682
4153,165790
4154,166637
4155,166637
4156,3030694
4157,9498914
4158,9340662
4159,109515
4160,109515
4161,166740
4162,166740
4163,2850346
4164,12693
4165,35493164
4166,51529
4167,51529
4168,295651
4169,166740
4170,166740
4171,529122
4172,5677
4173,1552671
4174,166664
4175,2919540
4176,215142
4177,20338442
4178,165613
4179,133618
4180,166740
4181,166740
4182,606293
4183,1494
4184,11369590
4185,237063
4186,1181892
4187,3030694
4188,46332
4189,10407733
4190,18005767
4191,375818
4192,375818
4193,5346577
4194,401775
4195,22404
4196,374497
4197,3296806
4198,3296806
4199,207470
4200,2404541
4201,479296
4202,70973496
4203,71659949
4204,981457
4205,9408755
4206,3334793
4207,76571396
4208,76571396
4209,165224
4210,1848247
4211,2048381
4212,49107960
4213,5068490
4214,3154478
4215,1578316
4216,1927176
4217,74141638
4218,74141638
4219,67255216
4220,91435
4221,18739
4222,166740
4223,166740
4224,17941928
4225,6901
4226,217430
4227,3039001
4228,10357467
4229,17956
4230,17956
4231,215142
4232,215142
4233,215142
4234,215142
4235,38481508
4236,18270683
4237,6754
4238,166740
4239,5197550
4240,6511
4241,166740
4242,78001
4243,78001
4244,78001
4245,78001
4246,1790
4247,3687267
4248,163473
4249,163473
4250,15216862
4251,14829209
4252,2750972
4253,2992552
4254,17912298
4255,1569435
4256,17912298
4257,5257651
4258,3039001
4259,10357467
4260,14802787
4261,1958809
4262,2220078
4263,617434
4264,213992
4265,18225081
4266,19037
4267,6901
4268,6901
4269,6901
4270,6901
4271,9482329
4272,1866670
4273,644776
4274,10305142
4275,166859
4276,48463
4277,37555303
4278,37555303
4279,3767529
4280,12589713
4281,166740
4282,2073870
4283,166740
4284,166740
4285,166740
4286,19239958
4287,17993685
4288,2780038
4289,696856
4290,696856
4291,25690
4292,312598
4293,5372
4294,5372
4295,18095778
4296,11101
4297,16675
4298,16675
4299,5104905
4300,165743
4301,32664
4302,165743
4303,780587
4304,28615613
4305,10372270
4306,166740
4307,237063
4308,207470
4309,207470
4310,16241907
4311,10039423
4312,215142
4313,166740
4314,34642059
4315,2300465
4316,81930
4317,81930
4318,27013819
4319,240461
4320,240461
4321,240461
4322,2637508
4323,29766
4324,29766
4325,166740
4326,166740
4327,6626319
4328,4923
4329,5372
4330,5372
4331,18196973
4332,740432
4333,5197550
4334,166740
4335,166740
4336,1790
4337,3687267
4338,21004
4339,276383
4340,207470
4341,2735919
4342,2735919
4343,2735919
4344,2735919
4345,42905924
4346,10604033
4347,9408181
4348,9408181
4349,6709
4350,6709
4351,165224
4352,5296442
4353,5296442
4354,5296442
4355,18311685
4356,19167
4357,1414157
4358,166740
4359,166740
4360,1467560
4361,1757844
4362,2857351
4363,206511
4364,1475804
4365,166529
4366,10191458
4367,166529
4368,374497
4369,6376
4370,4862124
4371,12599535
4372,15141415
4373,15141415
4374,213992
4375,9363355
4376,5022905
4377,10192816
4378,166740
4379,2794577
4380,386206
4381,6376
4382,1328207
4383,1328207
4384,2454908
4385,204668
4386,19950
4387,166740
4388,166740
4389,166740
4390,166740
4391,10954655
4392,10129077
4393,166740
4394,166740
4395,760817
4396,760817
4397,166740
4398,19091286
4399,19091286
4400,271455
4401,271455
4402,11008904
4403,166740
4404,35631769
4405,2637508
4406,166740
4407,15076902
4408,17912298
4409,1569435
4410,17912298
4411,414478
4412,166740
4413,7072565
4414,55375
4415,55375
4416,10478658
4417,71719093
4418,33255483
4419,215142
4420,10536381
4421,10536381
4422,13016
4423,166740
4424,166740
4425,166740
4426,78001
4427,15210777
4428,9402240
4429,2220078
4430,2220078
4431,166740
4432,2855734
4433,10932
4434,166529
4435,5135265
4436,5135265
4437,641117
4438,212669
4439,1254979
4440,65173
4441,42908
4442,42908
4443,6599249
4444,6599249
4445,3049699
4446,487538
4447,3027
4448,11471462
4449,521052
4450,80092718
