"employee_id","connection_count"
"t_1872",98
"t_1873",160
"t_1874",78
"t_1875",184
"t_1876",115
"t_1877",500
"t_1878",500
"t_1879",500
"t_1880",500
"t_1881",117
"t_1882",293
"t_1883",500
"t_1884",392
"t_1885",500
"t_1886",397
"t_1887",500
"t_1888",315
"t_1889",500
"t_1890",243
"t_1891",266
"t_1892",500
"t_1893",500
"t_1894",500
"t_1895",500
"t_1896",500
"t_1897",500
"t_1898",307
"t_1899",500
"t_1900",192
"t_1901",500
"t_1902",126
"t_1903",222
"t_1904",500
"t_1905",402
"t_1906",159
"t_1907",325
"t_1908",500
"t_1909",212
"t_1910",500
"t_1911",162
"t_1912",500
"t_1913",500
"t_1914",500
"t_1915",500
"t_1916",500
"t_1917",500
"t_1918",218
"t_1919",500
"t_1920",500
"t_1921",500
"t_1922",332
"t_1923",260
"t_1924",500
"t_1925",500
"t_1926",500
"t_1927",500
"t_1928",139
"t_1929",500
"t_1930",377
"t_1931",336
"t_1932",500
"t_1933",500
"t_1934",500
"t_1935",212
"t_1936",174
"t_1937",70
"t_1938",293
"t_1939",500
"t_1940",500
"t_1941",275
"t_1942",500
"t_1943",289
"t_1944",390
"t_1945",117
"t_1946",200
"t_1947",500
"t_1948",302
"t_1949",500
"t_1950",500
"t_1951",500
"t_1952",205
"t_1953",264
"t_1954",298
"t_1955",141
"t_1956",500
"t_1957",500
"t_1958",347
"t_1959",82
"t_1960",424
"t_1961",371
"t_1962",438
"t_1963",500
"t_1964",500
"t_1965",243
"t_1966",149
"t_1967",387
"t_1968",170
"t_1969",500
"t_1970",500
"t_1971",500
"t_1972",239
"t_1973",500
"t_1974",335
"t_1975",500
"t_1976",176
"t_1977",500
"t_1978",377
"t_1979",500
"t_1980",324
"t_1981",500
"t_1982",500
"t_1983",500
"t_1984",390
"t_1985",500
"t_1986",500
"t_1987",500
"t_1988",500
"t_1989",321
"t_1990",232
"t_1991",500
"t_1992",500
"t_1993",153
"t_1994",500
"t_1995",313
"t_1996",135
"t_1997",500
"t_1998",500
"t_1999",77
"t_2000",500
"t_2001",500
"t_2002",287
"t_2003",500
"t_2004",152
"t_2005",500
"t_2006",97
"t_2007",43
"t_2008",268
"t_2009",213
"t_2010",500
"t_2011",223
"t_2012",352
"t_2013",500
"t_2014",74
"t_2015",206
"t_2016",500
"t_2017",500
"t_2018",169
"t_2019",500
"t_2020",485
"t_2021",500
"t_2022",481
"t_2023",362
"t_2024",342
"t_2025",256
"t_2026",135
"t_2027",500
"t_2028",251
"t_2029",500
"t_2030",206
"t_2031",500
"t_2032",384
"t_2033",221
"t_2034",378
"t_2035",131
"t_2036",495
"t_2037",129
"t_2038",124
"t_2039",444
"t_2040",372
"t_2041",272
"t_2042",251
"t_2043",500
"t_2044",226
"t_2045",500
"t_2046",304
"t_2047",500
"t_2048",500
"t_2049",500
"t_2050",379
"t_2051",444
"t_2052",500
"t_2053",500
"t_2054",466
"t_2055",500
"t_2056",327
"t_2057",136
"t_2058",342
"t_2059",315
"t_2060",311
"t_2061",500
"t_2062",500
"t_2063",44
"t_2064",500
"t_2065",209
"t_2066",500
"t_2067",119
"t_2068",500
"t_2069",500
"t_2070",159
"t_2071",500
"t_2072",500
"t_2073",274
"t_2074",77
"t_2075",500
"t_2076",500
"t_2077",405
"t_2078",410
"t_2079",500
"t_2080",415
"t_2081",500
"t_2082",500
"t_2083",162
"t_2084",500
"t_2085",500
"t_2086",328
"t_2087",500
"t_2088",500
"t_2089",136
"t_2090",124
"t_2091",143
"t_2092",500
"t_2093",211
"t_2094",314
"t_2095",411
"t_2096",108
"t_2097",300
"t_2098",500
"t_2099",500
"t_2100",500
"t_2101",500
"t_2102",135
"t_2103",500
"t_2104",177
"t_2105",223
"t_2106",500
"t_2107",500
"t_2108",100
"t_2109",500
"t_2110",252
"t_2111",347
"t_2112",360
"t_2113",500
"t_2114",369
"t_2115",500
"t_2116",500
"t_2117",156
"t_2118",500
"t_2119",64
"t_2120",500
"t_2121",38
"t_2122",151
"t_2123",191
"t_2124",500
"t_2125",260
"t_2126",215
"t_2127",500
"t_2128",41
"t_2129",479
"t_2130",500
"t_2131",212
"t_2132",500
"t_2133",394
"t_2134",500
"t_2135",500
"t_2136",338
"t_2137",500
"t_2138",500
"t_2139",500
"t_2140",156
"t_2141",500
"t_2142",235
"t_2143",301
"t_2144",500
"t_2145",500
"t_2146",500
"t_2147",500
"t_2148",500
"t_2149",500
"t_2150",500
"t_2151",500
"t_2152",87
"t_2153",207
"t_2154",495
"t_2155",185
"t_2156",500
"t_2157",77
"t_2158",500
"t_2159",218
"t_2160",282
"t_2161",357
"t_2162",152
"t_2163",500
"t_2164",308
"t_2165",42
"t_2166",205
"t_2167",383
"t_2168",301
"t_2169",442
"t_2170",500
"t_2171",500
"t_2172",500
"t_2173",500
"t_2174",265
"t_2175",178
"t_2176",146
"t_2177",500
"t_2178",168
"t_2179",365
"t_2180",170
"t_2181",428
"t_2182",461
"t_2183",500
"t_2184",86
"t_2185",348
"t_2186",500
"t_2187",315
"t_2188",266
"t_2189",353
"t_2190",454
"t_2191",336
"t_2192",240
"t_2193",423
"t_2194",500
"t_2195",231
"t_2196",500
"t_2197",59
"t_2198",500
"t_2199",500
"t_2200",500
"t_2201",451
"t_2202",146
"t_2203",161
"t_2204",243
"t_2205",500
"t_2206",500
"t_2207",59
"t_2208",112
"t_2209",165
"t_2210",500
"t_2211",175
"t_2212",500
"t_2213",500
"t_2214",500
"t_2215",227
"t_2216",500
"t_2217",256
"t_2218",170
"t_2219",500
"t_2220",190
"t_2221",478
"t_2222",500
"t_2223",261
"t_2224",500
"t_2225",104
"t_2226",409
"t_2227",500
"t_2228",251
"t_2229",342
"t_2230",169
"t_2231",500
"t_2232",500
"t_2233",500
"t_2234",87
"t_2235",500
"t_2236",290
"t_2237",326
"t_2238",210
"t_2239",500
"t_2240",500
"t_2241",135
"t_2242",500
"t_2243",500
"t_2244",219
"t_2245",500
"t_2246",500
"t_2247",280
"t_2248",382
"t_2249",500
"t_2250",443
"t_2251",500
"t_2252",164
"t_2253",444
"t_2254",500
"t_2255",386
"t_2256",70
"t_2257",301
"t_2258",500
"t_2259",500
"t_2260",500
"t_2261",500
"t_2262",444
"t_2263",310
"t_2264",480
"t_2265",500
"t_2266",500
"t_2267",282
"t_2268",273
"t_2269",500
"t_2270",128
"t_2271",500
"t_2272",500
"t_2273",121
"t_2274",500
"t_2275",314
"t_2276",500
"t_2277",500
"t_2278",109
"t_2279",500
"t_2280",500
"t_2281",500
"t_2282",500
"t_2283",152
"t_2284",500
"t_2285",500
"t_2286",393
"t_2287",330
"t_2288",500
"t_2289",500
"t_2290",165
"t_2291",500
"t_2292",113
"t_2293",500
"t_2294",419
"t_2295",500
"t_2296",401
"t_2297",476
"t_2298",500
"t_2299",380
"t_2300",500
"t_2301",500
"t_2302",296
"t_2303",500
"t_2304",382
"t_2305",500
"t_2306",500
"t_2307",500
"t_2308",500
"t_2309",63
"t_2310",500
"t_2311",396
"t_2312",303
"t_2313",292
"t_2314",275
"t_2315",296
"t_2316",500
"t_2317",500
"t_2318",500
"t_2319",500
"t_2320",364
"t_2321",500
"t_2322",404
"t_2323",349
"t_2324",408
"t_2325",257
"t_2326",370
"t_2327",292
"t_2328",242
"t_2329",112
"t_2330",152
"t_2331",500
"t_2332",354
"t_2333",500
"t_2334",500
"t_2335",500
"t_2336",500
"t_2337",312
"t_2338",476
"t_2339",405
"t_2340",181
"t_2341",500
"t_2342",500
"t_2343",500
"t_2344",130
"t_2345",490
"t_2346",500
"t_2347",113
"t_2348",500
"t_2349",302
"t_2350",357
"t_2351",500
"t_2352",278
"t_2353",450
"t_2354",500
"t_2355",379
"t_2356",500
"t_2357",500
"t_2358",500
"t_2359",500
"t_2360",195
"t_2361",156
"t_2362",500
"t_2363",427
"t_2364",500
"t_2365",500
"t_2366",226
"t_2367",500
"t_2368",500
"t_2369",500
"t_2370",500
"t_2371",413
"t_2372",381
"t_2373",240
"t_2374",143
"t_2375",500
"t_2376",500
"t_2377",500
"t_2378",264
"t_2379",346
"t_2380",500
"t_2381",500
"t_2382",190
"t_2383",126
"t_2384",500
"t_2385",429
"t_2386",500
"t_2387",500
"t_2388",500
"t_2389",177
"t_2390",500
"t_2391",500
"t_2392",500
"t_2393",500
"t_2394",500
"t_2395",500
"t_2396",500
"t_2397",298
"t_2398",500
"t_2399",225
"t_2400",344
"t_2401",374
"t_2402",500
"t_2403",500
"t_2404",182
"t_2405",500
"t_2406",383
"t_2407",500
"t_2408",423
"t_2409",500
"t_2410",119
"t_2411",326
"t_2412",500
"t_2413",500
"t_2414",500
"t_2415",325
"t_2416",500
"t_2417",441
"t_2418",500
"t_2419",360
"t_2420",500
"t_2421",208
"t_2422",500
"t_2423",336
"t_2424",500
"t_2425",500
"t_2426",451
"t_2427",463
"t_2428",500
"t_2429",500
"t_2430",500
"t_2431",500
"t_2432",500
"t_2433",500
"t_2434",500
"t_2435",352
"t_2436",500
"t_2437",489
"t_2438",320
"t_2439",500
"t_2440",500
"t_2441",500
"t_2442",253
"t_2443",392
"t_2444",224
"t_2445",182
"t_2446",492
"t_2447",214
"t_2448",179
"t_2449",289
"t_2450",231
"t_2451",500
"t_2452",40
"t_2453",488
"t_2454",500
"t_2455",500
"t_2456",500
"t_2457",500
"t_2458",500
"t_2459",161
"t_2460",500
"t_2461",52
"t_2462",369
"t_2463",500
"t_2464",430
"t_2465",435
"t_2466",445
"t_2467",345
"t_2468",318
"t_2469",500
"t_2470",151
"t_2471",500
"t_2472",314
"t_2473",500
"t_2474",500
"t_2475",500
"t_2476",500
"t_2477",470
"t_2478",405
"t_2479",500
"t_2480",426
"t_2481",164
"t_2482",395
"t_2483",500
"t_2484",257
"t_2485",500
"t_2486",500
"t_2487",500
"t_2488",103
"t_2489",500
"t_2490",192
"t_2491",44
"t_2492",406
"t_2493",500
"t_2494",500
"t_2495",196
"t_2496",277
"t_2497",205
"t_2498",429
"t_2499",169
"t_2500",500
"t_2501",130
"t_2502",58
"t_2503",500
"t_2504",500
"t_2505",87
"t_2506",383
"t_2507",246
"t_2508",500
"t_2509",500
"t_2510",500
"t_2511",207
"t_2512",413
"t_2513",500
"t_2514",266
"t_2515",500
"t_2516",149
"t_2517",350
"t_2518",500
"t_2519",324
"t_2520",492
"t_2521",182
"t_2522",14
"t_2523",397
"t_2524",500
"t_2525",454
"t_2526",500
"t_2527",104
"t_2528",500
"t_2529",148
"t_2530",103
"t_2531",318
"t_2532",295
"t_2533",397
"t_2534",500
"t_2535",500
"t_2536",500
"t_2537",262
"t_2538",470
"t_2539",500
"t_2540",391
"t_2541",500
"t_2542",500
"t_2543",500
"t_2544",500
"t_2545",500
"t_2546",500
"t_2547",138
"t_2548",500
"t_2549",500
"t_2550",363
"t_2551",500
"t_2552",298
"t_2553",60
"t_2554",500
"t_2555",429
"t_2556",351
"t_2557",137
"t_2558",500
"t_2559",500
"t_2560",500
"t_2561",150
"t_2562",500
"t_2563",184
"t_2564",410
"t_2565",500
"t_2566",252
"t_2567",500
"t_2568",500
"t_2569",500
"t_2570",48
"t_2571",329
"t_2572",500
"t_2573",500
"t_2574",500
"t_2575",500
"t_2576",500
"t_2577",484
"t_2578",484
"t_2579",500
"t_2580",100
"t_2581",500
"t_2582",500
"t_2583",372
"t_2584",500
"t_2585",182
"t_2586",394
"t_2587",206
"t_2588",379
"t_2589",311
"t_2590",500
"t_2591",500
"t_2592",500
"t_2593",500
"t_2594",280
"t_2595",167
"t_2596",222
"t_2597",489
"t_2598",342
"t_2599",500
"t_2600",500
"t_2601",500
"t_2602",451
"t_2603",500
"t_2604",294
"t_2605",500
"t_2606",177
"t_2607",500
"t_2608",375
"t_2609",500
"t_2610",453
"t_2611",359
"t_2612",500
"t_2613",500
"t_2614",219
"t_2615",500
"t_2616",500
"t_2617",329
"t_2618",500
"t_2619",227
"t_2620",500
"t_2621",500
"t_2622",500
"t_2623",184
"t_2624",89
"t_2625",391
"t_2626",500
"t_2627",500
"t_2628",134
"t_2629",500
"t_2630",347
"t_2631",500
"t_2632",500
"t_2633",500
"t_2634",500
"t_2635",500
"t_2636",500
"t_2637",410
"t_2638",500
"t_2639",500
"t_2640",223
"t_2641",500
"t_2642",350
"t_2643",500
"t_2644",395
"t_2645",500
"t_2646",89
"t_2647",225
"t_2648",290
"t_2649",500
"t_2650",106
"t_2651",500
"t_2652",76
"t_2653",264
"t_2654",500
"t_2655",252
"t_2656",326
"t_2657",500
"t_2658",74
"t_2659",275
"t_2660",140
"t_2661",229
"t_2662",490
"t_2663",24
"t_2664",255
"t_2665",500
"t_2666",82
"t_2667",140
"t_2668",68
"t_2669",319
"t_2670",500
"t_2671",282
"t_2672",500
"t_2673",341
"t_2674",500
"t_2675",500
"t_2676",500
"t_2677",500
"t_2678",174
"t_2679",199
"t_2680",460
"t_2681",134
"t_2682",500
"t_2683",329
"t_2684",177
"t_2685",500
"t_2686",500
"t_2687",78
"t_2688",37
"t_2689",321
"t_2690",500
"t_2691",500
"t_2692",500
"t_2693",500
"t_2694",359
"t_2695",461
"t_2696",500
"t_2697",168
"t_2698",500
"t_2699",500
"t_2700",100
"t_2701",500
"t_2702",500
"t_2703",500
"t_2704",337
"t_2705",500
"t_2706",500
"t_2707",416
"t_2708",45
"t_2709",141
"t_2710",232
"t_2711",172
"t_2712",348
"t_2713",168
"t_2714",500
"t_2715",500
"t_2716",311
"t_2717",206
"t_2718",290
"t_2719",500
"t_2720",216
"t_2721",197
"t_2722",22
"t_2723",500
"t_2724",500
"t_2725",486
"t_2726",500
"t_2727",500
"t_2728",279
"t_2729",500
"t_2730",113
"t_2731",500
"t_2732",500
"t_2733",311
"t_2734",143
"t_2735",456
"t_2736",500
"t_2737",359
"t_2738",500
"t_2739",90
"t_2740",500
"t_2741",325
"t_2742",500
"t_2743",500
"t_2744",500
"t_2745",500
"t_2746",500
"t_2747",82
"t_2748",492
"t_2749",181
"t_2750",376
"t_2751",500
"t_2752",303
"t_2753",277
"t_2754",500
"t_2755",84
"t_2756",82
"t_2757",167
"t_2758",500
"t_2759",228
"t_2760",431
"t_2761",485
"t_2762",500
"t_2763",500
"t_2764",500
"t_2765",500
"t_2766",500
"t_2767",114
"t_2768",500
"t_2769",500
"t_2770",369
"t_2771",500
"t_2772",500
"t_2773",500
"t_2774",146
"t_2775",500
"t_2776",80
"t_2777",500
"t_2778",137
"t_2779",303
"t_2780",257
"t_2781",120
"t_2782",459
"t_2783",88
"t_2784",373
"t_2785",170
"t_2786",500
"t_2787",500
"t_2788",500
"t_2789",500
"t_2790",500
"t_2791",40
"t_2792",387
"t_2793",500
"t_2794",320
"t_2795",500
"t_2796",500
"t_2797",500
"t_2798",500
"t_2799",500
"t_2800",124
"t_2801",500
"t_2802",500
"t_2803",500
"t_2804",283
"t_2805",500
"t_2806",500
"t_2807",306
"t_2808",500
"t_2809",500
"t_2810",104
"t_2811",500
"t_2812",466
"t_2813",105
"t_2814",126
"t_2815",500
"t_2816",500
"t_2817",500
"t_2818",219
"t_2819",500
"t_2820",275
"t_2821",190
"t_2822",195
"t_2823",500
"t_2824",321
"t_2825",313
"t_2826",228
"t_2827",500
"t_2828",500
"t_2829",161
"t_2830",500
"t_2831",500
"t_2832",500
"t_2833",486
"t_2834",59
"t_2835",500
"t_2836",500
"t_2837",500
"t_2838",355
"t_2839",256
"t_2840",484
"t_2841",376
"t_2842",500
"t_2843",500
"t_2844",210
"t_2845",386
"t_2846",315
"t_2847",382
"t_2848",500
"t_2849",500
"t_2850",105
"t_2851",500
"t_2852",500
"t_2853",500
"t_2854",500
"t_2855",500
"t_2856",500
"t_2857",220
"t_2858",500
"t_2859",500
"t_2860",500
"t_2861",214
"t_2862",500
"t_2863",306
"t_2864",399
"t_2865",315
"t_2866",462
"t_2867",500
"t_2868",125
"t_2869",500
"t_2870",387
"t_2871",500
"t_2872",500
"t_2873",364
"t_2874",500
"t_2875",500
"t_2876",500
"t_2877",159
"t_2878",136
"t_2879",170
"t_2880",500
"t_2881",228
"t_2882",296
"t_2883",500
"t_2884",500
"t_2885",500
"t_2886",500
"t_2887",500
"t_2888",500
"t_2889",500
"t_2890",236
"t_2891",500
"t_2892",404
"t_2893",398
"t_2894",188
"t_2895",500
"t_2896",500
"t_2897",294
"t_2898",500
"t_2899",398
"t_2900",500
"t_2901",500
"t_2902",500
"t_2903",215
"t_2904",500
"t_2905",500
"t_2906",447
"t_2907",500
"t_2908",500
"t_2909",66
"t_2910",500
"t_2911",500
"t_2912",18
"t_2913",500
"t_2914",500
"t_2915",226
"t_2916",500
"t_2917",500
"t_2918",126
"t_2919",215
"t_2920",500
"t_2921",500
"t_2922",500
"t_2923",398
"t_2924",500
"t_2925",325
"t_2926",182
"t_2927",480
"t_2928",500
"t_2929",270
"t_2930",402
"t_2931",500
"t_2932",309
"t_2933",305
"t_2934",500
"t_2935",500
"t_2936",231
"t_2937",126
"t_2938",378
"t_2939",500
"t_2940",500
"t_2941",325
"t_2942",500
"t_2943",500
"t_2944",248
"t_2945",312
"t_2946",150
"t_2947",350
"t_2948",500
"t_2949",119
"t_2950",500
"t_2951",500
"t_2952",285
"t_2953",217
"t_2954",500
"t_2955",500
"t_2956",500
"t_2957",282
"t_2958",431
"t_2959",500
"t_2960",500
"t_2961",500
"t_2962",500
"t_2963",500
"t_2964",83
"t_2965",200
"t_2966",493
"t_2967",60
"t_2968",500
"t_2969",500
"t_2970",468
"t_2971",500
"t_2972",494
"t_2973",500
"t_2974",323
"t_2975",76
"t_2976",424
"t_2977",170
"t_2978",500
"t_2979",271
"t_2980",500
"t_2981",500
"t_2982",181
"t_2983",500
"t_2984",163
"t_2985",245
"t_2986",500
"t_2987",168
"t_2988",500
"t_2989",409
"t_2990",64
"t_2991",356
"t_2992",500
"t_2993",500
"t_2994",460
"t_2995",421
"t_2996",500
"t_2997",500
"t_2998",500
"t_2999",500
"t_3000",500
"t_3001",73
"t_3002",197
"t_3003",354
"t_3004",314
"t_3005",500
"t_3006",184
"t_3007",482
"t_3008",255
"t_3009",500
"t_3010",373
"t_3011",456
"t_3012",287
"t_3013",478
"t_3014",114
"t_3015",500
"t_3016",378
"t_3017",264
"t_3018",313
"t_3019",246
"t_3020",480
"t_3021",315
"t_3022",237
"t_3023",500
"t_3024",500
"t_3025",500
"t_3026",500
"t_3027",329
"t_3028",500
"t_3029",500
"t_3030",292
"t_3031",226
"t_3032",500
"t_3033",500
"t_3034",500
"t_3035",164
"t_3036",290
"t_3037",500
"t_3038",500
"t_3039",147
"t_3040",500
"t_3041",500
"t_3042",500
"t_3043",191
"t_3044",209
"t_3045",352
"t_3046",191
"t_3047",500
"t_3048",500
"t_3049",500
"t_3050",500
"t_3051",500
"t_3052",220
"t_3053",500
"t_3054",500
"t_3055",435
"t_3056",500
"t_3057",500
"t_3058",146
"t_3059",461
"t_3060",411
"t_3061",112
"t_3062",500
"t_3063",125
"t_3064",500
"t_3065",500
"t_3066",500
"t_3067",319
"t_3068",138
"t_3069",315
"t_3070",500
"t_3071",500
"t_3072",292
"t_3073",260
"t_3074",500
"t_3075",500
"t_3076",334
"t_3077",500
"t_3078",500
"t_3079",500
"t_3080",500
"t_3081",172
"t_3082",500
"t_3083",500
"t_3084",500
"t_3085",145
"t_3086",500
"t_3087",186
"t_3088",500
"t_3089",74
"t_3090",500
"t_3091",274
"t_3092",500
"t_3093",330
"t_3094",500
"t_3095",500
"t_3096",500
"t_3097",236
"t_3098",500
"t_3099",310
"t_3100",52
"t_3101",153
"t_3102",500
"t_3103",500
"t_3104",500
"t_3105",337
"t_3106",70
"t_3107",427
"t_3108",425
"t_3109",432
"t_3110",500
"t_3111",500
"t_3112",500
"t_3113",414
"t_3114",360
"t_3115",357
"t_3116",500
"t_3117",500
"t_3118",500
"t_3119",120
"t_3120",500
"t_3121",500
"t_3122",205
"t_3123",500
"t_3124",397
"t_3125",500
"t_3126",187
"t_3127",500
"t_3128",500
"t_3129",500
"t_3130",436
"t_3131",500
"t_3132",278
"t_3133",500
"t_3134",237
"t_3135",375
"t_3136",500
"t_3137",224
"t_3138",500
"t_3139",500
"t_3140",500
"t_3141",272
"t_3142",273
"t_3143",500
"t_3144",193
"t_3145",459
"t_3146",296
"t_3147",196
"t_3148",110
"t_3149",139
"t_3150",288
"t_3151",500
"t_3152",145
"t_3153",266
"t_3154",221
"t_3155",216
"t_3156",451
"t_3157",340
"t_3158",224
"t_3159",500
"t_3160",500
"t_3161",315
"t_3162",238
"t_3163",500
"t_3164",166
"t_3165",500
"t_3166",455
"t_3167",490
"t_3168",500
"t_3169",461
"t_3170",79
"t_3171",500
"t_3172",389
"t_3173",303
"t_3174",177
"t_3175",250
"t_3176",500
"t_3177",391
"t_3178",500
"t_3179",500
"t_3180",500
"t_3181",500
"t_3182",274
"t_3183",500
"t_3184",479
"t_3185",500
"t_3186",474
"t_3187",500
"t_3188",500
"t_3189",500
"t_3190",500
"t_3191",500
"t_3192",500
"t_3193",500
"t_3194",500
"t_3195",288
"t_3196",432
"t_3197",429
"t_3198",500
"t_3199",222
"t_3200",500
"t_3201",500
"t_3202",404
"t_3203",500
"t_3204",500
"t_3205",270
"t_3206",188
"t_3207",500
"t_3208",228
"t_3209",342
"t_3210",344
"t_3211",372
"t_3212",91
"t_3213",500
"t_3214",500
"t_3215",106
"t_3216",500
"t_3217",500
"t_3218",500
"t_3219",500
"t_3220",163
"t_3221",500
"t_3222",66
"t_3223",500
"t_3224",500
"t_3225",359
"t_3226",492
"t_3227",500
"t_3228",500
"t_3229",270
"t_3230",500
"t_3231",500
"t_3232",344
"t_3233",439
"t_3234",454
"t_3235",40
"t_3236",500
"t_3237",500
"t_3238",500
"t_3239",450
"t_3240",54
"t_3241",205
"t_3242",399
"t_3243",476
"t_3244",500
"t_3245",500
"t_3246",500
"t_3247",224
"t_3248",500
"t_3249",500
"t_3250",59
"t_3251",259
"t_3252",500
"t_3253",500
"t_3254",500
"t_3255",254
"t_3256",500
"t_3257",300
"t_3258",500
"t_3259",500
"t_3260",250
"t_3261",216
"t_3262",333
"t_3263",500
"t_3264",500
"t_3265",328
"t_3266",466
"t_3267",465
"t_3268",500
"t_3269",225
"t_3270",500
"t_3271",471
"t_3272",500
"t_3273",145
"t_3274",500
"t_3275",154
"t_3276",93
"t_3277",425
"t_3278",337
"t_3279",166
"t_3280",95
"t_3281",453
"t_3282",329
"t_3283",105
"t_3284",500
"t_3285",500
"t_3286",282
"t_3287",442
"t_3288",135
"t_3289",500
"t_3290",500
"t_3291",500
"t_3292",36
"t_3293",500
"t_3294",267
"t_3295",500
"t_3296",140
"t_3297",497
"t_3298",161
"t_3299",500
"t_3300",500
"t_3301",350
"t_3302",293
"t_3303",392
"t_3304",327
"t_3305",257
"t_3306",224
"t_3307",170
"t_3308",500
"t_3309",287
"t_3310",118
"t_3311",266
"t_3312",500
"t_3313",400
"t_3314",432
"t_3315",332
"t_3316",500
"t_3317",312
"t_3318",500
"t_3319",500
"t_3320",268
"t_3321",500
"t_3322",168
"t_3323",500
"t_3324",500
"t_3325",500
"t_3326",500
"t_3327",500
"t_3328",500
"t_3329",153
"t_3330",500
"t_3331",500
"t_3332",500
"t_3333",500
"t_3334",107
"t_3335",500
"t_3336",273
"t_3337",500
"t_3338",500
"t_3339",165
"t_3340",291
"t_3341",408
"t_3342",500
"t_3343",500
"t_3344",163
"t_3345",205
"t_3346",500
"t_3347",500
"t_3348",162
"t_3349",500
"t_3350",429
"t_3351",435
"t_3352",500
"t_3353",120
"t_3354",500
"t_3355",134
"t_3356",500
"t_3357",500
"t_3358",344
"t_3359",500
"t_3360",341
"t_3361",259
"t_3362",500
"t_3363",307
"t_3364",437
"t_3365",500
"t_3366",449
"t_3367",500
"t_3368",500
"t_3369",361
"t_3370",337
"t_3371",123
"t_3372",69
"t_3373",500
"t_3374",500
"t_3375",500
"t_3376",500
"t_3377",220
"t_3378",456
"t_3379",500
"t_3380",482
"t_3381",500
"t_3382",301
"t_3383",500
"t_3384",200
"t_3385",500
"t_3386",442
"t_3387",500
"t_3388",500
"t_3389",500
"t_3390",500
"t_3391",500
"t_3392",500
"t_3393",500
"t_3394",149
"t_3395",195
"t_3396",62
"t_3397",486
"t_3398",500
"t_3399",500
"t_3400",500
"t_3401",164
"t_3402",500
"t_3403",500
"t_3404",134
"t_3405",500
"t_3406",500
"t_3407",421
"t_3408",240
"t_3409",172
"t_3410",500
"t_3411",500
"t_3412",500
"t_3413",335
"t_3414",283
"t_3415",219
"t_3416",228
"t_3417",500
"t_3418",126
"t_3419",500
"t_3420",260
"t_3421",494
"t_3422",500
"t_3423",243
"t_3424",314
"t_3425",500
"t_3426",197
"t_3427",81
"t_3428",276
"t_3429",500
"t_3430",315
"t_3431",209
"t_3432",500
"t_3433",500
"t_3434",182
"t_3435",334
"t_3436",326
"t_3437",500
"t_3438",500
"t_3439",500
"t_3440",500
"t_3441",347
"t_3442",500
"t_3443",399
"t_3444",500
"t_3445",500
"t_3446",299
"t_3447",500
"t_3448",300
"t_3449",406
"t_3450",500
"t_3451",421
"t_3452",419
"t_3453",500
"t_3454",500
"t_3455",375
"t_3456",500
"t_3457",380
"t_3458",500
"t_3459",500
"t_3460",500
"t_3461",500
"t_3462",500
"t_3463",500
"t_3464",500
"t_3465",187
"t_3466",261
"t_3467",65
"t_3468",500
"t_3469",500
"t_3470",500
"t_3471",500
"t_3472",500
"t_3473",384
"t_3474",447
"t_3475",500
"t_3476",441
"t_3477",137
"t_3478",361
"t_3479",500
"t_3480",500
"t_3481",500
"t_3482",122
"t_3483",500
"t_3484",500
"t_3485",500
"t_3486",107
"t_3487",202
"t_3488",500
"t_3489",456
"t_3490",296
"t_3491",500
"t_3492",295
"t_3493",500
"t_3494",500
"t_3495",349
"t_3496",500
"t_3497",500
"t_3498",344
"t_3499",500
"t_3500",500
"t_3501",222
"t_3502",151
"t_3503",500
"t_3504",500
"t_3505",124
"t_3506",500
"t_3507",500
"t_3508",500
"t_3509",500
"t_3510",500
"t_3511",500
"t_3512",411
"t_3513",500
"t_3514",129
"t_3515",500
"t_3516",481
"t_3517",399
"t_3518",500
"t_3519",392
"t_3520",500
"t_3521",500
"t_3522",500
"t_3523",500
"t_3524",414
"t_3525",370
"t_3526",500
"t_3527",500
"t_3528",500
"t_3529",194
"t_3530",235
"t_3531",500
"t_3532",500
"t_3533",500
"t_3534",500
"t_3535",500
"t_3536",500
"t_3537",184
"t_3538",30
"t_3539",500
"t_3540",500
"t_3541",500
"t_3542",500
"t_3543",179
"t_3544",500
"t_3545",151
"t_3546",500
"t_3547",500
"t_3548",468
"t_3549",500
"t_3550",213
"t_3551",500
"t_3552",500
"t_3553",365
"t_3554",500
"t_3555",500
"t_3556",376
"t_3557",500
"t_3558",500
"t_3559",336
"t_3560",500
"t_3561",224
"t_3562",441
"t_3563",215
"t_3564",500
"t_3565",500
"t_3566",388
"t_3567",500
"t_3568",249
"t_3569",500
"t_3570",500
"t_3571",500
"t_3572",240
"t_3573",459
"t_3574",500
"t_3575",338
"t_3576",500
"t_3577",500
"t_3578",500
"t_3579",462
"t_3580",341
"t_3581",500
"t_3582",500
"t_3583",500
"t_3584",500
"t_3585",250
"t_3586",500
"t_3587",157
"t_3588",500
"t_3589",500
"t_3590",170
"t_3591",500
"t_3592",500
"t_3593",321
"t_3594",319
"t_3595",268
"t_3596",500
"t_3597",500
"t_3598",500
"t_3599",500
"t_3600",500
"t_3601",434
"t_3602",433
"t_3603",500
"t_3604",500
"t_3605",116
"t_3606",500
"t_3607",500
"t_3608",500
"t_3609",500
"t_3610",500
"t_3611",500
"t_3612",500
"t_3613",239
"t_3614",471
"t_3615",212
"t_3616",256
"t_3617",500
"t_3618",500
"t_3619",500
