"employee_id","promote_level_1","promote_level_2","time_work","promote_general","intern","num_job","num_company"
"t_3006",0,0,1751,0,0,2,2
"t_3008",0,0,8143,0,1,4,3
"t_3009",0,0,1843,0,0,3,3
"t_3010",1,1,2526,1,0,3,2
"t_3011",0,0,1857,0,0,3,3
"t_3012",0,0,747,0,0,1,1
"t_3013",0,0,2389,0,0,3,1
"t_3016",0,0,1325,0,0,2,1
"t_3017",0,1,974,1,0,1,1
"t_3018",0,0,1478,0,0,3,3
"t_3019",0,1,1522,1,0,1,1
"t_3020",0,1,4946,1,0,2,1
"t_3021",0,0,655,0,0,1,1
"t_3024",1,0,2208,1,0,3,2
"t_3025",1,1,2389,1,0,2,2
"t_3026",0,0,2738,0,0,3,3
"t_3027",0,0,563,0,0,1,1
"t_3028",0,0,869,0,0,2,2
"t_3029",0,0,1659,0,1,2,2
"t_3030",0,0,457,0,0,1,1
"t_3031",0,0,1036,0,0,3,2
"t_3033",0,0,1416,0,0,2,2
"t_3035",0,0,5372,0,0,2,2
"t_3036",1,0,2573,1,0,3,2
"t_3037",0,0,4338,0,0,4,4
"t_3038",1,0,701,1,0,3,3
"t_3039",0,1,6287,1,0,5,1
"t_3040",0,0,838,0,0,2,1
"t_3041",0,0,1706,0,0,2,2
"t_3042",0,0,30,0,0,1,1
"t_3043",0,0,532,0,0,3,3
"t_3044",0,0,153,0,0,1,1
"t_3046",0,0,351,0,0,1,1
"t_3047",0,0,365,0,1,1,1
"t_3048",0,0,2664,0,0,4,4
"t_3049",0,1,2969,1,0,4,3
"t_3050",0,0,290,0,0,1,1
"t_3051",0,0,1416,0,0,4,4
"t_3052",0,0,1720,0,0,1,1
"t_3053",0,0,945,0,0,3,3
"t_3054",0,0,2208,0,0,3,3
"t_3055",0,0,1325,0,0,4,4
"t_3056",0,0,2101,0,0,2,2
"t_3057",0,0,563,0,0,1,1
"t_3058",0,0,777,0,0,2,1
"t_3059",0,0,1386,0,1,3,2
"t_3060",0,0,989,0,0,1,1
"t_3061",0,0,655,0,0,1,1
"t_3063",0,1,838,1,0,1,1
"t_3064",0,0,1447,0,0,2,1
"t_3065",0,0,1781,0,0,4,1
"t_3066",0,0,1308,0,0,3,3
"t_3067",0,0,184,0,0,1,1
"t_3068",0,0,1068,0,0,2,2
"t_3069",0,0,928,0,1,2,2
"t_3070",0,0,808,0,0,5,5
"t_3071",0,0,167,0,0,2,2
"t_3072",0,0,1583,0,0,1,1
"t_3074",0,0,1917,0,0,2,2
"t_3075",0,0,655,0,0,2,1
"t_3076",0,0,2299,0,0,4,4
"t_3077",0,1,578,1,0,3,3
"t_3078",0,0,1965,0,0,5,4
"t_3079",0,0,1965,0,0,2,2
"t_3080",0,0,3212,0,0,3,1
"t_3081",0,0,184,0,0,1,1
"t_3082",0,0,3485,0,0,4,4
"t_3083",0,0,290,0,0,2,2
"t_3084",1,0,1508,1,0,2,2
"t_3085",0,0,2939,0,0,2,2
"t_3086",0,0,1781,0,0,2,2
"t_3087",0,0,1263,0,0,2,2
"t_3088",1,0,443,1,0,5,3
"t_3089",0,0,747,0,0,2,1
"t_3090",0,0,1430,0,0,4,4
"t_3091",0,0,198,0,0,1,1
"t_3092",0,0,3485,0,0,3,1
"t_3093",0,0,NA,0,0,3,3
"t_3094",1,0,2908,1,0,4,4
"t_3095",1,0,1551,1,0,4,3
"t_3096",0,0,1249,0,0,3,3
"t_3097",0,0,624,0,1,1,1
"t_3098",0,0,1979,0,0,5,5
"t_3099",0,0,655,0,0,2,2
"t_3100",0,0,259,0,0,1,1
"t_3101",0,0,1325,0,0,2,2
"t_3102",0,0,2511,0,0,5,3
"t_3104",0,0,184,0,0,1,1
"t_3105",0,0,351,0,0,1,1
"t_3106",0,0,1173,0,0,2,2
"t_3107",0,0,1965,0,0,1,1
"t_3108",0,0,3972,0,0,3,2
"t_3109",0,0,1965,0,0,5,5
"t_3111",0,1,1993,1,0,2,2
"t_3112",0,0,290,0,1,1,1
"t_3113",0,0,351,0,0,1,1
"t_3114",0,0,2664,0,0,1,1
"t_3115",0,0,2238,0,0,4,4
"t_3116",0,0,2816,0,0,3,3
"t_3117",0,0,1812,0,0,3,3
"t_3118",0,0,1827,0,0,2,2
"t_3119",1,0,3273,1,0,2,2
"t_3120",0,0,2542,0,0,3,2
"t_3121",0,0,2389,0,0,2,2
"t_3122",0,0,229,0,0,1,1
"t_3124",0,0,532,0,0,1,1
"t_3126",0,0,198,0,0,1,1
"t_3127",0,0,1188,0,0,1,1
"t_3128",0,0,1173,0,1,2,2
"t_3129",0,0,NA,0,0,3,3
"t_3130",0,0,443,0,0,1,1
"t_3131",1,1,2664,1,0,5,2
"t_3132",0,0,1539,0,0,5,4
"t_3133",0,0,1416,0,1,2,2
"t_3134",0,0,1112,0,0,3,2
"t_3135",0,0,1751,0,0,3,3
"t_3136",0,0,2116,0,0,2,2
"t_3138",0,0,1416,0,0,5,3
"t_3139",1,0,1020,1,0,4,4
"t_3140",0,1,1050,1,0,2,1
"t_3141",0,0,1993,0,0,3,3
"t_3142",0,0,655,0,0,2,2
"t_3143",0,0,1873,0,0,2,2
"t_3144",0,0,290,0,0,1,1
"t_3145",0,0,1887,0,0,2,2
"t_3146",0,0,1690,0,0,2,2
"t_3147",0,0,2450,0,0,2,2
"t_3148",0,0,959,0,0,2,1
"t_3149",0,0,1478,0,0,2,2
"t_3150",0,0,3273,0,1,3,2
"t_3151",0,1,2146,1,0,3,2
"t_3152",0,0,1659,0,0,2,2
"t_3153",0,0,1720,0,0,2,2
"t_3154",0,0,518,0,0,2,2
"t_3156",0,0,989,0,0,2,2
"t_3157",0,0,563,0,0,1,1
"t_3158",0,0,2299,0,0,1,1
"t_3161",0,0,2146,0,0,5,4
"t_3162",0,0,4034,0,0,3,2
"t_3163",0,1,1812,1,0,2,1
"t_3164",0,0,1600,0,0,2,2
"t_3166",0,0,382,0,0,1,1
"t_3167",0,0,1600,0,0,4,3
"t_3168",0,1,1735,1,0,2,1
"t_3169",0,0,351,0,0,1,1
"t_3170",0,0,1294,0,1,2,2
"t_3171",0,1,4703,1,0,3,3
"t_3172",0,0,2146,0,0,4,4
"t_3173",0,0,1965,0,0,4,4
"t_3174",0,0,2695,0,0,2,2
"t_3175",0,0,1203,0,0,1,1
"t_3176",1,0,1934,1,0,3,2
"t_3178",1,0,1508,1,0,4,1
"t_3179",0,0,3334,0,0,2,1
"t_3180",0,0,3730,0,0,4,4
"t_3181",0,0,2877,0,0,3,3
"t_3182",0,0,NA,0,0,1,1
"t_3183",0,0,594,0,1,3,3
"t_3185",0,0,594,0,0,2,2
"t_3186",0,0,1447,0,0,1,1
"t_3187",0,0,167,0,0,1,1
"t_3188",0,0,1904,0,1,1,1
"t_3189",0,0,1539,0,0,3,2
"t_3190",0,0,655,0,0,3,2
"t_3191",0,0,777,0,0,2,2
"t_3192",1,0,914,1,0,3,2
"t_3193",1,1,1569,1,0,4,4
"t_3194",0,0,473,0,0,1,1
"t_3195",0,0,3273,0,1,3,2
"t_3196",0,0,1781,0,0,3,2
"t_3197",0,1,838,1,0,2,2
"t_3198",1,0,1569,1,0,4,3
"t_3199",0,0,823,0,0,1,1
"t_3200",0,0,1949,0,0,2,2
"t_3201",0,0,685,0,0,3,3
"t_3202",0,0,563,0,0,2,1
"t_3203",0,0,1294,0,1,1,1
"t_3204",0,0,851,0,0,3,3
"t_3205",0,0,1812,0,0,2,2
"t_3206",0,0,229,0,0,1,1
"t_3207",0,0,1734,0,0,3,2
"t_3209",0,0,5372,0,0,3,3
"t_3210",0,0,2085,0,0,5,4
"t_3211",0,0,259,0,1,1,1
"t_3212",0,0,62,0,0,1,1
"t_3213",0,1,3120,1,0,3,1
"t_3215",0,0,777,0,0,1,1
"t_3216",0,0,274,0,0,2,2
"t_3217",1,0,897,1,0,1,1
"t_3218",0,0,1934,0,0,4,4
"t_3220",0,0,1659,0,0,2,2
"t_3221",0,0,1355,0,0,2,1
"t_3222",0,0,NA,0,0,2,2
"t_3223",0,0,275,0,0,1,1
"t_3224",0,0,1325,0,0,3,2
"t_3225",0,0,532,0,0,2,2
"t_3226",0,0,2252,0,0,3,3
"t_3227",0,0,3365,0,0,4,4
"t_3228",0,0,1416,0,1,1,1
"t_3229",0,0,3304,0,0,2,2
"t_3231",0,0,2816,0,0,3,3
"t_3232",0,0,1965,0,0,1,1
"t_3233",0,0,2450,0,0,2,2
"t_3234",0,0,2085,0,0,2,2
"t_3235",0,0,4156,0,0,3,3
"t_3236",0,0,3120,0,0,2,2
"t_3237",0,0,3972,0,0,4,4
"t_3238",0,0,1539,0,1,2,2
"t_3239",0,0,685,0,0,1,1
"t_3240",0,0,1569,0,0,2,1
"t_3241",0,0,229,0,0,1,1
"t_3242",0,0,0,0,0,1,1
"t_3243",0,0,1234,0,0,2,2
"t_3245",0,0,2024,0,0,5,2
"t_3246",0,0,2269,0,0,4,4
"t_3247",0,0,1600,0,0,2,2
"t_3248",0,0,624,0,0,4,4
"t_3249",0,0,5922,0,0,1,1
"t_3250",0,0,563,0,1,1,1
"t_3251",0,0,290,0,1,1,1
"t_3252",0,0,2847,0,1,4,4
"t_3253",1,1,1843,1,0,5,2
"t_3254",0,0,1050,0,1,3,1
"t_3256",0,0,2116,0,0,2,2
"t_3258",0,0,2269,0,0,2,2
"t_3260",0,0,1447,0,0,1,1
"t_3261",0,0,563,0,0,2,2
"t_3262",0,0,6164,0,0,4,4
"t_3263",0,0,1461,0,0,1,1
"t_3264",0,0,869,0,1,2,1
"t_3265",0,0,1904,0,0,3,3
"t_3266",0,0,3242,0,0,1,1
"t_3267",0,0,395,0,0,2,2
"t_3268",0,0,532,0,0,2,2
"t_3269",0,0,3365,0,0,1,1
"t_3270",1,1,7687,1,0,3,2
"t_3271",0,0,1020,0,0,1,1
"t_3272",0,0,1416,0,0,1,1
"t_3273",0,0,504,0,0,1,1
"t_3274",0,0,1751,0,0,3,3
"t_3275",0,0,1173,0,1,3,3
"t_3276",0,0,700,0,0,1,1
"t_3277",0,0,1751,0,0,4,3
"t_3278",0,0,2908,0,1,2,2
"t_3279",0,0,563,0,0,1,1
"t_3280",0,0,259,0,0,1,1
"t_3281",0,0,624,0,0,2,2
"t_3282",0,0,1628,0,0,2,2
"t_3283",0,0,504,0,0,1,1
"t_3284",1,0,NA,1,0,5,4
"t_3287",0,0,1508,0,0,2,2
"t_3288",0,0,3212,0,0,2,2
"t_3289",0,0,4125,0,0,5,4
"t_3290",0,0,838,0,0,2,2
"t_3292",0,0,2024,0,0,3,2
"t_3293",0,0,1659,0,0,4,4
"t_3294",0,0,365,0,0,3,3
"t_3295",0,0,1155,0,0,2,1
"t_3296",0,0,1355,0,0,3,3
"t_3297",0,0,1600,0,0,3,2
"t_3298",0,0,320,0,0,1,1
"t_3299",0,0,1386,0,0,1,1
"t_3300",0,0,335,0,0,1,1
"t_3301",0,0,869,0,1,2,2
"t_3302",0,0,2724,0,0,3,3
"t_3303",0,0,1416,0,0,3,2
"t_3304",0,0,2299,0,0,2,2
"t_3305",0,0,121,0,0,2,1
"t_3307",0,0,NA,0,0,1,1
"t_3308",1,0,2420,1,0,2,2
"t_3309",0,0,5617,0,0,2,2
"t_3310",0,0,3304,0,0,2,2
"t_3311",0,0,1720,0,0,2,2
"t_3312",0,0,NA,0,0,1,1
"t_3313",0,0,1234,0,0,2,2
"t_3314",0,0,3000,0,0,4,4
"t_3315",0,1,2146,1,0,4,3
"t_3316",0,0,897,0,0,2,1
"t_3317",0,0,2877,0,0,3,2
"t_3318",1,0,2816,1,0,2,1
"t_3319",0,0,6195,0,0,3,3
"t_3320",0,0,1081,0,0,2,2
"t_3321",0,0,1781,0,1,2,1
"t_3322",0,0,563,0,0,1,1
"t_3323",0,0,NA,0,0,4,2
"t_3324",0,0,351,0,0,1,1
"t_3325",0,0,685,0,0,1,1
"t_3326",0,0,1948,0,0,3,2
"t_3327",1,0,1004,1,0,2,2
"t_3328",1,0,2634,1,0,4,2
"t_3329",0,0,290,0,0,1,1
"t_3331",0,0,2252,0,0,3,3
"t_3332",0,0,577,0,0,1,1
"t_3333",1,0,2389,1,0,5,4
"t_3334",0,0,869,0,0,4,3
"t_3335",0,0,1904,0,0,3,3
"t_3336",0,0,959,0,0,1,1
"t_3337",0,0,139,0,1,1,1
"t_3338",0,0,2939,0,0,3,3
"t_3339",0,0,1812,0,0,3,2
"t_3340",0,0,777,0,0,1,1
"t_3341",1,0,2511,1,0,3,2
"t_3342",1,0,2055,1,0,3,1
"t_3343",0,0,1690,0,0,2,2
"t_3344",0,0,1600,0,0,2,2
"t_3345",0,0,1478,0,0,2,1
"t_3346",0,0,351,0,0,1,1
"t_3347",0,0,2724,0,0,5,5
"t_3348",0,0,1826,0,0,1,1
"t_3349",0,0,685,0,1,2,1
"t_3351",0,0,1325,0,0,4,4
"t_3352",0,0,1386,0,0,2,2
"t_3353",0,0,1873,0,1,1,1
"t_3354",0,0,1600,0,0,5,5
"t_3355",0,0,2786,0,0,2,2
"t_3356",0,0,1720,0,0,2,2
"t_3357",1,0,5221,1,0,4,3
"t_3358",0,0,1569,0,0,1,1
"t_3359",0,0,1020,0,0,4,4
"t_3360",0,0,1355,0,0,1,1
"t_3361",0,0,NA,0,0,2,2
"t_3363",1,0,1186,1,0,2,2
"t_3364",0,0,973,0,1,2,1
"t_3365",0,0,304,0,0,1,1
"t_3366",0,0,1325,0,0,2,2
"t_3367",0,0,1112,0,0,3,3
"t_3369",0,0,1720,0,0,3,3
"t_3370",0,0,1751,0,0,4,3
"t_3371",0,0,685,0,0,2,1
"t_3372",0,0,1325,0,0,2,2
"t_3373",0,0,655,0,0,1,1
"t_3374",1,0,1934,1,0,5,5
"t_3375",0,0,2269,0,0,3,3
"t_3376",0,1,1843,1,0,4,3
"t_3377",0,0,443,0,0,1,1
"t_3378",0,0,1751,0,0,3,2
"t_3379",0,0,532,0,0,2,1
"t_3380",0,0,1812,0,0,2,1
"t_3381",0,0,1112,0,1,2,2
"t_3382",0,0,1065,0,0,1,1
"t_3383",1,0,NA,1,0,5,4
"t_3384",0,0,594,0,0,2,2
"t_3385",0,0,7444,0,0,3,2
"t_3386",1,0,1720,1,0,4,3
"t_3387",0,0,473,0,0,1,1
"t_3388",1,0,1478,1,0,5,3
"t_3389",0,0,2877,0,0,3,3
"t_3390",1,1,1993,1,0,5,3
"t_3391",0,0,1203,0,0,4,4
"t_3393",1,0,716,1,0,3,3
"t_3394",0,0,1173,0,1,1,1
"t_3395",0,0,1628,0,0,2,2
"t_3396",0,0,412,0,0,1,1
"t_3397",0,1,1325,1,0,2,2
"t_3398",0,0,4430,0,0,4,4
"t_3399",0,0,2116,0,0,4,4
"t_3400",1,0,759,1,0,3,3
"t_3401",0,0,3669,0,0,4,4
"t_3402",0,0,1050,0,0,3,1
"t_3403",0,0,1263,0,0,2,2
"t_3404",0,0,NA,0,0,3,2
"t_3406",1,0,1569,1,0,3,2
"t_3407",1,0,3120,1,0,3,3
"t_3408",0,0,1843,0,0,3,3
"t_3409",0,0,1508,0,0,2,1
"t_3410",0,0,1659,0,0,5,5
"t_3411",0,1,5769,1,0,2,2
"t_3412",0,0,3273,0,0,5,4
"t_3414",0,0,577,0,0,2,2
"t_3415",0,0,685,0,0,1,1
"t_3417",1,1,2724,1,0,5,5
"t_3418",0,0,1050,0,0,2,2
"t_3419",0,0,1112,0,0,2,2
"t_3420",0,0,290,0,1,1,1
"t_3421",1,0,1873,1,0,5,5
"t_3422",0,0,443,0,0,2,1
"t_3423",1,1,2816,1,0,5,4
"t_3424",0,0,382,0,1,1,1
"t_3425",0,0,563,0,0,4,4
"t_3426",0,0,320,0,0,1,1
"t_3427",0,0,1508,0,0,4,2
"t_3428",0,0,2847,0,0,3,3
"t_3429",0,0,1155,0,0,2,1
"t_3430",0,0,443,0,1,1,1
"t_3431",0,1,2389,1,0,3,2
"t_3432",1,0,212,1,0,2,2
"t_3433",1,0,884,1,0,4,3
"t_3434",0,0,1478,0,1,1,1
"t_3435",0,0,624,0,0,1,1
"t_3436",0,0,716,0,0,1,1
"t_3437",0,0,351,0,1,1,1
"t_3438",0,0,1600,0,1,3,1
"t_3439",0,0,2816,0,0,3,3
"t_3440",0,0,2634,0,0,4,3
"t_3441",0,0,1508,0,1,1,1
"t_3442",0,0,2358,0,0,2,2
"t_3443",0,0,563,0,0,3,3
"t_3444",0,0,5464,0,0,2,2
"t_3445",0,0,1308,0,0,3,3
"t_3446",0,0,3181,0,0,2,2
"t_3447",0,0,624,0,0,2,1
"t_3448",0,0,365,0,0,1,1
"t_3449",1,0,2299,1,0,5,5
"t_3450",1,0,2755,1,0,2,2
"t_3451",0,0,1781,0,1,3,3
"t_3452",0,0,1050,0,0,2,2
"t_3454",0,0,2250,0,0,3,3
"t_3455",0,0,2146,0,0,2,2
"t_3456",0,0,594,0,1,3,3
"t_3457",0,0,1539,0,0,3,2
"t_3458",0,0,2299,0,0,2,2
"t_3459",0,1,2816,1,0,4,2
"t_3460",0,0,1294,0,0,3,2
"t_3461",0,0,259,0,0,1,1
"t_3462",0,0,504,0,0,3,3
"t_3463",1,0,2816,1,0,2,1
"t_3464",1,1,959,1,0,4,3
"t_3465",0,0,167,0,0,1,1
"t_3466",0,0,2238,0,0,3,2
"t_3467",0,0,808,0,0,2,2
"t_3468",0,0,4522,0,0,5,5
"t_3469",0,0,2634,0,0,3,3
"t_3470",1,0,1843,1,0,2,1
"t_3471",1,1,1553,1,0,2,1
"t_3472",0,1,761,1,0,2,2
"t_3473",0,0,1781,0,0,1,1
"t_3474",0,0,913,0,0,2,1
"t_3475",0,0,443,0,0,2,2
"t_3476",0,0,3881,0,0,4,4
"t_3477",0,0,290,0,0,1,1
"t_3478",0,0,1600,0,0,2,2
"t_3479",0,0,2238,0,0,5,3
"t_3480",0,0,1416,0,0,1,1
"t_3481",1,0,563,1,0,1,1
"t_3482",0,0,229,0,0,1,1
"t_3483",0,0,624,0,1,1,1
"t_3484",0,0,NA,0,0,2,2
"t_3485",0,0,1812,0,0,3,2
"t_3486",0,0,351,0,1,1,1
"t_3488",0,0,1720,0,0,2,2
"t_3489",0,0,2358,0,0,1,1
"t_3490",0,0,1873,0,0,2,2
"t_3491",0,0,184,0,0,1,1
"t_3492",0,0,1173,0,1,2,2
"t_3493",0,0,973,0,0,2,2
"t_3494",0,0,1416,0,0,1,1
"t_3495",0,0,897,0,0,4,4
"t_3496",0,0,1720,0,0,4,3
"t_3498",0,0,3972,0,0,2,2
"t_3499",0,0,1386,0,0,2,2
"t_3500",0,0,2299,0,0,2,1
"t_3501",0,0,655,0,0,3,1
"t_3502",0,0,1142,0,0,3,2
"t_3504",0,0,443,0,0,2,1
"t_3505",0,0,412,0,0,1,1
"t_3506",0,1,1234,1,0,1,1
"t_3507",0,0,791,0,0,2,2
"t_3508",0,0,3242,0,0,4,4
"t_3509",0,0,2146,0,0,2,2
"t_3510",0,0,4550,0,0,4,3
"t_3511",1,1,1508,1,0,3,2
"t_3512",0,0,1934,0,0,4,4
"t_3514",0,0,3030,0,0,3,2
"t_3516",0,0,3426,0,0,2,2
"t_3517",1,1,1124,1,1,2,2
"t_3518",0,0,2481,0,0,3,3
"t_3519",0,0,2269,0,0,2,2
"t_3520",0,0,1628,0,0,5,5
"t_3521",0,0,1186,0,0,3,3
"t_3522",1,0,3242,1,0,3,3
"t_3524",0,0,1569,0,0,3,2
"t_3525",0,0,2695,0,1,3,2
"t_3526",0,0,2481,0,0,4,4
"t_3527",0,0,1142,0,0,4,4
"t_3528",0,0,1600,0,0,3,3
"t_3529",0,0,685,0,1,2,1
"t_3530",0,1,1416,1,0,2,2
"t_3531",1,0,2695,1,0,5,5
"t_3532",0,0,2358,0,0,3,1
"t_3533",0,0,1934,0,0,4,4
"t_3534",1,0,884,1,0,4,3
"t_3535",1,0,2542,1,0,5,5
"t_3536",0,0,259,0,0,2,2
"t_3537",0,0,1081,0,0,1,1
"t_3538",0,0,3304,0,0,2,2
"t_3539",0,1,1294,1,0,3,2
"t_3540",0,0,1173,0,0,5,4
"t_3541",0,0,1173,0,0,2,2
"t_3543",0,0,1720,0,0,1,1
"t_3544",0,0,2724,0,0,5,5
"t_3545",0,0,181,0,0,1,1
"t_3546",0,0,1325,0,0,4,3
"t_3547",0,0,320,0,1,1,1
"t_3548",0,0,1539,0,0,3,3
"t_3549",0,0,3000,0,0,3,3
"t_3551",0,0,838,0,0,1,1
"t_3552",1,1,2724,1,0,5,3
"t_3553",0,0,504,0,0,1,1
"t_3554",1,0,2299,1,0,2,1
"t_3555",1,0,1173,1,0,2,1
"t_3556",0,0,685,0,0,2,2
"t_3557",0,0,928,0,0,2,2
"t_3558",0,0,NA,0,0,5,5
"t_3559",0,0,1173,0,0,2,2
"t_3560",0,0,473,0,1,1,1
"t_3561",0,0,1294,0,0,1,1
"t_3562",0,0,1781,0,0,2,2
"t_3563",1,0,3395,1,0,4,3
"t_3564",0,0,730,0,0,2,2
"t_3565",0,0,3607,0,0,3,3
"t_3566",0,0,758,0,0,5,1
"t_3567",0,0,NA,0,0,3,3
"t_3568",0,0,1416,0,0,4,4
"t_3569",0,0,1600,0,0,2,2
"t_3570",0,0,3395,0,0,5,5
"t_3571",0,0,1751,0,1,2,2
"t_3572",0,0,2664,0,0,1,1
"t_3573",0,0,1600,0,0,4,4
"t_3574",0,0,4400,0,0,2,2
"t_3575",0,0,351,0,1,1,1
"t_3576",1,0,2024,1,0,1,1
"t_3577",0,0,838,0,0,1,1
"t_3578",0,0,1430,0,0,2,2
"t_3579",0,0,2877,0,0,3,2
"t_3580",0,0,685,0,0,1,1
"t_3581",0,0,1478,0,0,2,2
"t_3582",0,1,3791,1,0,3,1
"t_3583",0,0,2695,0,0,4,4
"t_3584",0,1,3395,1,0,4,2
"t_3585",0,0,1112,0,0,1,1
"t_3586",0,0,1386,0,0,3,3
"t_3587",0,0,198,0,0,1,1
"t_3588",0,0,1703,0,0,3,3
"t_3589",0,0,2389,0,0,5,5
"t_3590",0,0,808,0,0,2,2
"t_3591",0,0,504,0,0,1,1
"t_3592",0,0,1416,0,0,3,3
"t_3593",0,0,259,0,0,1,1
"t_3594",0,0,1294,0,0,4,4
"t_3595",0,0,6652,0,0,5,5
"t_3596",0,0,1478,0,0,1,1
"t_3597",0,0,2024,0,0,2,1
"t_3598",0,0,487,0,0,2,2
"t_3599",1,1,1675,1,0,4,3
"t_3600",0,0,229,0,0,1,1
"t_3601",0,1,5191,1,0,3,3
"t_3602",0,0,808,0,0,1,1
"t_3603",0,0,3212,0,1,3,3
"t_3604",1,0,NA,1,0,4,4
"t_3605",0,0,607,0,0,1,1
"t_3606",0,0,NA,0,0,1,1
"t_3607",0,0,2389,0,0,1,1
"t_3608",0,1,1355,1,1,1,1
"t_3609",1,1,2161,1,0,4,3
"t_3611",0,0,1659,0,0,4,4
"t_3612",0,0,2511,0,0,5,4
"t_3613",0,0,4522,0,0,3,2
"t_3614",0,0,838,0,0,2,2
"t_3615",0,0,334,0,0,1,1
"t_3616",0,0,2068,0,0,3,3
"t_3617",0,0,1508,0,0,2,2
"t_3618",0,0,243,0,0,1,1
"t_3619",0,0,1234,0,1,1,1
"t_3620",0,1,1020,1,0,5,5
"t_3621",1,0,1431,1,0,2,1
"t_3622",1,1,3273,1,0,4,3
"t_3623",0,0,943,0,1,2,2
"t_3624",0,0,3669,0,0,3,2
"t_3625",0,0,2024,0,0,3,3
"t_3626",0,0,2420,0,0,1,1
"t_3627",0,0,336,0,0,2,1
"t_3628",0,1,2617,1,0,2,1
"t_3629",0,0,928,0,0,1,1
"t_3630",0,0,151,0,0,1,1
"t_3631",0,0,1124,0,0,3,2
"t_3632",0,0,2847,0,0,5,4
"t_3635",0,0,869,0,1,1,1
"t_3636",0,0,3242,0,0,2,2
"t_3637",0,0,777,0,0,2,2
"t_3638",1,0,NA,1,0,5,5
"t_3639",0,0,2389,0,0,2,2
"t_3640",0,0,NA,0,1,3,2
"t_3641",0,0,1461,0,0,2,2
"t_3642",0,0,NA,0,0,4,3
"t_3643",0,0,2695,0,0,3,2
"t_3644",0,0,273,0,0,1,1
"t_3645",0,0,1491,0,0,2,2
"t_3646",0,0,1569,0,0,2,2
"t_3648",0,0,320,0,0,1,1
"t_3649",0,0,91,0,1,1,1
"t_3650",0,1,2969,1,0,4,3
"t_3652",0,0,229,0,1,1,1
"t_3653",0,0,685,0,1,2,1
"t_3654",0,0,516,0,1,1,1
"t_3655",0,0,2603,0,1,1,1
"t_3656",0,0,78,0,0,1,1
"t_3657",0,0,2177,0,0,4,4
"t_3658",0,0,2358,0,0,3,3
"t_3659",0,0,198,0,1,1,1
"t_3660",0,0,1751,0,0,2,2
"t_3661",0,0,655,0,0,2,2
"t_3663",0,0,731,0,0,2,2
"t_3664",0,0,NA,0,0,1,1
"t_3665",0,0,NA,0,0,5,5
"t_3667",0,0,335,0,0,1,1
"t_3671",0,0,2085,0,0,2,2
"t_3672",0,0,869,0,0,1,1
"t_3673",0,0,62,0,0,1,1
"t_3674",0,0,2160,0,0,3,3
"t_3677",0,0,640,0,0,2,2
"t_3679",0,0,2177,0,0,5,4
"t_3680",0,0,198,0,0,1,1
"t_3681",0,0,685,0,0,3,3
"t_3682",0,0,139,0,0,1,1
"t_3684",0,0,1065,0,0,3,2
"t_3685",0,0,275,0,0,1,1
"t_3686",1,1,989,1,0,4,3
"t_3687",0,0,2374,0,0,2,1
"t_3688",1,0,7032,1,0,2,2
"t_3689",0,0,NA,0,0,4,4
"t_3690",0,0,1489,0,0,3,3
"t_3691",0,0,2208,0,0,3,3
"t_3692",0,0,61,0,0,1,1
"t_3693",1,1,4168,1,0,4,1
"t_3694",0,0,334,0,0,1,1
"t_3696",1,0,2695,1,0,3,1
"t_3697",0,0,1873,0,0,2,2
"t_3698",0,1,1125,1,0,3,3
"t_3699",0,0,1659,0,0,2,2
"t_3700",0,0,943,0,0,1,1
"t_3701",0,0,139,0,0,1,1
"t_3702",0,0,365,0,1,1,1
"t_3703",0,0,1004,0,0,2,2
"t_3704",0,0,791,0,1,2,2
"t_3705",1,0,1720,1,0,3,2
"t_3706",0,0,563,0,0,1,1
"t_3707",0,0,335,0,0,1,1
"t_3708",0,0,1720,0,0,5,2
"t_3710",0,0,153,0,0,1,1
"t_3713",0,0,2085,0,1,3,3
"t_3714",0,0,563,0,0,3,2
"t_3715",0,0,3273,0,0,3,3
"t_3717",1,0,304,1,0,1,1
"t_3719",0,0,3607,0,0,2,1
"t_3720",0,0,139,0,0,1,1
"t_3722",0,0,1247,0,0,2,2
"t_3723",0,0,245,0,0,1,1
"t_3725",1,0,2861,1,0,4,3
"t_3726",0,0,2024,0,0,5,5
"t_3727",0,0,791,0,1,2,2
"t_3728",0,0,1096,0,0,1,1
"t_3731",0,0,365,0,0,1,1
"t_3732",0,0,1142,0,0,3,2
"t_3733",0,0,1600,0,0,5,5
"t_3734",0,0,3304,0,0,5,4
"t_3736",0,0,2146,0,0,3,3
"t_3737",1,0,2313,1,0,4,3
"t_3738",0,0,1751,0,0,4,2
"t_3741",0,0,4915,0,0,4,4
"t_3742",0,0,443,0,0,2,2
"t_3743",0,0,443,0,1,1,1
"t_3744",0,0,1020,0,0,4,4
"t_3747",0,1,1278,1,0,3,1
"t_3748",0,0,685,0,1,2,2
"t_3749",0,0,1461,0,0,2,2
"t_3750",1,0,1843,1,0,2,2
"t_3751",0,0,928,0,0,3,3
"t_3752",0,0,516,0,0,1,1
"t_3754",1,0,3120,1,0,3,3
"t_3755",0,0,1539,0,0,2,1
"t_3759",0,1,838,1,0,3,3
"t_3760",0,0,320,0,0,1,1
"t_3761",0,0,577,0,0,5,2
"t_3763",0,0,1416,0,0,4,3
"t_3764",0,0,290,0,0,1,1
