"employee_id","promote_level_1","promote_level_2","time_work","promote_general","intern","num_job","num_company"
"t_5380",0,0,2358,0,0,4,4
"t_5382",0,0,214,0,0,1,1
"t_5383",0,0,777,0,0,1,1
"t_5384",0,0,532,0,1,1,1
"t_5385",1,0,2055,1,0,1,1
"t_5386",1,0,3089,1,0,5,4
"t_5387",0,0,1355,0,0,3,3
"t_5388",0,0,897,0,0,2,2
"t_5389",0,0,869,0,0,3,3
"t_5390",0,0,759,0,0,3,2
"t_5391",0,0,1386,0,0,2,2
"t_5393",0,0,2024,0,0,3,2
"t_5394",1,0,2299,1,0,4,4
"t_5395",0,0,897,0,0,5,3
"t_5396",1,0,1628,1,0,3,2
"t_5397",0,0,3334,0,0,3,3
"t_5398",0,1,1369,1,0,4,2
"t_5399",0,0,2695,0,0,3,3
"t_5400",0,0,2389,0,0,5,5
"t_5402",0,0,747,0,0,4,2
"t_5403",0,0,31,0,1,1,1
"t_5404",0,0,443,0,0,2,2
"t_5406",0,1,3304,1,0,5,1
"t_5407",0,0,2481,0,0,5,4
"t_5408",0,0,854,0,0,3,3
"t_5409",1,1,3030,1,0,4,1
"t_5410",1,0,2969,1,0,5,4
"t_5411",0,0,1478,0,0,3,3
"t_5412",0,0,1873,0,0,2,2
"t_5413",0,0,2358,0,0,1,1
"t_5415",0,0,320,0,0,1,1
"t_5416",0,0,3061,0,0,5,4
"t_5417",0,0,6317,0,0,5,5
"t_5418",0,0,685,0,0,1,1
"t_5419",1,0,1659,1,0,4,4
"t_5421",0,0,NA,0,0,2,2
"t_5422",0,0,838,0,0,1,1
"t_5423",0,0,2634,0,0,3,3
"t_5424",0,0,594,0,0,1,1
"t_5425",0,0,365,0,0,1,1
"t_5426",0,0,412,0,0,1,1
"t_5427",0,0,747,0,0,3,1
"t_5428",0,0,1096,0,0,3,3
"t_5429",0,0,1005,0,0,3,3
"t_5430",0,0,747,0,0,2,2
"t_5431",1,0,1325,1,0,4,4
"t_5432",0,0,563,0,0,2,2
"t_5436",0,0,NA,0,0,2,2
"t_5437",0,0,2177,0,0,3,3
"t_5438",0,0,4795,0,0,3,3
"t_5439",0,0,2085,0,0,2,2
"t_5441",0,0,3791,0,0,3,3
"t_5442",0,0,1751,0,0,1,1
"t_5443",0,0,1812,0,0,4,3
"t_5445",0,0,1325,0,1,4,3
"t_5446",0,1,3242,1,0,2,2
"t_5447",0,0,2908,0,0,4,4
"t_5448",0,0,1263,0,0,1,1
"t_5449",0,0,1751,0,0,2,2
"t_5450",0,0,624,0,0,1,1
"t_5451",0,0,1539,0,1,2,1
"t_5452",0,0,1294,0,0,3,2
"t_5453",0,0,2358,0,0,4,4
"t_5454",0,1,563,1,0,2,2
"t_5455",0,0,1263,0,0,1,1
"t_5456",0,1,1720,1,0,4,3
"t_5457",0,1,NA,1,0,4,4
"t_5462",0,1,6042,1,0,2,1
"t_5471",0,0,1751,0,1,2,2
"t_5473",1,0,2891,1,0,2,1
"t_5474",0,0,1993,0,0,1,1
"t_5475",0,0,212,0,0,1,1
"t_5476",0,0,624,0,0,4,4
"t_5480",0,0,1355,0,0,1,1
"t_5481",0,0,1812,0,0,4,4
"t_5483",1,0,549,1,0,1,1
"t_5489",0,0,1934,0,0,4,4
"t_5494",0,0,989,0,0,4,4
"t_5495",0,0,2238,0,0,2,2
"t_5496",0,0,NA,0,0,3,3
"t_5498",0,0,229,0,0,1,1
"t_5500",0,0,1993,0,0,3,3
"t_5506",0,0,92,0,0,1,1
"t_5507",0,0,122,0,0,1,1
"t_5518",0,0,2435,0,0,3,2
"t_5520",0,0,655,0,0,1,1
"t_5523",0,0,394,0,0,1,1
"t_5526",0,0,4795,0,0,3,2
"t_5529",0,1,3167,1,0,1,1
"t_5532",0,0,2420,0,0,4,3
"t_5534",0,0,198,0,0,1,1
"t_5536",0,0,198,0,0,1,1
"t_5537",0,0,1873,0,0,1,1
"t_5539",0,0,4216,0,0,2,2
"t_5542",0,0,276,0,0,1,1
"t_5546",0,0,3226,0,0,4,3
"t_5548",0,0,699,0,0,1,1
"t_5553",0,0,2389,0,0,3,3
"t_5554",0,0,181,0,0,1,1
"t_5556",0,0,2116,0,0,4,4
"t_5561",0,0,259,0,0,1,1
"t_5563",0,0,1263,0,1,2,2
"t_5565",0,1,838,1,0,1,1
"t_5566",1,0,3577,1,0,4,2
"t_5568",0,0,457,0,0,4,4
"t_5569",0,0,NA,0,0,1,1
"t_5570",0,0,5221,0,0,2,2
"t_5571",0,0,2330,0,1,3,3
"t_5572",0,0,3014,0,0,1,1
"t_5589",0,0,457,0,0,1,1
"t_5592",0,0,3850,0,0,2,2
"t_5593",0,0,1447,0,0,1,1
"t_5597",0,0,6134,0,0,1,1
"t_5598",0,0,1659,0,0,1,1
"t_5602",0,0,91,0,0,1,1
"t_5607",0,0,3407,0,0,5,4
"t_5608",0,0,607,0,0,3,3
"t_5612",0,0,259,0,0,1,1
"t_5613",0,0,NA,0,0,3,3
"t_5614",1,0,1187,1,0,2,2
"t_5617",1,0,NA,1,0,4,4
"t_5618",0,0,3454,0,0,2,1
"t_5619",0,0,563,0,0,1,1
"t_5620",0,0,443,0,0,1,1
"t_5621",0,0,1050,0,1,2,2
"t_5622",0,0,3120,0,1,4,4
"t_5623",0,0,427,0,0,1,1
"t_5624",0,0,1781,0,0,4,3
"t_5627",0,0,1993,0,0,3,3
"t_5628",0,0,2770,0,0,1,1
"t_5629",0,0,1736,0,0,2,2
"t_5630",0,0,NA,0,0,3,2
"t_5632",0,0,1447,0,0,4,2
"t_5633",0,0,2269,0,0,3,3
"t_5634",0,0,306,0,0,1,1
"t_5635",0,0,594,0,1,1,1
"t_5636",0,0,2024,0,0,2,2
"t_5637",0,0,198,0,0,1,1
"t_5638",1,0,3273,1,0,4,4
"t_5639",0,1,NA,1,0,4,2
"t_5641",0,0,2389,0,0,2,2
"t_5642",0,0,532,0,0,1,1
"t_5643",0,0,351,0,0,1,1
"t_5644",0,0,1628,0,0,2,2
"t_5646",0,0,2464,0,0,3,3
"t_5647",1,1,989,1,0,4,2
"t_5648",0,1,NA,1,0,3,3
"t_5650",0,0,382,0,0,1,1
"t_5651",0,0,412,0,0,2,1
"t_5652",0,0,108,0,0,1,1
"t_5653",0,0,2511,0,0,3,2
"t_5654",0,0,NA,0,0,1,1
"t_5656",0,0,1187,0,0,1,1
"t_5657",1,0,2724,1,0,4,4
"t_5658",0,0,2573,0,0,1,1
"t_5659",0,0,5464,0,0,4,3
"t_5660",0,0,989,0,1,2,1
"t_5662",0,0,777,0,0,5,5
"t_5663",0,0,594,0,0,2,1
"t_5664",0,0,1020,0,0,1,1
"t_5665",1,0,1478,1,0,4,2
"t_5666",0,0,747,0,0,2,2
"t_5667",0,0,2024,0,0,4,4
"t_5669",1,0,1904,1,0,4,4
"t_5671",0,0,655,0,0,1,1
"t_5672",0,0,1020,0,1,3,3
"t_5674",0,0,2389,0,0,5,4
"t_5675",0,0,4230,0,0,4,3
"t_5676",0,0,989,0,0,3,3
"t_5677",0,0,685,0,0,2,2
"t_5678",1,0,2024,1,0,3,2
"t_5679",0,0,1386,0,0,3,3
"t_5681",0,0,320,0,0,1,1
"t_5682",0,0,1478,0,0,5,5
"t_5684",0,0,1142,0,0,3,2
"t_5685",0,0,1050,0,0,3,3
"t_5686",0,0,5922,0,0,4,4
"t_5687",0,0,1781,0,1,3,3
"t_5688",0,0,685,0,0,1,1
"t_5689",1,1,2450,1,0,5,3
"t_5691",0,0,1795,0,1,2,2
"t_5692",1,1,1600,1,0,3,2
"t_5694",0,0,2481,0,0,5,4
"t_5695",0,0,NA,0,0,4,4
"t_5696",0,0,897,0,0,2,2
"t_5697",0,0,3348,0,0,1,1
"t_5698",0,0,1355,0,0,3,3
"t_5699",0,0,1142,0,0,2,2
"t_5700",0,0,1934,0,0,2,2
"t_5701",0,0,290,0,0,1,1
"t_5703",0,0,2724,0,0,4,4
"t_5704",0,0,1050,0,0,2,2
"t_5705",0,0,2375,0,0,3,3
"t_5706",1,0,1478,1,0,4,3
"t_5707",0,0,624,0,1,1,1
"t_5708",0,0,1355,0,0,2,2
"t_5709",0,0,1904,0,0,3,3
"t_5710",0,0,1247,0,0,4,4
"t_5711",1,0,3273,1,0,3,3
"t_5712",0,0,1112,0,1,3,3
"t_5713",0,0,730,0,0,3,3
"t_5714",0,0,2695,0,0,4,4
"t_5715",0,0,1112,0,1,2,1
"t_5716",0,0,1843,0,0,4,3
"t_5717",0,0,624,0,0,2,2
"t_5718",0,0,685,0,1,1,1
"t_5719",0,0,1310,0,0,3,3
"t_5720",0,0,1416,0,0,4,4
"t_5722",1,0,2116,1,0,3,2
"t_5723",0,0,1173,0,0,2,1
"t_5724",1,0,1430,1,0,1,1
"t_5726",0,0,NA,0,0,3,2
"t_5727",1,0,1736,1,0,3,3
"t_5728",1,0,2055,1,0,4,2
"t_5729",1,1,1600,1,0,3,3
"t_5730",0,0,897,0,0,1,1
"t_5733",0,0,NA,0,1,3,3
"t_5734",0,0,563,0,0,2,2
"t_5736",0,0,808,0,0,1,1
"t_5737",1,1,1946,1,0,5,3
"t_5738",0,0,655,0,0,1,1
"t_5739",0,0,4642,0,0,4,4
"t_5740",0,0,1812,0,1,3,3
"t_5741",0,0,4156,0,0,3,3
"t_5742",0,0,290,0,1,1,1
"t_5743",0,0,61,0,1,1,1
"t_5744",0,1,1278,1,0,1,1
"t_5745",1,0,NA,1,1,4,4
"t_5746",0,0,1600,0,0,2,2
"t_5747",1,0,2588,1,0,3,2
"t_5748",0,0,912,0,0,2,2
"t_5749",0,0,913,0,0,1,1
"t_5750",0,0,2024,0,0,4,4
"t_5751",0,1,2953,1,0,2,2
"t_5753",0,0,2450,0,0,3,3
"t_5754",1,0,2573,1,0,5,3
"t_5755",0,0,1416,0,0,2,2
"t_5756",1,0,1203,1,0,3,2
"t_5757",0,0,6256,0,0,4,4
"t_5758",0,0,2055,0,0,1,1
"t_5759",0,0,1628,0,1,2,2
"t_5760",0,0,3516,0,0,3,3
"t_5761",0,0,2100,0,1,3,2
"t_5762",0,0,1539,0,1,2,2
"t_5763",0,0,3546,0,0,3,3
"t_5764",1,1,852,1,0,3,2
"t_5765",0,0,3181,0,0,2,2
"t_5766",0,0,1416,0,0,2,2
"t_5767",0,0,685,0,0,1,1
"t_5768",1,0,1993,1,0,3,3
"t_5769",0,0,563,0,0,1,1
"t_5770",0,0,2603,0,0,4,1
"t_5771",0,0,108,0,0,1,1
"t_5772",0,0,304,0,0,1,1
"t_5773",0,0,1934,0,0,4,4
"t_5774",0,0,167,0,0,1,1
"t_5775",1,0,1325,1,0,3,2
"t_5776",0,0,641,0,0,1,1
"t_5777",0,0,579,0,1,1,1
"t_5778",1,1,1946,1,0,5,3
"t_5780",0,1,3454,1,0,5,4
"t_5781",0,1,2634,1,0,4,4
"t_5782",0,0,2724,0,0,3,2
"t_5784",1,0,9086,1,0,3,3
"t_5785",0,0,3304,0,0,5,5
"t_5786",0,0,1081,0,0,5,5
"t_5788",0,0,120,0,0,1,1
"t_5789",0,0,2208,0,0,5,5
"t_5790",0,0,1843,0,0,3,3
"t_5791",0,0,2269,0,0,3,3
"t_5792",0,0,1812,0,0,2,2
"t_5793",0,0,2161,0,0,3,3
"t_5794",0,0,1447,0,0,2,2
"t_5795",1,0,777,1,0,2,2
"t_5796",0,0,2481,0,0,1,1
"t_5797",0,0,151,0,1,1,1
"t_5798",0,0,1539,0,0,2,2
"t_5799",0,0,1234,0,1,3,2
"t_5800",0,0,2450,0,0,2,1
"t_5801",0,0,1142,0,1,1,1
"t_5802",0,0,1751,0,0,2,1
"t_5804",0,0,700,0,0,1,1
"t_5805",0,1,563,1,0,2,2
"t_5806",0,0,2908,0,0,1,1
"t_5807",0,0,3030,0,0,2,2
"t_5808",0,0,3516,0,0,5,3
"t_5809",0,0,638,0,0,1,1
"t_5810",0,0,259,0,1,1,1
"t_5811",0,0,655,0,0,1,1
"t_5812",0,0,443,0,0,1,1
"t_5813",1,0,NA,1,0,4,4
"t_5814",0,0,1050,0,0,3,3
"t_5815",0,0,2116,0,0,2,2
"t_5816",0,0,1569,0,0,4,4
"t_5817",0,0,182,0,0,2,2
"t_5819",0,0,1081,0,0,5,3
"t_5820",0,0,1157,0,0,2,2
"t_5821",0,0,1659,0,0,1,1
"t_5822",0,0,1781,0,0,2,2
"t_5823",0,0,3061,0,0,2,2
"t_5825",0,0,2664,0,0,4,3
"t_5826",0,0,3089,0,0,4,4
"t_5827",0,0,2085,0,0,1,1
"t_5828",0,0,320,0,0,2,2
"t_5829",0,0,2177,0,0,4,3
"t_5831",0,0,243,0,1,2,2
"t_5832",0,0,3089,0,0,2,2
"t_5834",0,0,624,0,0,1,1
"t_5835",0,0,2847,0,0,1,1
"t_5836",1,1,3061,1,0,4,3
"t_5837",0,0,777,0,0,1,1
"t_5838",0,0,1965,0,0,4,2
"t_5839",0,0,1781,0,0,3,2
"t_5840",0,0,3089,0,0,4,4
"t_5841",0,0,2588,0,0,2,2
"t_5842",0,0,1416,0,0,2,2
"t_5843",0,0,1734,0,0,2,2
"t_5844",0,1,365,1,0,1,1
"t_5845",0,0,808,0,0,2,2
"t_5847",0,0,594,0,0,1,1
"t_5848",0,0,532,0,1,1,1
"t_5849",0,0,685,0,0,2,2
"t_5850",0,0,563,0,0,1,1
"t_5851",0,1,3000,1,0,3,3
"t_5852",0,0,1781,0,0,3,3
"t_5853",0,0,6513,0,0,4,4
"t_5854",0,0,1812,0,0,2,2
"t_5855",0,0,532,0,0,2,1
"t_5856",0,1,1628,1,0,3,2
"t_5857",0,0,320,0,0,1,1
"t_5858",1,1,989,1,0,4,2
"t_5860",1,0,1478,1,0,5,2
"t_5861",0,0,3273,0,0,3,3
"t_5862",0,0,624,0,0,4,4
"t_5863",0,0,4216,0,0,2,2
"t_5864",0,0,1112,0,0,2,2
"t_5865",0,1,274,1,0,1,1
"t_5866",0,0,458,0,0,2,2
"t_5867",0,0,989,0,1,1,1
"t_5869",0,0,928,0,0,2,2
"t_5870",0,0,2588,0,0,4,4
"t_5871",0,0,2358,0,0,3,2
"t_5872",0,0,2724,0,0,3,2
"t_5873",0,0,2085,0,0,5,4
"t_5874",0,0,1050,0,1,2,2
"t_5875",0,0,382,0,1,1,1
"t_5876",0,0,1690,0,0,5,3
"t_5877",0,0,1234,0,1,2,2
"t_5878",0,0,1386,0,0,4,3
"t_5879",0,1,1659,1,0,1,1
"t_5880",0,0,2116,0,0,2,2
"t_5881",0,0,1751,0,0,2,1
"t_5882",0,0,563,0,0,1,1
"t_5883",0,1,335,1,0,1,1
"t_5884",0,0,153,0,1,1,1
"t_5885",0,0,1142,0,0,3,1
"t_5887",0,0,139,0,0,1,1
"t_5888",0,0,382,0,0,1,1
"t_5889",0,0,259,0,0,2,2
"t_5890",0,0,1430,0,0,2,2
"t_5891",0,0,700,0,0,1,1
"t_5892",0,0,1112,0,0,5,5
"t_5893",0,0,151,0,0,1,1
"t_5894",0,0,2238,0,0,2,2
"t_5895",0,1,1020,1,0,1,1
"t_5896",0,0,1781,0,0,1,1
"t_5897",0,0,914,0,0,1,1
"t_5898",1,0,1020,1,0,2,1
"t_5899",0,0,1843,0,0,2,2
"t_5900",1,0,2146,1,1,3,2
"t_5901",0,0,5311,0,0,5,4
"t_5902",0,0,122,0,0,1,1
"t_5903",0,0,1781,0,0,4,4
"t_5904",0,0,29,0,0,1,1
"t_5905",0,0,624,0,0,2,1
"t_5906",0,1,2299,1,0,4,3
"t_5907",0,0,473,0,0,1,1
"t_5908",0,0,443,0,0,1,1
"t_5909",0,0,747,0,1,1,1
"t_5910",0,0,351,0,0,1,1
"t_5911",0,0,3030,0,1,3,3
"t_5912",0,0,1659,0,0,2,2
"t_5914",0,0,730,0,0,1,1
"t_5915",0,0,2219,0,0,2,2
"t_5916",0,0,639,0,0,1,1
"t_5917",0,0,2695,0,0,4,4
"t_5918",0,1,1873,1,0,4,3
"t_5919",0,0,473,0,0,1,1
"t_5920",0,0,808,0,0,1,1
"t_5921",0,0,1904,0,0,4,4
"t_5922",0,0,1478,0,0,3,3
"t_5923",0,0,608,0,0,2,2
"t_5924",0,0,2738,0,0,4,4
"t_5925",0,0,2085,0,0,1,1
"t_5926",0,0,2358,0,0,1,1
"t_5927",0,0,2238,0,0,2,2
"t_5928",0,0,1659,0,0,2,2
"t_5929",0,0,669,0,0,1,1
"t_5930",0,0,547,0,0,4,4
"t_5931",0,0,2146,0,1,1,1
"t_5932",0,0,777,0,0,1,1
"t_5933",1,0,2085,1,0,4,3
"t_5934",0,0,1965,0,0,3,1
"t_5935",0,0,275,0,0,1,1
"t_5936",0,0,869,0,0,5,4
"t_5937",0,0,NA,0,0,4,4
"t_5938",1,1,3911,1,0,5,2
"t_5939",0,0,989,0,1,1,1
"t_5940",0,0,320,0,1,1,1
"t_5941",0,0,NA,0,0,1,1
"t_5942",0,0,1628,0,0,2,1
"t_5943",0,0,320,0,0,1,1
"t_5944",0,0,1918,0,0,5,5
"t_5945",0,0,579,0,0,1,1
"t_5946",0,0,1690,0,0,3,2
"t_5947",0,0,365,0,0,1,1
"t_5948",0,0,1247,0,0,4,2
"t_5949",0,0,1325,0,0,2,2
"t_5950",0,0,546,0,1,1,1
"t_5951",0,0,685,0,0,2,2
"t_5953",0,0,1203,0,0,2,2
"t_5954",0,0,1826,0,0,3,2
"t_5955",0,0,1965,0,0,2,2
"t_5956",0,1,3273,1,0,4,4
"t_5957",0,0,1263,0,0,2,2
"t_5958",1,0,1478,1,0,4,4
"t_5959",1,0,1751,1,0,3,1
"t_5960",0,0,2816,0,0,2,2
"t_5961",0,0,504,0,0,1,1
"t_5962",1,0,639,1,0,1,1
"t_5963",0,0,108,0,0,1,1
"t_5964",0,0,1751,0,0,1,1
"t_5965",0,0,1781,0,1,2,2
"t_5966",0,0,1386,0,1,4,4
"t_5967",0,0,2481,0,0,3,2
"t_5968",0,0,777,0,1,2,2
"t_5969",0,0,3577,0,0,2,2
"t_5971",0,0,1234,0,0,5,2
"t_5972",0,0,2420,0,0,2,2
"t_5973",0,0,2511,0,0,2,2
"t_5974",0,0,335,0,0,2,2
"t_5975",0,0,NA,0,0,4,4
"t_5976",0,0,1843,0,0,2,2
"t_5978",1,1,8478,1,0,4,4
"t_5979",0,0,1569,0,0,3,2
"t_5980",0,0,259,0,0,2,1
"t_5981",0,0,1781,0,0,3,3
"t_5982",0,0,2603,0,0,4,4
"t_5983",0,0,1751,0,0,2,2
"t_5984",0,0,3395,0,1,2,2
"t_5985",0,0,183,0,0,2,2
"t_5986",0,0,1843,0,0,4,2
"t_5987",0,0,214,0,0,1,1
"t_5988",0,0,1112,0,0,2,2
"t_5989",1,0,2389,1,0,5,5
"t_5990",0,0,578,0,0,1,1
"t_5991",1,1,1447,1,0,4,2
"t_5992",0,0,1690,0,0,5,5
"t_5993",0,0,624,0,1,1,1
"t_5994",0,0,1569,0,1,2,2
"t_5995",1,0,1600,1,0,5,2
"t_5996",0,0,716,0,0,3,3
"t_5997",0,0,365,0,0,1,1
"t_5998",0,0,2603,0,0,3,3
"t_5999",1,0,1751,1,0,3,1
"t_6000",0,0,3242,0,0,2,2
"t_6001",0,0,1934,0,0,3,3
"t_6002",0,0,1508,0,0,3,2
"t_6003",0,0,3273,0,0,5,5
"t_6005",0,0,716,0,0,1,1
"t_6006",0,0,2177,0,0,3,2
"t_6007",0,0,382,0,1,1,1
"t_6008",0,0,1508,0,0,4,4
"t_6009",0,0,549,0,0,1,1
"t_6011",0,0,NA,0,0,4,4
"t_6012",0,0,655,0,1,1,1
"t_6013",0,0,2755,0,0,2,2
"t_6014",0,0,4308,0,1,3,3
"t_6015",0,0,290,0,0,2,2
"t_6016",0,1,3061,1,0,4,3
"t_6017",0,0,897,0,0,2,2
"t_6018",0,0,3212,0,0,4,2
"t_6019",0,0,1781,0,0,3,2
"t_6020",0,0,NA,0,0,4,4
"t_6021",0,1,2847,1,0,4,4
"t_6022",0,0,1508,0,1,3,3
"t_6023",0,0,2146,0,0,2,1
"t_6024",0,0,624,0,0,1,1
"t_6026",0,0,1478,0,0,1,1
"t_6027",0,0,1993,0,0,4,4
"t_6028",0,0,243,0,0,1,1
"t_6029",0,0,2755,0,0,1,1
"t_6030",0,0,3000,0,0,5,5
"t_6031",1,1,3242,1,0,5,5
"t_6032",0,0,1659,0,0,4,3
"t_6033",0,0,1355,0,1,2,2
"t_6034",0,1,320,1,0,1,1
"t_6035",0,0,1096,0,0,2,2
"t_6036",0,0,198,0,0,1,1
"t_6038",0,0,NA,0,0,1,1
"t_6039",1,0,701,1,0,1,1
"t_6040",0,0,1081,0,0,1,1
"t_6041",0,0,120,0,0,1,1
"t_6042",0,0,928,0,0,2,2
"t_6043",0,0,944,0,0,3,3
"t_6044",0,0,351,0,0,1,1
"t_6045",0,1,1720,1,0,4,3
"t_6046",0,0,1416,0,0,2,2
"t_6048",0,0,563,0,0,1,1
"t_6049",0,0,2299,0,0,1,1
"t_6050",1,1,2358,1,0,4,2
"t_6051",0,1,2007,1,0,4,3
"t_6052",0,0,1249,0,0,2,2
"t_6053",0,0,655,0,0,2,2
"t_6054",0,0,639,0,0,1,1
"t_6055",0,0,1461,0,0,1,1
"t_6056",0,0,182,0,0,1,1
"t_6057",0,0,365,0,0,1,1
"t_6060",0,0,685,0,0,1,1
"t_6061",0,0,1308,0,1,3,2
"t_6062",0,0,2664,0,0,2,2
"t_6063",0,0,504,0,0,1,1
"t_6064",0,0,2238,0,0,3,3
"t_6065",0,0,320,0,1,2,2
"t_6066",1,0,4247,1,0,4,4
"t_6068",0,0,1050,0,1,4,4
"t_6069",0,0,181,0,1,1,1
"t_6070",0,0,2146,0,1,3,3
"t_6071",0,0,685,0,0,1,1
"t_6072",0,0,1600,0,0,3,3
"t_6073",0,0,1947,0,0,2,2
"t_6074",1,0,2664,1,0,3,2
"t_6075",1,0,3516,1,0,3,3
"t_6076",1,0,2481,1,0,3,3
"t_6077",0,0,1294,0,0,1,1
"t_6078",0,0,2116,0,0,5,4
"t_6079",0,0,1873,0,0,4,3
"t_6080",0,0,897,0,0,2,1
"t_6081",1,0,229,1,0,1,1
"t_6082",0,0,365,0,0,1,1
"t_6083",0,0,1050,0,0,1,1
"t_6084",0,0,624,0,1,2,2
"t_6085",0,1,6741,1,0,4,3
"t_6086",0,0,2085,0,0,2,2
"t_6087",0,0,655,0,1,2,2
"t_6088",0,0,1720,0,0,4,4
"t_6089",0,0,1112,0,0,2,2
"t_6090",0,0,504,0,0,1,1
"t_6091",0,0,1781,0,0,3,3
"t_6092",0,0,2420,0,0,2,2
"t_6093",0,0,1600,0,0,3,3
"t_6094",0,0,259,0,1,1,1
"t_6095",0,0,198,0,0,1,1
"t_6096",0,0,655,0,0,1,1
"t_6097",0,0,2786,0,0,5,5
"t_6098",0,0,1234,0,0,3,3
"t_6099",0,0,1355,0,0,3,3
"t_6100",0,0,869,0,1,1,1
"t_6101",0,0,989,0,0,2,2
"t_6102",0,0,2358,0,0,2,2
"t_6103",0,0,594,0,0,2,1
"t_6105",0,0,2969,0,0,3,3
"t_6106",0,1,1720,1,1,3,2
"t_6107",0,0,716,0,0,1,1
"t_6108",0,0,532,0,0,1,1
"t_6110",1,1,1659,1,0,3,3
"t_6112",0,0,897,0,0,2,2
"t_6113",0,0,2085,0,0,3,3
"t_6114",0,0,8630,0,0,2,2
"t_6115",1,1,2330,1,0,5,1
"t_6116",0,0,1278,0,0,4,4
"t_6117",1,0,2939,1,0,4,1
"t_6118",0,1,3120,1,0,4,3
"t_6119",0,1,NA,1,0,2,2
"t_6120",0,0,716,0,1,1,1
"t_6121",0,0,1539,0,1,2,2
"t_6122",0,1,167,1,0,1,1
"t_6123",0,0,NA,0,0,4,4
"t_6124",0,0,382,0,0,1,1
"t_6125",0,0,1157,0,0,2,2
"t_6126",0,0,1781,0,0,3,2
"t_6127",0,1,3577,1,0,5,2
"t_6128",0,0,1020,0,0,1,1
"t_6129",0,0,563,0,0,2,1
"t_6130",0,0,1628,0,1,2,2
"t_6131",0,0,1781,0,1,4,4
"t_6132",0,1,NA,1,0,2,2
"t_6133",0,0,393,0,1,3,3
"t_6134",0,0,882,0,0,2,1
"t_6135",0,0,1843,0,0,3,3
"t_6136",0,0,NA,0,0,2,2
"t_6137",0,0,504,0,0,2,2
"t_6138",0,0,777,0,0,1,1
"t_6139",0,0,1065,0,1,1,1
"t_6140",0,0,1416,0,0,3,3
"t_6141",0,0,3454,0,0,3,2
"t_6142",0,0,3485,0,0,1,1
"t_6143",0,0,1539,0,0,3,3
"t_6144",0,0,473,0,1,1,1
"t_6145",0,0,365,0,0,1,1
"t_6146",0,0,3151,0,0,4,4
"t_6147",0,0,1751,0,0,2,2
"t_6148",0,0,2116,0,0,4,3
"t_6149",0,0,108,0,0,1,1
"t_6150",0,0,3485,0,0,2,2
"t_6151",0,0,1720,0,0,4,4
"t_6152",0,0,365,0,0,2,1
"t_6153",0,0,532,0,0,2,1
"t_6154",0,0,214,0,0,4,4
"t_6155",0,0,532,0,0,1,1
"t_6156",0,1,1965,1,0,4,3
"t_6157",0,0,229,0,0,1,1
"t_6158",0,0,1843,0,0,2,2
"t_6159",0,0,229,0,1,1,1
"t_6160",0,0,1600,0,0,2,2
"t_6161",0,0,2358,0,0,3,3
"t_6162",0,0,1142,0,0,5,4
"t_6163",1,1,2024,1,0,5,3
"t_6164",0,1,1263,1,0,3,2
"t_6165",0,0,4095,0,1,3,3
"t_6166",0,0,198,0,0,2,2
"t_6167",0,0,518,0,0,1,1
"t_6169",0,0,914,0,0,4,4
"t_6170",0,0,2055,0,0,4,3
"t_6171",0,0,546,0,0,1,1
"t_6172",0,1,12496,1,0,2,2
"t_6173",0,1,12496,1,0,2,2
"t_6174",0,0,443,0,0,1,1
"t_6175",1,0,1020,1,0,2,2
"t_6176",0,0,549,0,0,2,1
"t_6177",0,0,716,0,0,1,1
"t_6178",0,0,395,0,0,1,1
"t_6179",1,0,1007,1,0,3,1
"t_6180",0,0,1020,0,0,3,1
"t_6181",0,0,1812,0,0,5,5
"t_6182",1,1,1673,1,0,2,1
"t_6184",0,0,1311,0,1,3,3
"t_6185",0,0,229,0,0,1,1
"t_6187",0,0,184,0,0,1,1
"t_6189",0,0,716,0,0,1,1
"t_6190",0,0,121,0,0,3,3
"t_6191",0,0,2299,0,0,4,4
"t_6192",0,0,655,0,0,1,1
"t_6193",0,0,1569,0,0,2,2
"t_6194",0,0,184,0,0,1,1
"t_6195",0,0,1203,0,0,2,2
"t_6196",0,0,1050,0,0,4,3
"t_6197",0,0,1720,0,0,2,2
"t_6198",0,0,229,0,0,1,1
"t_6200",0,0,1569,0,1,3,2
"t_6201",0,0,382,0,0,1,1
"t_6202",0,0,2542,0,0,3,2
"t_6204",0,0,1066,0,0,5,2
"t_6205",0,0,61,0,0,1,1
"t_6206",0,0,2420,0,0,1,1
"t_6207",1,0,2755,1,0,1,1
"t_6208",0,0,424,0,0,1,1
"t_6210",0,0,91,0,0,1,1
"t_6212",0,1,1127,1,0,2,2
"t_6213",0,1,504,1,0,1,1
"t_6215",0,0,1325,0,1,1,1
"t_6216",0,0,1157,0,0,4,4
"t_6218",0,0,2208,0,0,4,3
"t_6219",0,0,1355,0,1,2,2
"t_6220",1,1,1294,1,0,2,1
"t_6226",0,0,167,0,0,1,1
"t_6227",0,0,2146,0,0,1,1
"t_6228",0,0,1781,0,0,3,2
"t_6229",0,0,2146,0,1,4,4
"t_6231",0,0,320,0,0,1,1
"t_6232",0,0,290,0,0,1,1
"t_6233",1,1,1720,1,0,3,2
"t_6236",0,0,320,0,1,2,2
"t_6237",0,1,1020,1,0,2,2
"t_6238",1,0,869,1,0,5,2
"t_6239",0,0,1751,0,0,5,4
